User,CPRs,MPRs,Cts,Reviews,CI
pedrobaeza,279,263,5.534,3.000,3.354
rousseldenis,173,127,1.738,966,1.148
victoralmau,624,587,448,444,1.077
simahawk,174,154,841,615,811
MiquelRForgeFlow,309,306,502,660,1.006
etobella,158,150,644,469,657
rvalyi,68,57,808,453,547
legalsylvain,137,95,672,463,596
chienandalu,179,168,227,676,872
dreispt,76,63,792,203,303
marcelsavegnago,131,107,547,321,463
LoisRForgeFlow,133,122,474,391,546
AaronHForgeFlow,64,34,445,453,516
ivantodorovich,90,73,350,488,589
sebalix,122,103,343,418,551
rafaelbn,5,3,704,262,294
sbidoul,136,109,498,165,308
francesco-ooops,-,-,639,242,267
HaraldPanten,-,-,505,268,290
nimarosa,49,31,528,149,210
CarlosRoca13,157,143,157,255,423
ao-landoo,147,138,307,73,241
alexis-via,138,122,288,71,222
sergio-teruel,148,119,169,205,349
antoniospneto,65,52,213,256,331
StefanRijnhart,45,42,235,248,312
max3903,29,23,309,181,227
tafaRU,34,31,287,195,249
oca-clabot,-,-,557,-,24
feketemihai,100,90,218,37,152
TheMule71,47,37,221,144,203
renatonlima,84,77,130,147,245
lmignon,43,39,185,146,205
TDu,64,54,85,215,286
cesar-tecnativa,67,54,173,127,202
carlosdauden,37,32,64,288,334
kittiu,36,40,237,82,143
yankinmax,71,51,159,117,189
alexey-pelykh,62,61,187,89,172
HviorForgeFlow,65,44,177,106,171
moylop260,111,103,112,63,187
SirTakobi,85,43,134,129,193
Saran440,78,37,133,99,156
gurneyalex,36,34,133,163,215
eLBati,45,23,157,116,158
yajo,41,35,143,122,175
elvise,-,-,270,81,97
JordiBForgeFlow,41,25,155,73,117
leemannd,21,11,133,168,195
thomaspaulb,24,21,144,104,142
flotho,16,7,124,158,180
matteoopenf,17,8,187,95,121
jbaudoux,17,15,67,195,222
NL66278,24,17,112,124,156
ajaniszewska-dev,23,11,45,215,238
manuelregidor,90,84,102,19,123
Shide,60,51,80,99,167
FernandoRomera,58,44,123,64,127
JasminSForgeFlow,103,86,62,33,137
bosd,30,14,183,57,90
sergiocorato,54,29,98,81,127
ghost,74,26,142,-,47
mileo,46,27,109,46,90
grindtildeath,39,33,72,94,142
olgamarcocb,92,90,8,57,159
sebastienbeau,35,21,122,68,106
ilyasProgrammer,90,49,56,33,99
felipemotter,15,12,47,180,203
GSLabIt,28,24,108,88,128
hbrunn,40,32,88,53,101
JuanyDForgeflow,64,33,57,89,138
dsolanki-initos,21,4,168,40,62
ernestotejeda,43,41,75,77,133
hparfr,15,16,72,117,145
mmequignon,30,13,31,144,168
albariera,29,29,56,111,153
i-vyshnevska,25,19,31,126,156
florian-dacosta,44,26,52,76,116
mariadforgeflow,34,38,44,100,150
ValentinVinagre,8,8,80,106,126
carmenbianca,45,19,77,57,91
mtelahun,22,16,112,45,76
sbejaoui,24,23,76,49,86
AntoniRomera,23,21,66,77,111
mbcosta,31,25,94,29,69
flachica,56,20,73,28,64
ChrisOForgeFlow,64,37,34,35,86
petrus-v,30,17,52,68,98
CRogos,31,18,100,21,55
LudLaf,23,18,55,81,111
adrienpeiffer,31,13,55,58,84
GuillemCForgeFlow,24,24,54,70,106
primes2h,19,15,98,42,71
bealdav,18,11,54,73,96
AshishHirapara,44,26,34,60,98
mymage,58,55,39,19,88
JordiMForgeFlow,32,29,30,82,122
ps-tubtim,34,28,19,66,104
robinkeunen,19,14,68,53,80
cubells,48,30,50,25,69
hildickethan,22,18,59,60,90
BernatPForgeFlow,50,43,23,41,96
Kev-Roche,39,19,46,46,78
nicomacr,37,17,53,36,66
tranngocson1996,47,47,32,29,89
luc-demeyer,22,16,54,31,59
royle-vietnam,22,16,52,56,84
patrickrwilson,28,16,56,39,68
hailangvn,19,20,49,47,78
guewen,11,11,60,54,76
xAdrianC-Kernet,20,18,35,68,96
yostashiro,10,8,42,79,97
xavier-bouquiaux,44,33,30,14,59
andreampiovesana,9,4,45,64,78
acsonefho,14,10,26,66,85
baimont,30,24,17,40,74
bizzappdev,50,11,40,10,34
geomer198,12,4,7,101,111
ivs-cetmix,27,13,23,51,74
PierrickBrun,18,12,39,45,67
dhongu,44,33,8,30,72
Rad0van,19,10,63,24,46
SilvioC2C,22,20,30,46,76
ndd-odoo,66,23,9,9,43
victor-champonnois,22,6,43,44,61
DavidJForgeFlow,24,13,17,58,80
gdgellatly,7,4,33,71,83
JoanMForgeFlow,20,23,23,49,81
Murtaza-OSI,23,22,14,45,76
TeoGoddet,12,4,49,45,59
enriquemartin,20,18,26,45,73
ramiadavid,33,18,37,24,54
remi-filament,18,11,42,29,51
cvinh,16,4,62,16,32
luisg123v,3,3,38,67,78
brian10048,14,13,54,26,50
Freni-OSI,35,30,30,5,46
alan196,15,17,40,24,51
celm1990,8,9,43,42,60
hirokibastos,27,17,22,33,60
marylla,-,-,74,30,39
emagdalenaC2i,23,11,34,27,49
AungKoKoLin1997,35,16,15,29,55
DarioLodeiros,20,14,46,17,42
fredzamoabg,20,17,27,29,56
atchuthan,19,11,25,39,59
norlinhenrik,15,12,48,19,42
Borruso,35,15,13,29,54
damdam-s,19,8,23,31,48
mcojocaru,45,39,2,4,51
dalonsod,14,11,49,14,36
yvaucher,4,4,41,39,51
Mantux11,16,14,39,22,46
omar7r,16,17,36,16,43
ikapasi-initos,8,1,46,34,45
jcoux,16,14,13,44,66
JuMiSanAr,26,19,9,34,61
SimoRubi,7,11,47,19,40
aleuffre,28,15,26,13,38
florentx,21,17,9,36,61
