User;CPRs;MPRs;Cts;Reviews;CI
pedrobaeza;36;34;526;363;426
rousseldenis;14;8;161;95;119
FernandoRomera;55;44;105;37;99
victoralmau;66;70;40;44;128
ivantodorovich;7;5;84;93;110
etobella;27;25;76;31;70
chienandalu;23;21;21;85;115
"alexis-via";36;21;66;20;55
rvalyi;12;10;70;39;61
simahawk;11;9;59;43;63
rafaelbn;"-";"-";79;41;50
legalsylvain;12;16;51;33;60
max3903;1;"-";64;49;58
LoisRForgeFlow;12;10;49;41;61
sebalix;15;11;34;36;57
nimarosa;5;4;63;16;30
"sergio-teruel";28;22;17;19;50
dreispt;6;3;67;8;22
StefanRijnhart;7;4;31;29;41
AaronHForgeFlow;12;7;28;24;40
mymage;24;26;8;11;45
sbidoul;11;7;42;11;28
AntoniRomera;1;1;6;59;63
MiquelRForgeFlow;16;13;20;18;39
marcelsavegnago;12;6;26;21;36
"francesco-ooops";"-";"-";56;7;14
carmenbianca;11;7;25;12;27
"florian-dacosta";10;6;12;29;42
jbaudoux;2;"-";8;41;45
lmignon;2;1;15;33;39
yostashiro;"-";1;14;36;41
CarlosRoca13;8;15;13;14;35
leemannd;5;4;26;15;26
antoniospneto;2;2;17;25;33
feketemihai;5;5;27;9;21
sergiocorato;9;5;14;15;27
JuanyDForgeflow;10;3;8;19;28
ernestotejeda;8;8;12;16;30
ramiadavid;11;7;14;11;25
TDu;1;6;14;18;29
AungKoKoLin1997;13;9;7;10;25
Shide;6;7;12;13;26
carlosdauden;2;1;6;30;35
bosd;6;5;18;9;21
flotho;3;2;12;19;26
tafaRU;2;2;25;7;15
"victor-champonnois";2;1;18;14;21
TheMule71;1;4;20;9;18
JordiBForgeFlow;6;2;18;7;16
MRomeera;"-";"-";"-";34;34
bvanjeelharia;9;1;18;"-";8
SirTakobi;8;1;12;10;17
grindtildeath;5;5;12;8;19
hildickethan;4;2;8;16;23
"remi-filament";2;1;10;18;24
Saran440;9;3;11;5;14
bizzappdev;21;2;5;1;10
RodrigoBM;4;5;9;11;21
yajo;6;4;14;5;15
renatonlima;2;7;8;10;21
yankinmax;2;2;8;15;21
GabbasovDinar;4;1;5;16;21
HviorForgeFlow;2;3;14;6;14
bealdav;4;3;8;11;19
"marcos-mendez";4;"-";14;4;10
norlinhenrik;3;3;13;7;15
dessanhemrayev;1;2;"-";22;25
"ps-tubtim";6;1;5;10;16
"xavier-bouquiaux";8;9;2;2;15
dalonsod;7;4;8;4;13
dhongu;8;7;6;2;14
hbrunn;4;3;15;"-";9
"petrus-v";5;3;6;5;13
matteoopenf;1;"-";21;"-";6
sebastienbeau;3;"-";13;6;11
"alexey-pelykh";3;3;6;9;16
NL66278;"-";1;13;6;11
"ivs-cetmix";4;1;5;7;12
nicomacr;7;4;6;1;10
robinkeunen;1;"-";10;9;13
"ferran-S73";7;2;4;5;12
geomer198;1;3;1;13;18
ghost;7;4;4;"-";9
"luc-demeyer";4;3;9;2;10
DavidJForgeFlow;3;1;3;10;14
cscocca;1;1;6;9;13
sbejaoui;3;"-";8;5;10
ypapouin;5;2;7;2;9
ChrisOForgeFlow;6;2;4;2;8
atchuthan;2;1;7;6;11
felipemotter;"-";1;4;11;14
kluna1998;1;3;1;11;16
HaraldPanten;"-";"-";11;4;7
JaumeBforgeFlow;10;1;1;1;6
aleuffre;6;3;2;2;9
andreampiovesana;"-";"-";5;9;11
hparfr;1;"-";1;11;13
huguesdk;10;2;2;1;8
joshkreud;4;1;8;1;7
"mt-software-de";3;"-";4;7;11
primes2h;2;"-";10;3;8
sanchonuria;1;1;"-";12;14
"Murtaza-OSI";9;2;1;"-";6
dzungtran89;5;1;"-";8;11
"pilarvargas-tecnativa";5;4;1;4;11
GSLabIt;1;3;2;6;11
StephaneMangin;1;1;1;9;12
TonyMasciI;1;"-";5;6;9
fcvalgar;"-";"-";8;5;8
metaminux;3;3;6;"-";7
remytms;"-";"-";3;10;12
BojanOD;5;3;4;"-";7
Borruso;5;1;2;4;9
PierrickBrun;2;3;"-";6;10
kanda999;3;2;5;2;8
mcojocaru;4;3;1;4;10
mileo;"-";3;2;2;6
moylop260;1;1;10;"-";5
slominchar;5;"-";1;"-";3
InsanivimusOmnes;6;2;1;"-";5
JoelZilli;2;1;5;"-";5
antonag32;4;3;4;"-";7
"ao-landoo";1;3;6;1;7
fkantelberg;1;1;3;5;9
glitchov;6;3;"-";1;6
rven;3;"-";5;1;5
"stefan-tecnativa";5;3;1;2;8
syera94;4;3;"-";4;9
wpichler;"-";"-";7;4;7
Aldeigja;4;1;5;"-";5
"BT-anieto";3;"-";5;2;6
Camille0907;2;2;"-";5;8
MarcoCalcagni;"-";"-";7;3;6
"Reyes4711-S73";4;3;3;"-";7
"dsolanki-initos";"-";1;8;1;5
enriquemartin;3;1;2;2;6
ilyasProgrammer;1;5;1;2;9
jcoux;"-";1;"-";9;10
marylla;"-";"-";9;1;4
omar7r;3;4;"-";3;9
stananatanaela;5;5;"-";"-";7
JordiMForgeFlow;4;1;1;3;7
"Kev-Roche";2;1;2;3;7
ThiagoMForgeFlow;3;3;"-";3;8
eLBati;"-";"-";7;2;5
hitrosol;2;"-";3;1;4
mmequignon;2;"-";3;2;5
sonhd91;4;"-";2;"-";3
yvaucher;"-";"-";8;1;4
Bilbonet;2;"-";1;5;7
LogeshSod;4;"-";"-";"-";2
SilvioC2C;2;2;2;2;7
