User;CPRs;MPRs;Cts;Reviews;CI
pedrobaeza;16;13;264;109;142
rafaelbn;"-";"-";144;62;74
simahawk;16;15;98;72;101
rousseldenis;11;10;108;58;82
etobella;28;35;66;38;86
HaraldPanten;"-";"-";82;48;57
marcelsavegnago;16;11;62;20;43
AaronHForgeFlow;4;1;48;39;49
"francesco-ooops";"-";"-";53;32;39
rvalyi;6;6;53;18;34
sbidoul;10;13;48;9;32
chienandalu;8;10;22;42;60
legalsylvain;5;7;34;34;49
victoralmau;25;22;15;16;47
dreispt;5;2;48;18;29
ivantodorovich;6;5;20;40;52
manuelregidor;26;20;23;1;31
flotho;2;"-";18;48;54
sebalix;6;8;24;30;45
MiquelRForgeFlow;21;16;17;13;38
LoisRForgeFlow;4;3;21;29;39
kittiu;5;3;29;10;21
robyf70;3;2;37;6;16
ilyasProgrammer;15;5;14;4;17
ValentinVinagre;1;1;8;34;39
eLBati;5;3;24;9;19
TheMule71;6;2;19;13;22
olgamarcocb;15;11;"-";14;29
Shide;5;6;12;16;28
Saran440;2;3;11;22;30
JordiBForgeFlow;7;2;17;5;14
HviorForgeFlow;3;1;21;6;13
albariera;6;3;5;17;25
jbaudoux;3;3;5;20;27
yajo;3;2;13;13;20
"alexis-via";6;7;11;2;15
NL66278;2;2;18;5;13
matteoopenf;2;"-";18;9;15
mmequignon;4;3;1;16;22
sebastienbeau;2;4;15;6;15
"oca-clabot";"-";"-";27;"-";5
GuillemCForgeFlow;5;3;13;5;14
StefanRijnhart;1;1;9;15;20
feketemihai;3;3;12;6;14
JasminSForgeFlow;9;10;6;"-";15
angelgarciadelachica;7;7;10;"-";13
gurneyalex;6;3;8;5;13
hparfr;4;3;11;7;15
mbcosta;2;4;19;"-";10
smangukiya;"-";"-";5;20;22
antoniospneto;"-";1;7;15;19
bosd;6;"-";15;2;8
elvise;"-";"-";14;9;13
felipemotter;"-";"-";3;18;20
tafaRU;"-";2;15;5;11
yankinmax;6;1;9;4;10
GSLabIt;4;3;7;7;15
rolandojduartem;1;"-";9;11;15
TeoGoddet;"-";"-";10;10;13
CarlosRoca13;7;3;4;5;13
moylop260;4;5;7;3;13
tbanevicius;3;"-";10;5;10
thomaspaulb;"-";3;12;1;7
JuanyDForgeflow;6;"-";3;9;13
mileo;"-";1;9;6;10
SirTakobi;3;1;5;7;12
adrienpeiffer;4;1;2;7;11
"damdam-s";5;2;5;4;10
hailangvn;4;2;8;3;10
"ivs-cetmix";9;1;2;1;6
renatonlima;2;1;4;10;14
antonag32;3;3;8;2;10
carlosdauden;1;1;8;6;11
lmignon;"-";2;8;4;9
max3903;5;4;2;2;10
nicomacr;3;3;8;2;10
vvrossem;1;1;9;4;9
DarioLodeiros;3;2;8;1;8
Mantux11;2;3;6;4;11
dalonsod;3;1;8;3;9
"sergio-teruel";3;1;6;5;10
alan196;5;1;5;3;8
AshishHirapara;2;2;2;6;11
JuMiSanAr;5;4;2;1;9
SilvioC2C;3;2;5;2;8
fredzamoabg;5;1;6;1;7
guewen;"-";1;6;5;8
hbrunn;4;"-";4;3;7
"i-vyshnevska";"-";2;2;6;9
mariadforgeflow;1;1;1;10;13
"xavier-bouquiaux";3;4;4;"-";8
TDu;1;3;3;3;9
brian10048;"-";"-";6;5;7
cramosh;1;1;7;"-";5
