User;CPRs;MPRs;Cts;Reviews;CI
pedrobaeza;52;50;"1.671";799;897
rousseldenis;70;43;463;256;329
simahawk;72;66;349;236;329
MiquelRForgeFlow;113;119;154;235;377
rafaelbn;5;3;408;130;155
dreispt;35;31;349;83;139
etobella;53;62;196;161;244
AaronHForgeFlow;21;11;205;200;230
LoisRForgeFlow;37;33;212;156;210
sbidoul;70;53;214;72;148
HaraldPanten;"-";"-";271;136;152
chienandalu;69;60;85;192;270
victoralmau;122;108;62;95;222
marcelsavegnago;27;25;174;134;177
sebalix;50;44;107;133;194
legalsylvain;29;16;133;154;187
rvalyi;15;17;202;104;139
"oca-clabot";"-";"-";270;"-";16
ivantodorovich;23;16;86;131;161
"ao-landoo";65;62;112;19;100
gurneyalex;17;12;74;101;126
"alexis-via";39;47;79;16;78
antoniospneto;16;12;73;86;111
tafaRU;8;12;103;67;92
yankinmax;34;18;86;33;66
renatonlima;30;23;56;63;99
kittiu;25;13;95;26;54
flotho;3;2;59;97;108
"ajaniszewska-dev";7;2;23;128;137
yajo;13;12;65;57;81
eLBati;21;10;74;36;59
CarlosRoca13;41;34;28;48;94
carlosdauden;16;11;34;83;104
TheMule71;13;10;78;40;62
JordiBForgeFlow;21;11;60;27;50
"francesco-ooops";"-";"-";85;55;64
Shide;27;22;36;48;81
manuelregidor;46;38;42;7;58
ValentinVinagre;6;7;53;67;84
"sergio-teruel";27;27;33;38;76
JasminSForgeFlow;54;38;21;7;57
ernestotejeda;23;22;31;47;79
StefanRijnhart;4;6;45;60;75
olgamarcocb;45;26;5;38;73
tranngocson1996;44;15;27;26;53
"i-vyshnevska";12;10;18;63;81
AntoniRomera;22;16;53;14;42
albariera;16;11;24;53;73
sebastienbeau;16;7;50;26;44
mariadforgeflow;16;21;22;45;75
BernatPForgeFlow;24;25;18;30;64
mmequignon;15;7;6;70;83
HviorForgeFlow;17;6;43;30;47
sbejaoui;18;17;35;13;40
Saran440;14;10;25;37;56
felipemotter;2;2;15;77;84
TDu;15;14;12;52;73
mbcosta;21;16;47;9;36
ChrisOForgeFlow;36;22;14;16;48
JoanMForgeFlow;17;20;16;37;65
matteoopenf;8;2;41;37;48
NL66278;10;6;39;19;34
jbaudoux;9;10;21;41;59
fredzamoabg;19;14;24;26;49
SimoRubi;7;9;47;19;38
GSLabIt;12;7;33;26;42
lmignon;7;8;36;21;38
hparfr;5;7;27;42;56
"royle-vietnam";12;6;30;31;46
GuillemCForgeFlow;13;12;37;16;38
bosd;13;4;51;11;26
celm1990;7;6;31;34;48
bealdav;8;6;29;23;37
thomaspaulb;5;4;35;18;30
hailangvn;11;11;31;15;35
ilyasProgrammer;28;6;15;9;24
sergiocorato;13;5;21;29;42
"florian-dacosta";11;6;18;18;32
emagdalenaC2i;17;9;25;14;32
leemannd;1;"-";4;58;61
feketemihai;14;10;25;9;28
hbrunn;8;6;15;12;25
grindtildeath;15;10;14;13;31
robyf70;5;3;43;8;20
"damdam-s";13;4;18;18;30
patrickrwilson;8;7;20;24;38
"Murtaza-OSI";6;7;3;39;50
florentx;14;10;6;26;42
ghost;11;5;31;"-";14
"ps-tubtim";15;11;9;13;31
enriquemartin;10;8;15;23;38
max3903;11;12;16;11;30
nilshamerlinck;25;25;2;1;32
cubells;12;7;20;11;26
nicomacr;15;4;22;10;23
"dsolanki-initos";3;2;43;4;14
smangukiya;2;"-";21;30;36
"xAdrianC-Kernet";4;4;18;26;36
"BT-aestebanez";1;1;22;27;34
bizzappdev;25;5;17;3;17
TeoGoddet;4;"-";25;22;29
"Kev-Roche";14;6;17;12;26
Tardo;5;6;9;29;40
alan196;11;8;17;14;29
"petrus-v";8;4;17;15;26
DarioLodeiros;9;4;22;8;20
Mantux11;11;6;11;17;30
omar7r;7;8;23;3;18
