User;CPRs;MPRs;Cts;Reviews;CI
pedrobaeza;21;18;479;223;267
rousseldenis;13;14;248;109;142
"oca-clabot";"-";"-";198;"-";14
victoralmau;54;48;46;42;104
dreispt;7;5;142;30;50
rvalyi;6;6;110;60;79
legalsylvain;36;18;77;48;81
moylop260;72;68;13;12;92
mileo;31;21;75;16;51
nimarosa;10;8;100;26;47
max3903;5;5;78;45;61
"francesco-ooops";"-";"-";97;33;43
MiquelRForgeFlow;11;12;41;62;84
sebalix;17;16;51;40;67
feketemihai;29;30;46;2;44
"alexey-pelykh";9;8;55;33;51
StefanRijnhart;12;12;39;38;60
sbidoul;13;9;55;19;39
marcelsavegnago;13;13;45;25;48
simahawk;17;13;35;23;46
"sergio-teruel";20;10;23;27;46
baimont;20;12;15;28;48
antoniospneto;9;3;39;27;39
TDu;7;5;14;50;61
ivantodorovich;7;12;24;32;52
etobella;2;3;41;31;42
rafaelbn;"-";"-";48;26;33
"alexis-via";17;15;30;8;33
AaronHForgeFlow;5;4;30;28;40
chienandalu;10;9;12;35;51
gurneyalex;11;9;29;16;34
grindtildeath;2;11;23;26;43
lmignon;6;5;27;27;40
CRogos;11;7;35;3;19
NL66278;8;4;24;20;32
marielejeune;17;10;17;11;29
CarlosRoca13;9;10;13;24;41
Saran440;7;5;26;18;31
thomaspaulb;"-";9;24;18;32
ramiadavid;16;4;15;13;25
kittiu;"-";11;26;7;23
LoisRForgeFlow;4;3;13;19;28
carmenbianca;10;3;17;10;20
flachica;12;4;16;7;18
carlosdauden;5;5;9;19;29
jbaudoux;"-";"-";16;20;24
mtelahun;4;"-";25;8;15
TheMule71;"-";1;15;20;25
adrienpeiffer;4;2;17;12;20
AshishHirapara;9;6;5;13;24
robinkeunen;4;1;12;17;23
sbejaoui;3;4;11;16;25
JuanyDForgeflow;"-";5;11;15;23
mmequignon;4;1;13;14;21
"ao-landoo";8;6;16;3;16
"victor-champonnois";7;2;14;8;16
HviorForgeFlow;8;7;9;7;20
SirTakobi;8;4;8;11;21
ghost;15;5;5;"-";11
