User;CPRs;MPRs;Cts;Reviews;CI
pedrobaeza;23;16;467;270;312
victoralmau;65;67;94;65;150
simahawk;22;18;101;57;90
chienandalu;19;16;27;114;140
rousseldenis;18;11;73;41;65
rvalyi;11;7;73;44;63
MiquelRForgeFlow;28;13;44;46;71
dreispt;11;11;91;15;39
marcelsavegnago;12;15;58;23;49
elvise;"-";"-";66;17;25
CarlosRoca13;13;15;16;34;57
SirTakobi;17;12;32;14;36
AaronHForgeFlow;7;2;28;34;44
nimarosa;2;4;56;12;25
"francesco-ooops";"-";"-";50;22;29
"alexis-via";10;8;33;9;26
thomaspaulb;6;1;31;24;33
LoisRForgeFlow;11;11;20;18;37
ivantodorovich;6;8;18;19;34
"ao-landoo";8;5;29;9;22
geomer198;1;"-";"-";50;51
ghost;10;4;30;"-";13
LudLaf;7;6;14;22;34
etobella;3;3;27;14;24
"cesar-tecnativa";2;7;10;28;40
sebalix;7;5;12;22;33
"alexey-pelykh";9;10;14;7;24
yankinmax;6;5;7;24;34
TheMule71;3;1;26;12;20
legalsylvain;1;2;17;21;28
"sergio-teruel";10;7;12;12;26
renatonlima;8;8;11;12;26
sbidoul;3;"-";26;8;15
mtelahun;5;3;18;9;18
hbrunn;3;5;9;14;24
JasminSForgeFlow;3;8;7;12;24
ilyasProgrammer;13;8;8;1;15
kittiu;1;1;21;1;8
JordiBForgeFlow;6;4;14;2;12
eLBati;6;"-";7;14;19
TDu;3;"-";5;21;25
vancouver29;7;"-";14;5;11
hirokibastos;5;2;7;12;19
jbaudoux;"-";"-";1;26;27
"i-vyshnevska";3;"-";5;17;21
leemannd;3;1;11;11;17
mileo;9;2;5;11;18
antoniospneto;2;3;2;18;24
GuillemCForgeFlow;2;4;4;15;22
tafaRU;2;2;10;9;16
flotho;2;1;17;3;10
gurneyalex;3;2;5;12;18
flachica;2;3;15;"-";8
marylla;"-";"-";16;5;9
carlosdauden;2;1;"-";16;18
lmignon;"-";"-";9;10;13
moylop260;2;3;4;11;17
Galoperd;5;"-";7;4;9
JordiMForgeFlow;2;1;6;10;15
mmequignon;2;"-";2;13;16
"ajaniszewska-dev";1;1;2;13;16
atchuthan;6;2;"-";8;12
guewen;2;2;8;5;11
"saeed-raeisi";2;2;13;"-";7
yweng8111;4;3;6;4;11
ChrisOForgeFlow;5;1;4;5;10
feketemihai;11;"-";2;2;7
"ryanc-me";6;"-";6;1;6
sebastienbeau;1;1;8;5;10
"xAdrianC-Kernet";2;2;1;11;15
CRogos;4;1;6;3;8
cubells;3;3;4;5;12
luisg123v;"-";"-";7;8;11
"vib-adhoc";7;4;3;"-";8
vincenzoterzulli;"-";1;7;7;11
dhx;2;1;5;5;10
gdgellatly;3;"-";2;8;11
yostashiro;2;1;7;4;9
"Hardik-OSI";10;"-";"-";"-";3
Shide;1;1;3;7;11
"dsolanki-initos";"-";1;10;2;6
sergiocorato;2;3;7;"-";7
"ivs-cetmix";"-";2;1;8;11
"petrus-v";2;"-";3;7;10
"BT-pcavero";3;"-";5;3;7
Bilbonet;1;3;6;1;7
"Murtaza-OSI";"-";3;6;2;7
YvanDotet;2;2;2;4;9
felipemotter;"-";1;1;9;11
kurogeek;3;"-";7;"-";4
mcojocaru;9;1;"-";"-";4
yajo;1;2;5;3;8
HviorForgeFlow;"-";"-";6;4;6
StefanRijnhart;1;2;4;2;7
acsonefho;2;"-";2;5;8
alan196;1;"-";3;"-";3
andreampiovesana;1;1;3;5;9
cvinh;1;"-";7;1;5
douglascstd;"-";"-";3;7;9
zurawsm3;3;3;4;"-";7
Camille0907;3;2;2;2;7
JuanyDForgeflow;"-";1;2;5;7
SilvioC2C;"-";2;2;5;8
aisopuro;2;1;6;"-";5
astirpe;1;"-";1;6;8
baimont;3;3;"-";3;8
ernestotejeda;2;1;4;2;6
fdegrave;3;3;3;"-";6
frahikLV;2;1;4;1;5
jacekmichalski;"-";"-";6;3;5
AshishHirapara;2;1;2;3;7
AungKoKoLin1997;3;"-";2;2;5
KKamaa;"-";1;5;2;5
StephaneMangin;"-";"-";3;4;6
Vicenteagf;1;1;3;1;5
francescapenso;"-";"-";4;4;6
grindtildeath;3;"-";1;"-";3
"jfernandez-busman";1;1;2;4;7
"marcos-mendez";"-";"-";5;3;5
matteoopenf;"-";2;3;3;7
santostelmo;4;"-";"-";1;3
"CasVissers-360ERP";"-";"-";2;5;6
GSLabIt;"-";1;4;2;5
JaumeBforgeFlow;"-";1;"-";5;6
"Kev-Roche";"-";2;2;2;5
MarcoCalcagni;"-";"-";3;4;6
Saran440;2;"-";2;1;4
aleuffre;5;"-";2;"-";4
bosd;1;"-";5;1;4
chandni299;"-";4;"-";3;7
igallart;"-";"-";2;3;4
"ikapasi-initos";"-";1;5;1;4
nicomacr;"-";"-";4;3;5
tarteo;"-";"-";4;3;5
MiguelPoyatos;1;2;2;1;5
Rad0van;1;"-";4;1;4
"aktiv-heli-kantawala";4;1;"-";"-";3
"augusto-weiss";3;2;1;"-";5
emagdalenaC2i;"-";1;2;2;4
"espo-tony";1;"-";3;1;4
fkantelberg;"-";"-";4;2;4
florenciafrigieri2;"-";"-";3;3;5
hitrosol;2;"-";2;1;4
jcoux;1;2;1;1;5
"jinye-domatix";2;"-";2;"-";3
klodr;1;"-";3;"-";3
"luc-demeyer";2;1;3;"-";4
mariadforgeflow;"-";1;1;3;5
"ps-tubtim";1;3;"-";2;6
sbejaoui;"-";"-";3;2;4
GabbasovDinar;1;2;"-";2;5
JuMiSanAr;1;3;"-";1;5
Mantux11;1;2;1;1;5
MarineGCH;"-";"-";5;"-";2
PierrickBrun;1;1;1;1;4
chrisandrewmann;"-";"-";2;3;4
hailangvn;"-";"-";1;3;4
"hugo-cordoba";1;"-";"-";3;4
jesusVMayor;1;1;1;2;5
manuelcalerosolis;1;"-";1;"-";2
mbcosta;"-";"-";4;1;3
"mt-software-de";2;1;2;"-";4
omar7r;4;"-";1;"-";3
patrickrwilson;"-";1;1;3;5
payen000;2;1;2;"-";4
rafaelbn;"-";"-";3;2;4
stananatanaela;5;"-";"-";"-";2
tbaden;"-";"-";"-";"-";0
yvaucher;"-";"-";2;3;4
"BT-apadron";1;"-";1;1;3
Borruso;2;2;"-";"-";3
JakubWiselka;3;"-";"-";1;3
"Khalid-SerpentCS";"-";"-";"-";"-";0
MTantin;"-";2;2;"-";3
RLeeOSI;"-";2;"-";"-";2
amokaddem;2;"-";"-";"-";1
antonioburic;1;"-";"-";3;4
