User;CPRs;MPRs;Cts;Reviews;CI
pedrobaeza;8;7;518;224;257
simahawk;38;38;143;72;128
rousseldenis;23;7;75;45;65
sbidoul;18;16;81;36;65
AaronHForgeFlow;4;2;65;72;84
MiquelRForgeFlow;21;27;20;77;113
sebalix;26;13;38;57;81
etobella;9;14;46;59;83
legalsylvain;5;6;53;58;74
rvalyi;5;6;74;36;53
"ao-landoo";32;25;47;3;41
marcelsavegnago;5;8;38;52;68
victoralmau;38;29;13;23;62
tranngocson1996;44;7;26;24;43
HaraldPanten;"-";"-";71;29;37
yankinmax;20;8;52;10;30
gurneyalex;2;2;21;69;77
AntoniRomera;19;15;44;8;34
LoisRForgeFlow;1;"-";54;32;40
chienandalu;13;10;12;50;67
dreispt;5;4;42;12;25
"alexis-via";14;18;23;7;34
ernestotejeda;14;11;16;20;39
ivantodorovich;2;2;28;27;36
olgamarcocb;22;10;4;18;35
florentx;12;10;6;25;41
tafaRU;2;3;27;21;31
nilshamerlinck;25;24;2;1;31
"ajaniszewska-dev";"-";"-";9;39;42
antoniospneto;4;2;18;21;29
ValentinVinagre;2;3;20;18;27
"sergio-teruel";8;6;14;14;27
"i-vyshnevska";4;2;7;29;36
jbaudoux;5;7;11;19;32
JordiBForgeFlow;3;2;18;4;12
renatonlima;8;3;9;17;26
JoanMForgeFlow;10;8;6;13;27
BernatPForgeFlow;10;6;7;11;23
hailangvn;7;7;13;7;20
manuelregidor;14;10;10;"-";17
emagdalenaC2i;12;2;9;11;19
celm1990;3;3;16;12;21
StefanRijnhart;"-";3;15;13;20
"xAdrianC-Kernet";3;4;9;17;26
mariadforgeflow;4;6;6;16;26
mmequignon;4;"-";2;26;29
TheMule71;4;2;10;15;22
TDu;6;1;4;18;23
Rad0van;4;"-";18;5;11
carlosdauden;3;1;3;21;25
eLBati;4;2;8;11;18
leemannd;1;"-";2;25;27
SimoRubi;4;3;9;10;18
kittiu;1;4;17;3;12
albariera;2;5;8;11;20
FernandoRomera;"-";"-";10;15;18
GuillemCForgeFlow;3;2;8;11;18
HviorForgeFlow;1;"-";10;13;17
fredzamoabg;6;3;3;12;19
CarlosRoca13;4;4;6;10;18
cubells;3;1;8;8;14
grindtildeath;7;5;4;6;16
"joao-p-marques";2;4;6;12;20
"ps-tubtim";11;3;6;3;12
yvaucher;2;1;"-";20;22
Saran440;7;1;6;3;9
hbrunn;2;2;6;6;12
JasminSForgeFlow;11;6;1;2;12
"luc-demeyer";4;"-";7;7;12
TeoGoddet;3;"-";9;9;14
mbcosta;7;"-";12;2;8
"remi-filament";5;1;8;4;10
sebastienbeau;4;"-";14;3;9
"dsolanki-initos";3;1;12;4;10
enriquemartin;3;4;3;9;16
feketemihai;6;3;8;2;10
gaikaz;"-";"-";9;11;14
iwkse;2;1;16;1;7
primes2h;2;2;7;9;15
felipemotter;1;1;9;8;13
"florian-dacosta";4;2;3;4;10
ghost;4;1;10;"-";6
ChrisOForgeFlow;6;3;2;7;14
alan196;4;5;4;5;14
"francesco-ooops";"-";"-";7;11;14
lmignon;4;2;6;5;11
GSLabIt;3;2;2;7;12
bealdav;"-";"-";9;2;5
"Kev-Roche";4;2;7;2;9
PabloPaezSheridan;3;"-";8;5;10
"damdam-s";4;"-";3;9;13
hildickethan;3;3;7;3;10
"xavier-bouquiaux";5;4;2;5;13
Tardo;"-";"-";"-";15;15
hparfr;1;2;7;5;11
sergiocorato;4;2;3;6;12
JordiMForgeFlow;2;2;1;9;13
MRomeera;"-";"-";"-";14;14
PierrickBrun;3;"-";3;5;8
fernandahf;2;3;5;3;10
NL66278;2;1;2;1;5
"Rajan-SCS";8;1;4;"-";6
SimoneVagile;2;2;1;7;11
aleuffre;2;2;6;1;7
sonhd91;6;5;1;"-";8
OriolVForgeFlow;3;2;5;1;7
hieu1211;5;1;3;3;8
kelvzxu;2;"-";8;"-";4
matteoopenf;"-";"-";7;5;8
nicomacr;5;"-";2;4;8
nimarosa;2;"-";9;"-";4
"royle-vietnam";1;"-";1;9;11
"rp-landoo";"-";"-";2;10;11
santostelmo;"-";1;5;6;9
Mantux11;7;1;1;1;6
njeudy;2;"-";7;1;5
reneeduijzers;6;"-";"-";"-";2
yajo;"-";"-";2;2;3
yweng8111;"-";"-";"-";11;11
andreampiovesana;1;1;4;3;7
monen17;4;1;1;4;8
mymage;2;1;5;2;7
nedaszilinskas;2;3;4;"-";6
omar7r;1;"-";7;"-";4
DiegoParadeda;3;2;4;"-";6
bizzappdev;"-";"-";6;2;4
fcayre;9;"-";"-";"-";3
jcdrubay;"-";"-";5;4;6
"marcos-mendez";"-";"-";4;5;7
vanderleiromera;"-";"-";"-";9;9
Borruso;1;1;"-";6;8
MateuGForgeFlow;1;1;1;5;8
alessandrocamilli;4;"-";"-";2;4
chandni299;2;1;3;2;6
driehuis;2;"-";5;"-";4
eantones;1;"-";3;2;5
fetcheping;6;1;1;"-";4
iannak;5;3;"-";"-";5
jcoux;3;1;1;3;7
"jinye-domatix";3;"-";2;"-";3
max3903;1;1;3;2;6
"petrus-v";1;1;2;3;6
ypapouin;4;"-";3;"-";4
DarioLodeiros;1;1;3;2;6
arfbin;3;2;2;"-";5
brian10048;"-";"-";7;"-";3
guewen;2;"-";4;"-";3
misern2;2;1;3;"-";4
pedroguirao;2;"-";4;"-";3
"volodymyr-dehtiarenko";5;"-";"-";"-";2
Joan10;1;1;4;"-";4
JuMiSanAr;1;1;"-";4;6
TheRaphael0000;2;"-";3;"-";3
acsonefho;1;2;1;1;5
angelmoya;1;"-";2;2;4
antoniocanovas;"-";"-";2;4;5
dhongu;2;2;"-";2;5
elvise;"-";"-";6;"-";2
gdgellatly;1;1;4;"-";4
hitrosol;"-";"-";2;3;4
jjscarafia;"-";1;1;3;5
mileo;"-";"-";"-";"-";0
"mt-software-de";3;"-";2;"-";3
newtratip;5;"-";"-";1;3
"pedroortega-punt";"-";"-";4;2;4
robinkeunen;2;1;1;"-";3
saxomanu;2;"-";1;1;3
susport;"-";"-";"-";"-";0
tarteo;"-";"-";1;5;6
"JayVora-SerpentCS";"-";"-";3;"-";2
"Murtaza-OSI";4;1;"-";"-";3
"alexey-pelykh";"-";"-";2;1;2
bobslee;"-";"-";1;4;5
carmenbianca;1;"-";1;2;4
"dependabot[bot]";3;"-";2;"-";3
dnplkndll;3;"-";2;"-";3
dzungtran89;1;3;1;"-";5
fkantelberg;1;1;1;1;4
francescapenso;"-";"-";4;1;3
"fshah-initos";"-";1;2;1;3
hegenator;1;1;3;"-";4
houssine78;"-";"-";2;3;4
ilyasProgrammer;3;"-";1;"-";3
jacob88;"-";1;4;"-";3
jesusVMayor;1;1;1;1;4
kv1612;2;2;1;"-";4
lasley;"-";"-";"-";"-";0
"ljsalvatierra-factorlibre";1;1;3;"-";4
mlaitinen;"-";"-";4;1;3
"nikul-serpentcs";"-";"-";2;2;3
"pedrocs-exo";2;"-";2;1;4
stevech091;"-";"-";"-";5;5
"tv-openbig";"-";"-";5;"-";2
uolaizola;"-";"-";2;3;4
AlvaroTForgeFlow;1;3;"-";"-";4
"Daniel-CA";1;"-";1;2;4
JonathanStein;1;"-";1;"-";2
KNVx;2;"-";1;1;3
MihranThalhath;1;1;2;"-";3
RodrigoBM;1;1;1;"-";3
SplashS;"-";1;3;"-";3
"Vandan-OSI";4;"-";"-";"-";2
atchuthan;"-";"-";1;3;4
bosd;"-";"-";2;2;3
"chafique-delli";"-";1;"-";"-";1
"ferran-S73";1;1;"-";2;4
florenciafrigieri2;"-";"-";2;2;3
fmdl;"-";"-";2;"-";1
gfcapalbo;1;"-";1;1;3
iaranburu;3;"-";"-";"-";2
mcojocaru;2;2;"-";"-";3
"mourad-ehm";"-";1;"-";2;3
mtelahun;"-";1;2;"-";2
"niboo-ave";2;"-";1;"-";2
pegonzalezspesol;1;"-";"-";3;4
racielperdomo1993;1;"-";3;"-";3
thomaspaulb;"-";"-";1;"-";1
treveradams;"-";"-";"-";"-";0
AlbertCabedo;"-";"-";3;"-";2
AmmarOfficewalaSerpentCS;1;1;1;"-";3
AntonioMariaVigliotti;"-";"-";2;1;2
"BT-aestebanez";"-";"-";"-";3;3
"BT-ojossen";"-";"-";3;"-";2
"CasVissers-360ERP";"-";"-";3;"-";2
"Cedric-Pigeon";"-";"-";"-";"-";0
Dariosi;2;"-";1;"-";2
"Du-ma";"-";1;1;1;3
JoanSForgeFlow;"-";"-";"-";2;2
MarcoCalcagni;"-";1;"-";2;3
"Martronic-SA";"-";"-";"-";"-";0
OpenCode;"-";"-";1;2;3
RaulOForgeFlow;"-";"-";"-";3;3
Shamsidinkhon;2;"-";"-";"-";1
SilvioC2C;1;"-";1;"-";2
amcor;1;"-";1;"-";2
anajuaristi;"-";"-";2;1;2
benwillig;"-";"-";"-";"-";0
"carlos-domatix";"-";"-";"-";"-";0
cvinh;"-";"-";"-";"-";0
dalonsod;"-";1;1;"-";2
flachica;1;"-";1;1;3
flotho;"-";"-";2;"-";1
jguenat;2;"-";"-";1;2
jonerikceberio;"-";"-";3;"-";2
kirca;2;"-";1;"-";2
"len-foss";"-";"-";"-";"-";0
lfreeke;1;"-";"-";2;3
marcelofrare;"-";"-";"-";3;3
miguelpadin;1;1;1;"-";3
mikevhe18;"-";"-";"-";"-";0
murtuzasaleh;1;"-";1;1;3
paradoxxxzero;1;"-";1;1;3
qtheuret;"-";"-";"-";"-";0
quentinDupont;1;"-";1;"-";2
reinka;"-";"-";"-";"-";0
rlizana;"-";"-";"-";3;3
rven;2;"-";"-";"-";1
sbejaoui;"-";"-";"-";"-";0
tarbib;"-";"-";"-";3;3
valentincastravete;"-";"-";1;1;2
vongoethe;"-";"-";2;1;2
willytal;1;1;1;"-";3
wpichler;"-";"-";"-";"-";0
zeroheure;"-";"-";1;"-";1
AsierAcedo;2;"-";"-";"-";1
"BT-cjimeno";1;"-";1;"-";2
Camille0907;2;"-";"-";"-";1
Carlos1Leon;1;"-";"-";"-";1
"Chanakya-OSI";1;"-";"-";"-";1
"Chanakya-SerpentCS";"-";"-";"-";"-";0
Guenzn;1;"-";1;"-";2
"MPoch-PlanetaTIC";"-";"-";"-";"-";0
P4R;1;"-";"-";"-";1
PNurm;1;"-";1;"-";2
PatosMarco;"-";"-";2;"-";1
PieterPaulussen;"-";"-";"-";"-";0
ThomasBinsfeld;"-";"-";"-";"-";0
YvanDotet;"-";"-";1;"-";1
adrienpeiffer;"-";"-";"-";"-";0
agb80;"-";"-";"-";"-";0
aisopuro;"-";1;"-";1;2
alexeirivera87;1;"-";1;"-";2
"andhit-r";"-";"-";"-";"-";0
athifbinu;1;"-";"-";"-";1
bjeficent;"-";"-";"-";"-";0
bjornbillen;"-";1;1;"-";2
braisab;1;1;"-";"-";2
daramousk;"-";"-";"-";"-";0
ecino;"-";"-";"-";1;1
eicher31;"-";"-";"-";2;2
epanisset;"-";"-";2;"-";1
"flook-chaiwat";"-";"-";"-";"-";0
hhgabelgaard;"-";"-";"-";"-";0
igallart;1;1;"-";"-";2
ioans73;"-";"-";"-";"-";0
janikvonrotz;"-";"-";"-";1;1
juanpgarza;2;"-";"-";"-";1
kevinkhao;"-";"-";1;"-";1
llacroix;"-";"-";1;1;2
lubusax;2;"-";"-";"-";1
ludolelarge;"-";"-";"-";"-";0
luisg123v;"-";"-";2;"-";1
maisim;1;"-";1;"-";2
manuelcalerosolis;"-";"-";1;"-";1
"marco-marchiori";"-";"-";"-";2;2
marylla;"-";"-";1;1;2
matiasperalta1;1;1;"-";"-";2
mattiolato98;"-";1;"-";1;2
meigallodixital;"-";"-";1;"-";1
miltonguzmanf;"-";"-";"-";"-";0
nguyenhk99;1;1;"-";"-";2
oihane;1;"-";"-";1;2
percevaq;"-";"-";"-";2;2
qgroulard;1;1;"-";"-";2
raistdev;2;"-";"-";"-";1
sherpya;"-";"-";2;"-";1
skukered;"-";"-";"-";"-";0
smussie;1;1;"-";"-";2
tfossoul;"-";"-";1;1;2
vrenaville;"-";"-";"-";"-";0
watthanun;"-";"-";"-";"-";0
yostashiro;1;"-";"-";1;2
0xA537FD;"-";"-";"-";"-";0
AbdulrhmanGad;"-";"-";"-";"-";0
AdriaGForgeFlow;"-";"-";"-";"-";0
AshishHirapara;1;"-";"-";"-";1
"BT-rmartin";"-";"-";"-";"-";0
BankyKmitl;"-";"-";"-";1;1
"Bart-dh";"-";"-";"-";1;1
BenjaHe;"-";"-";"-";1;1
Bilbonet;"-";"-";1;"-";1
"Chandresh-OSI";1;"-";"-";"-";1
ChristianSantamaria;"-";"-";"-";"-";0
Drsmartinkus;1;"-";"-";"-";1
EBII;"-";"-";"-";"-";0
"FFernandez-PlanetaTIC";"-";"-";"-";"-";0
FaTaToo;"-";"-";"-";"-";0
"Florian-Ch";"-";"-";"-";"-";0
"Freni-OSI";1;"-";"-";"-";1
GillesTephaneMeyomesse;"-";"-";"-";"-";0
Ismaw34;1;"-";"-";"-";1
JVegaB;"-";"-";1;"-";1
