User,CPRs,MPRs,Cts,Reviews,CI
pedrobaeza,29,29,401,363,417
rvalyi,47,22,118,51,91
BhaveshHeliconia,2,43,74,113,166
simahawk,23,25,112,80,120
carlos-lopez-tecnativa,43,46,13,121,177
ivantodorovich,19,15,58,111,138
LoisRForgeFlow,9,9,113,68,91
victoralmau,40,37,27,88,137
MiquelRForgeFlow,14,16,47,97,124
etobella,11,9,74,78,99
pilarvargas-tecnativa,36,32,44,60,105
jbaudoux,7,5,49,98,113
kobros-tech,20,3,82,6,23
marcelsavegnago,10,11,48,44,65
CarlosRoca13,22,20,20,54,83
rafaelbn,-,-,80,28,37
AungKoKoLin1997,32,10,22,29,49
StefanRijnhart,5,7,30,46,61
yostashiro,-,-,15,62,66
antoniospneto,7,3,25,36,47
rousseldenis,7,3,33,22,33
CristianoMafraJunior,12,11,15,28,46
AaronHForgeFlow,5,6,28,25,39
EmilioPascual,1,1,11,50,55
lmignon,2,3,33,23,33
Saran440,13,15,23,6,29
ArnauCForgeFlow,17,18,14,10,36
sebalix,12,11,8,27,44
peluko00,5,13,26,12,32
sbidoul,4,4,31,18,30
grindtildeath,12,7,9,22,35
edescalona,7,2,20,20,29
legalsylvain,5,1,19,25,33
alexis-via,10,8,25,1,17
Christian-RB,8,4,21,12,23
TDu,6,5,5,29,39
Andrii9090,7,7,18,12,26
SirPyTech,10,5,16,13,25
hbrunn,5,4,13,16,26
chienandalu,6,3,2,29,36
francesco-ooops,-,-,33,6,12
JordiMForgeFlow,5,2,12,18,26
imlopes,10,6,7,14,26
mt-software-de,4,8,10,15,28
bosd,6,3,22,4,14
TheMule71,4,2,27,1,10
ValentinVinagre,5,4,10,16,25
kaynnan,4,5,9,15,25
ByteMeAsap,-,4,12,16,23
Gelojr,-,-,4,29,31
HviorForgeFlow,2,2,23,5,13
bizzappdev,21,6,1,1,13
remi-filament,6,7,12,7,20
sbejaoui,11,1,1,16,21
vvrossem,6,1,1,24,28
yvaucher,1,-,15,14,19
dreispt,-,2,11,11,16
len-foss,3,1,13,8,14
xaviedoanhduy,5,-,13,7,13
PolComas,5,1,10,7,13
carlosdauden,3,3,5,15,22
florian-dacosta,7,1,9,8,15
mmequignon,7,6,4,9,20
yajo,2,3,7,13,20
JordiBForgeFlow,7,2,9,3,11
gurneyalex,4,3,7,10,18
Chionne27,11,4,5,2,12
raumschmiede-joshuaL,4,-,6,13,17
DavidJForgeFlow,1,1,4,16,20
SilvioC2C,6,7,3,4,15
metaminux,2,1,8,11,16
sergiocorato,9,2,3,3,10
amh-mw,2,-,11,7,12
luisDIXMIT,1,1,3,16,20
qgroulard,4,2,4,9,15
LauraCForgeFlow,3,5,4,6,15
Shide,-,2,10,6,11
alan196,2,1,5,1,6
eugenios73,2,4,14,-,9
flotho,1,-,9,10,14
hparfr,-,1,5,14,17
ivs-cetmix,-,-,14,6,10
petrus-v,5,-,7,7,12
tarteo,1,-,2,16,18
twalter-c2c,1,1,2,15,18
CRogos,2,4,10,2,11
sergiobstoj,3,4,6,3,11
trisdoan,4,2,8,1,8
u0f,4,3,3,6,13
MohamedOsman7,4,2,6,2,8
NICO-SOLUTIONS,3,3,10,1,9
Xino61122,2,1,5,9,14
adasatorres,2,1,7,6,11
jguenat,2,1,1,13,16
kanda999,-,-,-,17,17
renatonlima,-,2,4,11,15
rrebollo,-,-,5,10,12
yankinmax,3,1,4,5,10
Anushapadinharepurakkal,3,2,6,2,8
Pani-k-folk,5,5,1,4,12
mymage,-,-,10,6,9
WesleyOliveira98,1,-,-,14,15
aleuffre,-,-,4,11,13
antoniodavid,4,1,4,6,11
corredato,3,2,9,-,7
dhongu,3,4,8,-,9
nobuQuartile,3,-,4,8,12
acsonefho,1,-,9,2,6
leemannd,1,1,2,9,12
sabrinaRMartin,3,2,5,3,9
zamberjo,2,1,4,6,10
Borruso,2,-,1,6,8
DantePereyra,1,1,4,7,11
cparadis-impressfoods,2,1,3,6,10
dferest,2,1,3,5,9
henrybackman,-,1,-,10,11
juancarlosonate-tecnativa,1,2,2,8,12
nicolas-delbovier-acsone,6,3,1,3,9
ppyczko,-,5,4,4,11
tafaRU,3,3,5,2,9
Alexgars73,1,1,7,2,7
Anxo82,2,1,5,4,9
cvinh,1,-,5,6,9
eLBati,1,1,5,1,5
giarve,3,1,5,3,8
mariancuadranetkia,1,1,7,3,8
sergio-teruel,4,-,-,8,10
tobiaszehntner,1,3,3,5,11
Abranes,2,1,5,2,7
PauMAVA,3,4,3,1,8
ThiagoMForgeFlow,4,4,2,1,8
florentx,3,4,1,1,8
lef-adhoc,3,1,6,1,6
mbcosta,1,1,2,7,10
monen17,-,-,9,1,4
primes2h,1,2,7,-,6
AndrzejGerasimukARCHIMEDES,2,-,7,-,4
anajuaristi,-,-,7,3,6
dalonsod,-,-,3,4,6
glitchov,7,1,-,2,6
huguesdk,-,-,6,3,5
lorenzoallegrucci,1,-,3,2,5
quentinDupont,2,-,7,-,4
quirino95,3,2,1,4,9
stananatanaela,5,4,-,-,6
thomaspaulb,-,2,4,4,8
BernatObrador,-,5,2,2,8
Ricardoalso,-,-,3,4,6
astirpe,3,5,-,1,8
brian10048,1,1,4,2,6
fabian-digital,4,1,1,2,6
fcvalgar,-,-,-,9,9
kwoychesko,4,-,3,-,4
mathben,7,-,-,-,3
micheledic,-,-,5,4,6
rjaraspearhead,-,-,4,5,7
rlimaeco,2,-,1,5,7
samirGuesmi,4,-,5,-,4
DorianMAG,2,-,3,2,5
andreampiovesana,-,-,1,6,7
dannyadair,-,-,8,-,3
extrememicro,2,-,4,1,4
fredericgrall,1,1,5,-,4
FernandoRomera,3,2,2,-,5
GuillemCForgeFlow,1,-,3,1,4
HaraldPanten,-,-,2,5,6
JoanSForgeFlow,1,1,1,4,7
PieterPaulussen,1,-,2,-,2
alfredoavanzosc,3,1,1,-,4
bo-eska,2,1,4,-,4
em230418,-,1,-,5,6
jdidderen,2,-,1,1,3
matteonext,1,-,3,2,5
santostelmo,-,1,-,2,3
vehi-invitu,-,-,-,-,0
vincent-hatakeyama,-,1,2,2,4
AmalBenAissa,2,-,2,1,4
AndreuOForgeFlow,-,1,1,3,5
MarinaAForgeFlow,1,1,-,3,5
NL66278,1,-,3,1,4
Ricardo-MC,2,-,3,-,3
TB-Ph35,1,1,1,1,4
