User,CPRs,MPRs,Cts,Reviews,CI
pedrobaeza,21,19,362,271,314
victoralmau,61,67,28,87,167
etobella,31,23,98,86,124
rvalyi,38,44,116,62,123
marcelsavegnago,15,9,56,98,118
rousseldenis,16,6,137,95,117
LoisRForgeFlow,6,6,56,76,92
pilarvargas-tecnativa,13,15,9,54,76
BhaveshHeliconia,6,16,45,47,72
lmignon,10,10,52,49,69
AaronHForgeFlow,13,13,31,42,64
CristianoMafraJunior,19,16,12,38,62
ivantodorovich,10,8,24,43,59
jbaudoux,12,8,30,41,58
StefanRijnhart,8,2,35,45,56
legalsylvain,12,12,57,32,55
antoniospneto,13,11,38,33,54
kaynnan,2,1,4,49,53
JoanSForgeFlow,29,26,6,16,50
sergio-teruel,11,14,21,24,46
NL66278,4,3,41,34,45
HviorForgeFlow,2,2,47,31,41
Shide,-,1,18,36,41
yajo,1,1,6,36,40
sbidoul,9,6,40,24,39
renatonlima,8,6,24,25,39
yostashiro,2,1,15,33,39
yvaucher,2,1,61,27,37
eduezerouali-tecnativa,30,16,6,13,37
MiquelRForgeFlow,3,2,14,30,37
luisDIXMIT,12,3,3,29,37
edescalona,6,9,38,18,36
hbrunn,8,4,27,24,36
sbejaoui,5,14,16,16,36
sebalix,3,4,12,27,36
FrancoMaxime,1,2,-,33,36
TDu,11,4,7,25,35
bizzappdev,55,13,12,10,34
simahawk,8,3,22,22,33
kobros-tech,14,6,62,13,31
JordiMForgeFlow,1,4,16,22,31
vvrossem,15,7,7,13,27
qgroulard,4,2,10,20,27
amh-mw,7,2,4,20,27
arielbarreiros96,11,7,19,11,26
grindtildeath,13,10,7,10,26
EmilioPascual,5,5,10,16,26
AungKoKoLin1997,14,8,14,10,25
rafaelbn,-,-,28,20,25
david-banon-tecnativa,5,6,3,15,25
Andrii9090,6,5,17,12,24
aleuffre,1,-,12,19,23
ValentinVinagre,1,-,11,18,22
SirPyTech,4,5,4,13,22
LauraCForgeFlow,5,8,1,10,21
AnizR,1,1,1,18,21
micheledic,4,4,26,9,20
dreispt,1,-,19,15,20
eLBati,3,2,18,12,20
DavidJForgeFlow,7,6,5,9,20
chienandalu,2,3,3,14,20
Gelojr,-,-,3,18,20
lmarion-source,2,1,1,17,20
alexis-via,9,10,22,1,19
vib-adhoc,7,7,7,7,19
mt-software-de,1,-,7,15,19
CarlosRoca13,6,4,7,9,18
gurneyalex,1,-,10,14,18
quirino95,3,-,-,16,18
carlosdauden,1,-,3,15,18
ByteMeAsap,4,2,25,8,17
rrebollo,5,2,19,8,17
mmequignon,6,1,5,11,17
gbrito,-,-,-,17,17
sebastienbeau,7,7,25,1,16
baimont,1,3,9,9,16
hildickethan,2,-,7,12,16
carlos-lopez-tecnativa,3,4,2,9,16
Saran440,6,5,10,4,15
dhongu,9,9,11,-,15
HaraldPanten,-,-,17,11,15
cvinh,-,-,8,12,15
petrus-v,3,1,5,9,14
lef-adhoc,4,2,4,8,14
mbcosta,3,3,5,7,14
acsonefho,-,3,2,10,14
florentx,3,2,2,9,14
aritzolea,-,1,2,12,14
hparfr,-,-,2,13,14
mileo,3,1,-,11,14
huguesdk,5,4,14,3,13
tarteo,1,2,12,7,13
sergiocorato,6,1,3,8,13
ArnauCForgeFlow,6,8,6,-,13
sabrinaRMartin,6,4,4,5,13
ThomasBinsfeld,4,3,6,6,13
marielejeune,3,-,6,9,13
WesleyOliveira98,3,2,-,9,13
henrybackman,-,-,-,13,13
matteoopenf,1,-,25,6,12
Borruso,5,1,5,7,12
tobiaszehntner,2,1,3,8,12
juancarlosonate-tecnativa,3,2,1,7,12
monen17,7,2,10,3,11
bosd,2,2,8,5,11
florian-dacosta,3,4,6,3,11
jdoutreloux,1,-,3,8,11
remytms,3,2,14,3,10
andreampiovesana,-,-,11,7,10
raumschmiede-joshuaL,2,2,12,3,10
bealdav,6,3,3,3,10
moylop260,4,4,6,2,10
samirGuesmi,1,5,6,2,10
giarve,6,2,2,4,10
mav-adhoc,1,-,3,7,10
dalonsod,-,1,2,8,10
twalter-c2c,1,-,-,9,10
eugenios73,3,2,6,3,9
Chionne27,4,4,2,2,9
TheerayutEncoder,4,-,4,5,9
dferest,4,1,4,4,9
Xino61122,1,1,6,5,9
nobuQuartile,3,4,3,2,9
ThiagoMForgeFlow,3,3,1,3,9
glitchov,4,6,-,1,9
ntsirintanis,4,4,-,3,9
FernandoRomera,3,3,1,3,9
Kev-Roche,1,3,-,5,9
copilot-pull-request-reviewer[bot],-,-,-,9,9
francesco-ooops,-,-,21,3,8
Tisho99,4,1,8,2,8
tafaRU,1,-,10,4,8
len-foss,5,2,4,2,8
innovara,2,3,7,1,8
peluko00,1,4,5,1,8
CRogos,2,2,5,2,8
u0f,3,3,3,2,8
paradoxxxzero,1,-,1,6,8
vincent-hatakeyama,2,1,8,2,7
chrisandrewmann,2,1,11,1,7
david-s73,2,1,11,1,7
thomaspaulb,1,-,11,3,7
yoadria,-,1,9,3,7
mihien,6,-,3,3,7
odooNextev,1,-,7,3,7
P4R,6,5,-,-,7
Anxo82,2,2,5,1,7
BT-pgaiser,1,-,5,4,7
fcayre,3,2,3,2,7
ferran-S73,1,1,4,3,7
jguenat,4,1,1,3,7
kluna1998,3,3,1,1,7
