User,CPRs,MPRs,Cts,Reviews,CI
pedrobaeza,29,33,438,392,451
BhaveshHeliconia,55,32,113,59,109
rvalyi,29,18,123,45,79
etobella,19,23,64,73,108
rousseldenis,13,6,75,72,90
jbaudoux,10,6,55,96,113
victoralmau,32,38,32,54,103
kobros-tech,17,7,85,28,48
marcelsavegnago,9,1,26,93,102
MiquelRForgeFlow,25,20,32,49,80
bosd,13,3,58,44,58
peluko00,18,17,35,38,65
sebalix,15,5,31,58,72
simahawk,12,10,65,21,43
pilarvargas-tecnativa,23,26,14,43,78
carlos-lopez-tecnativa,16,22,14,48,78
juancarlosonate-tecnativa,19,18,33,29,57
eLBati,2,6,55,31,46
CarlosRoca13,16,15,21,40,64
francesco-ooops,-,-,78,13,22
legalsylvain,8,3,27,46,57
alexis-via,16,16,38,9,35
JordiMForgeFlow,13,12,21,28,48
CRogos,11,4,30,26,39
Christian-RB,4,4,24,41,52
LoisRForgeFlow,2,3,30,37,47
antoniospneto,1,-,28,36,42
lbarry-apsl,11,10,26,17,35
mpascuall,6,5,9,42,52
AaronHForgeFlow,5,2,21,32,41
BernatObrador,10,8,15,28,43
chienandalu,7,15,7,30,50
StefanRijnhart,5,3,24,27,37
sbidoul,-,2,32,24,32
david-banon-tecnativa,13,12,11,21,40
rrebollo,10,2,22,20,30
Tisho99,16,4,18,12,24
dhongu,18,16,18,-,24
ivantodorovich,1,1,14,37,43
lmignon,6,8,23,15,30
Chionne27,14,9,10,17,33
sbejaoui,6,3,22,17,27
renatonlima,8,5,11,22,33
yostashiro,-,-,5,43,45
Saran440,12,5,17,7,20
dreispt,3,4,22,11,21
ppyczko,-,1,6,32,35
luisDIXMIT,10,7,4,18,30
HviorForgeFlow,1,1,21,15,22
LauraCForgeFlow,13,7,1,16,28
monen17,1,1,9,27,32
herminioelx,11,6,15,1,14
petrus-v,7,1,7,20,26
sergio-teruel,2,2,7,25,31
bizzappdev,9,3,11,6,15
odooNextev,2,7,12,14,26
AungKoKoLin1997,10,3,12,9,19
CristianoMafraJunior,7,6,5,16,27
wlin-kencove,1,-,19,13,18
JasminSForgeFlow,1,9,13,9,23
SirPyTech,4,1,6,22,27
marielejeune,6,-,6,19,24
matteonext,3,-,9,19,24
AnizR,2,-,14,14,19
ThiagoMForgeFlow,7,10,4,9,24
