User,CI,CPRs,MPRs,Cts,Reviews
CRogos,200,51,34,197,145
renatonlima,198,54,40,71,142
edescalona,195,70,23,226,149
ppyczko,195,44,39,71,141
NL66278,192,26,9,143,166
BernatObrador,188,59,52,79,119
HaraldPanten,185,(null),(null),204,171
LauraCForgeFlow,184,101,79,32,89
rafaelbn,182,1,(null),305,164
hparfr,182,19,15,51,155
ivs-cetmix,181,11,9,235,153
DavidJForgeFlow,181,45,38,65,128
Tisho99,178,79,64,119,94
petrus-v,174,47,23,82,135
eLBati,166,33,23,205,123
florian-dacosta,164,54,45,108,101
xaviedoanhduy,160,75,43,95,99
twalter-c2c,159,8,6,14,146
Reyes4711-S73,156,8,3,113,140
ThiagoMForgeFlow,147,63,60,49,72
henrybackman,147,21,13,14,126
kanda999,144,4,6,8,133
christian-ramos-tecnativa,143,33,19,66,110
Christian-RB,139,25,19,100,105
lbarry-apsl,138,35,26,100,96
grindtildeath,137,57,45,71,76
manuelregidor,135,21,20,77,102
david-banon-tecnativa,130,46,40,35,77
eduezerouali-tecnativa,127,65,38,50,74
marielejeune,127,23,17,54,98
dhongu,124,102,96,143,6
ArnauCForgeFlow,122,73,65,51,41
leemannd,121,11,6,67,103
gurneyalex,119,13,11,77,96
JasminSForgeFlow,117,52,45,53,58
remi-filament,116,50,40,70,61
Chionne27,111,84,49,33,47
santostelmo,111,37,19,48,79
JoanSForgeFlow,111,49,45,27,54
WesleyOliveira98,111,22,16,13,87
francesco-ooops,110,(null),(null),399,90
cvinh,110,24,4,85,92
SilvioC2C,110,34,24,34,74
yvaucher,109,7,1,180,92
ByteMeAsap,109,46,27,90,66
Andrii9090,109,36,28,62,67
micheledic,107,27,14,123,77
AlexPForgeFlow,106,25,17,57,76
Gelojr,105,(null),(null),7,102
adasatorres,103,47,26,66,62
nobuQuartile,102,17,16,22,77
moylop260,101,75,67,55,18
mbcosta,101,52,41,70,44
JordiBForgeFlow,100,42,26,170,54
AnizR,100,21,18,37,71
Borruso,99,55,32,55,52
acsonefho,99,10,9,55,79
AndreuOForgeFlow,94,26,18,16,67
sergiocorato,92,44,16,50,62
bealdav,91,27,15,39,65
rjaraspearhead,91,19,10,43,70
flotho,90,12,6,84,71
FrancoMaxime,89,4,2,2,84
max3903,88,16,7,109,67
TheMule71,88,21,16,101,57
odooNextev,88,25,17,66,58
matteonext,88,24,10,59,65
tarteo,87,24,13,65,61
amh-mw,87,20,8,45,68
dalonsod,86,16,12,70,62
kluna1998,86,24,21,18,56
anusriNPS,85,29,20,28,54
huguesdk,84,33,25,105,43
thomaspaulb,84,16,12,98,58
monen17,84,15,10,84,61
lef-adhoc,83,55,32,69,35
celm1990,82,8,8,20,67
quirino95,81,40,17,14,54
tafaRU,80,23,17,99,48
sebastienbeau,80,18,15,80,52
Ricardoalso,80,27,13,15,58
MaurizioPellegrinet,79,(null),(null),4,77
mileo,77,11,3,26,66
qgroulard,77,21,11,26,56
giarve,75,43,21,36,41
cyrilmanuel,75,14,3,18,64
primes2h,73,17,14,72,46
andreampiovesana,73,6,1,38,63
Jaimermaccione,72,(null),(null),8,69
Anxo82,71,31,25,62,33
DantePereyra,70,20,10,23,51
StephaneMangin,70,5,3,25,60
fcvalgar,70,(null),(null),6,68
quentinDupont,69,13,16,69,41
florentx,69,35,33,18,26
eugenios73,68,28,22,82,32
arielbarreiros96,68,24,15,62,40
Mohajiro,68,26,14,14,45
GSLabIt,68,10,8,10,54
GuillemCForgeFlow,67,5,2,15,59
astirpe,65,29,26,28,28
MohamedOsman7,65,15,11,21,46
aritzolea,64,13,5,21,51
almumu,62,19,11,37,41
copilot-pull-request-reviewer[bot],61,(null),(null),(null),61
imlopes,59,24,16,19,34
wlin-kencove,57,3,(null),52,48
trisdoan,56,24,22,54,22
tishmen,55,38,3,90,36
Alexgars73,55,27,15,62,27
antoniodavid,55,33,7,44,36
Kimkhoi3010,55,40,24,19,20
len-foss,54,25,8,33,35
rov-adhoc,54,8,9,29,37
Pani-k-folk,54,22,12,4,35
arantxa-s73,53,35,22,43,19
vincent-hatakeyama,53,26,22,40,20
rlimaeco,53,29,22,14,22
TheerayutEncoder,53,14,7,19,38
hoangtrann,53,5,(null),18,47
matteoopenf,52,8,3,108,36
chaule97,52,34,16,31,25
brian10048,52,22,17,45,24
FernandoRomera,52,24,22,32,19
jguenat,52,17,10,20,33
CLaurelB,52,7,8,12,38
ced-adhoc,51,4,3,38,40
hildickethan,51,10,7,15,37
feketemihai,50,36,34,80,1
alexandregaldeano,50,8,6,4,39
metaminux,49,18,7,52,31
DarioLodeiros,49,29,22,34,16
mymage,49,11,6,33,34
RicardCForgeFlow,49,25,23,8,18
GabbasovDinar,49,10,11,4,33
PicchiSeba,48,23,15,26,23
remytms,48,12,3,37,35
Kev-Roche,48,23,9,4,32
ntsirintanis,48,18,6,14,34
Marco-ooops,48,(null),(null),(null),48
TumbaoJu,47,27,25,23,12
MarinaAForgeFlow,47,18,14,14,25
dnplkndll,46,22,8,59,26
glitchov,46,35,24,3,14
mav-adhoc,44,11,8,40,26
baguenth,44,18,14,36,20
luisg123v,44,1,1,19,38
NICO-SOLUTIONS,43,23,12,91,17
CasVissers-360ERP,43,(null),(null),10,40
u0f,42,25,14,23,18
pablo-cort-s73,42,21,11,15,23
ferran-S73,42,6,3,20,32
alexey-pelykh,41,5,3,31,30
felipemotter,41,14,9,16,24
zamberjo,41,7,6,17,28
gbrito,41,5,1,7,35
thienvh332,40,23,13,11,19
BetoRaja,39,23,13,16,17
MeritxellAForgeFlow,39,8,6,7,28
ajaniszewska-dev,39,1,2,(null),36
coleste,39,(null),(null),3,37
david-s73,38,18,15,58,11
SylweKra,38,18,15,6,16
baimont,37,20,7,16,22
raumschmiede-joshuaL,37,10,6,21,23
natuan9,36,20,18,24,9
bguillot,36,5,5,30,23
AEstLo,36,4,4,26,25
Aldeigja,36,2,1,4,32
Xino61122,35,14,9,19,18
javierizaca,35,(null),(null),7,32
sergiobstoj,34,23,11,29,13
patrickt-oforce,34,13,4,24,21
anajuaristi,34,(null),(null),26,29
geomer198,34,12,6,14,21
ioans73,34,1,1,20,28
miguel-S73,34,1,2,9,28
Dranyel-Bosd,34,(null),(null),1,33
chrisandrewmann,33,6,6,60,17
tobiaszehntner,33,15,8,18,17
paradoxxxzero,33,16,10,6,17
sbiosca-s73,33,4,2,12,26
JessBrandl,33,3,3,1,27
AlvaroRM11,32,12,2,9,24
kevinkhao,31,26,9,23,12
sabrinaRMartin,31,24,14,18,8
gdgellatly,31,11,6,29,16
em230418,31,15,4,24,18
clementmbr,31,6,2,15,23
Abranes,31,15,6,7,18
jcoux,31,9,7,7,18
cubells,30,18,5,18,17
Honeyxilia,30,12,7,6,17
LucasTran380381,30,6,15,5,10
PaulGoubert,30,(null),(null),(null),30
nimarosa,29,3,1,54,19
jelenapoblet,29,1,1,48,20
jdidderen,29,21,8,21,12
matiasperalta1,29,15,3,23,17
guewen,29,(null),(null),19,25
alan196,28,24,5,25,13
wouitmil,28,21,4,7,17
mourad-ehm,28,11,8,16,13
theangryangel,28,6,4,14,18
DorianMAG,28,4,4,8,19
luis-ron,28,(null),(null),3,26
vehi-invitu,27,12,1,16,19
samirGuesmi,27,18,8,19,10
ypapouin,27,18,6,14,13
sergioM-S73,27,16,11,11,9
emiliesoutiras,27,6,(null),9,22
mike-cetmix,27,6,5,11,16
VBNext,27,1,(null),10,23
ArantxaSudon,27,(null),(null),2,26
LorenzoC0,26,23,10,8,8
DiegoParadeda,26,17,10,19,8
ljsalvatierra-factorlibre,26,9,3,20,16
innovara,26,9,7,30,11
stananatanaela,26,24,21,(null),(null)
danielduqma,26,8,13,15,6
victorvermot,26,9,4,4,17
lmarion-source,26,5,2,3,20
DucTruongKomit,25,13,3,19,14
ivilata,25,1,1,27,18
jesusVMayor,25,21,9,4,9
Camille0907,25,5,2,3,19
Ricardo-MC,24,15,6,11,11
mihien,24,17,3,13,13
jcadhoc,24,13,5,2,14
MateuGForgeFlow,24,10,4,3,15
Anushapadinharepurakkal,23,42,12,9,2
PieterPaulussen,23,10,1,45,12
rven,23,16,5,43,7
luc-demeyer,23,10,6,12,10
miquelalzanillas,23,6,2,24,14
IsabelAForgeFlow,23,17,11,10,5
carlossainznetkia,23,11,1,11,15
vib-adhoc,23,8,7,7,11
nayatec,23,3,5,8,13
houssine78,23,1,(null),2,21
syci,22,18,3,31,9
cuongnmtm,22,5,2,27,13
nicolas-delbovier-acsone,22,25,7,7,7
damdam-s,21,13,2,6,13
apami0111,21,13,9,12,5
acpMicrocom,21,(null),21,(null),(null)
hailangvn,21,7,3,9,12
ThomasBinsfeld,21,5,4,6,12
SirAionTech,20,2,6,8,10
ellbristow,20,12,3,18,9
fredericgrall,20,14,9,16,3
augusto-weiss,20,10,5,11,9
jans23,20,13,2,12,11
kittiu,20,(null),(null),14,16
maisim,20,11,2,10,12
Daemo00,20,7,1,8,14
oihane,20,7,5,8,10
fcayre,20,6,3,8,12
enriquemartin,20,8,4,1,12
phschmidt,20,(null),(null),(null),20
diggy128,19,9,4,42,6
norlinhenrik,19,18,5,24,5
TB-Ph35,19,17,6,4,7
victor-champonnois,19,6,5,10,8
BT-dmoreno,19,(null),1,15,14
dferest,19,7,2,8,12
gfcapalbo,19,6,(null),6,14
ChristianSantamaria,19,6,4,7,10
joepsanders,19,1,3,7,12
loida-vm,19,(null),(null),7,16
PolComas,18,31,2,14,7
CILC98,18,14,1,22,9
adrip-s73,18,14,5,12,6
polchampion,18,(null),(null),24,13
cav-adhoc,18,4,2,9,11
anmarmo1,18,(null),(null),13,14
douglascstd,18,(null),(null),10,15
Quan-nhm,18,1,2,7,12
TadeuszKarpinski,18,(null),1,(null),17
sara-castello,18,(null),(null),(null),18
bjouini-acsone,17,13,2,7,9
benwillig,17,8,3,6,9
rodmad85,17,5,1,13,10
Bilbonet,17,3,1,14,11
xavier-bouquiaux,17,6,6,5,6
yanchirino,17,4,3,9,9
lfreeke,17,5,1,4,12
ap-wtioit,17,4,1,3,12
absal-smile,16,30,4,19,2
acysos,16,5,1,30,7
javierjcf,16,13,7,20,1
Vicent-S73,16,18,7,13,1
SodexisTeam,16,4,6,7,5
ChristophAbenthungCibex,16,13,5,6,5
michelerusti,16,8,3,11,7
nicolascol,16,(null),(null),13,12
Wvven,16,5,1,4,11
nicomacr,16,6,1,4,11
desdelinux,16,1,(null),8,12
eantones,16,2,2,3,11
baf-adhoc,16,(null),(null),3,14
marcelofrare,16,(null),(null),(null),16
ecino,15,4,(null),20,9
hitrosol,15,5,1,19,7
Tardo,15,5,4,13,5
lorenzoallegrucci,15,4,1,10,9
Tatider,15,7,1,12,8
polqubiq,15,6,6,13,3
mariusnick,15,12,12,(null),(null)
pierre-halleux,15,8,5,3,5
rpsjr,15,3,1,8,9
MiguelPoyatos,15,4,1,3,10
angelgarciadelachica,15,4,4,4,7
herminioelx,14,11,6,15,1
barkat-matthias,14,10,(null),1,10
mcojocaru,14,16,10,(null),(null)
unaiberis,14,4,6,7,3
antonioburic,14,6,4,4,6
IvanHRN,14,3,2,14,7
kafai-lam,14,11,4,3,5
ramiadavid,14,4,7,9,2
agent-z28,14,2,1,13,8
weinni2000,14,7,(null),5,9
BT-dlagin,14,1,7,12,3
BT-pgaiser,14,2,2,11,7
anothingguy,14,3,1,5,9
ps-tubtim,14,(null),(null),(null),14
AntoniRomera,14,1,1,3,10
newtratip,14,1,(null),(null),13
AinohaBH,14,(null),(null),3,12
jaenbox,14,1,1,2,11
luc-adhoc,14,(null),(null),2,13
corredato,13,13,2,22,3
P-H-Phuc,13,28,(null),2,6
fkantelberg,13,6,3,7,5
yoadria,13,6,4,12,3
MaxyMoos,13,10,6,8,1
jarmokortetjarvi,13,7,4,8,4
arnaudlayec,13,7,(null),5,8
Murtaza-OSI,13,3,(null),1,10
PauMAVA,13,7,7,5,1
SimaElisabeta,13,10,10,(null),(null)
hieulucky111,13,6,(null),4,9
youring,13,1,1,9,8
atchuthan,13,(null),(null),6,11
lav-adhoc,13,2,(null),5,9
chrisb-c01,13,3,3,2,7
SamyBrahimi,13,(null),(null),1,12
dannyadair,12,7,3,28,1
Hudson5577,12,18,5,(null),3
baptiste-n42,12,8,4,7,3
apik-mgu,12,5,1,11,5
cparadis-impressfoods,12,6,1,6,6
dalonsofl,12,4,3,5,5
yp-oerp,12,2,2,13,5
mmircoli-nexapp,12,(null),(null),13,8
RyanTranAVB,12,7,1,4,6
jado95,12,3,2,6,6
ng-ife,12,2,1,7,7
nilshamerlinck,12,1,1,10,7
jorge-luis-dev,12,4,1,3,7
Hugo-Trentesaux,12,3,1,3,8
OSevangelist,12,2,(null),5,8
Vang-NguyenPhu,12,4,3,3,5
nico-foodles,12,4,2,(null),8
kanisorn-kate,12,2,(null),1,10
PaoloYam,12,2,(null),(null),11
gdemarco2esseti,12,(null),(null),(null),12
jorgeglez1990,12,(null),(null),(null),12
vdewulf,11,1,1,42,3
pcastelovigo,11,14,2,20,1
TelmoSuarez,11,8,5,7,1
ka-dm,11,3,1,14,5
yibudak,11,5,2,8,4
flaenen,11,7,1,8,5
dora-jurcevic,11,4,1,6,6
alvaroGC-S73,11,7,4,4,2
denaux,11,2,1,10,5
ajfebres,11,3,(null),3,8
miikanissi,11,5,3,2,4
oadiazp,11,3,1,4,6
cgarcia-solvos,11,4,2,3,5
jesanmor,11,4,(null),2,8
royle-vietnam,11,4,4,2,4
hugosantosred,11,3,3,2,5
jdoutreloux,11,1,(null),3,8
tendil,11,4,1,(null),8
Jesarregui,11,(null),(null),2,10
SandraNetkia,11,(null),(null),(null),11
stenext,11,(null),(null),1,10
mathieudelva,10,29,3,3,(null)
FranzPoize,10,16,4,6,(null)
feg-adhoc,10,8,1,7,4
Raul-S73,10,6,1,5,4
extrememicro,10,4,3,12,2
hussain,10,6,1,6,4
BT-anieto,10,3,1,8,4
maq-adhoc,10,6,1,4,5
jordi-josc,10,2,(null),8,6
mariancuadranetkia,10,2,2,11,3
mcodes-o,10,2,1,8,5
ryanc-me,10,2,3,8,3
RabbitJon-S73,10,4,2,5,4
deeniiz,10,6,6,4,(null)
mjavint,10,2,(null),4,7
sanderlienaerts,10,(null),2,5,6
Stephanvandenberg,10,1,(null),5,7
amkarthik,10,2,(null),5,6
are-agilebg,10,2,2,3,5
tgaona-sbg,10,1,1,6,6
mondot,10,2,1,5,5
rlizana,10,2,1,1,7
Kiplangatdan,10,4,1,1,6
GarethGloSystems,10,2,2,2,5
lauradiaz22,10,(null),(null),2,9
rolandojduartem,10,(null),(null),1,9
parvezqureshi,9,13,(null),16,1
isturiz,9,8,(null),15,2
JordiToledo,9,11,5,1,(null)
ChanGuaZzz,9,8,3,5,1
nguyenminhchien,9,8,1,3,3
dhx,9,4,2,9,2
Arubaru86,9,3,1,8,3
IJOL,9,1,2,8,3
matthieusaison,9,6,3,2,2
AdrianaSaiz,9,7,(null),1,5
Bearnard21,9,1,1,10,4
MarcoCalcagni,9,(null),(null),10,6
Neitherkx,9,1,1,1,6
julienCozo,9,3,1,3,5
renda-dev,9,(null),4,2,4
MarwanBHL,9,6,2,2,3
cem-adhoc,9,4,5,4,(null)
vuwnevska,9,3,(null),(null),7
kou510n,9,(null),(null),8,6
lperez-solvos,9,6,4,1,2
P4R,9,6,6,1,(null)
SiscoIngeos,9,4,2,1,4
antonag32,9,2,2,6,3
ebauza,9,2,1,5,4
gaikaz,9,(null),(null),5,7
halbtonjazz,9,4,2,1,4
houzefa-abba,9,2,2,4,4
odoowired,9,2,(null),2,6
mostafabarmshory,9,(null),(null),4,7
sersanchus,9,1,2,2,5
AurelijaNorvaisaite,9,(null),(null),3,7
Larsq1,9,1,2,2,5
mrcast,9,(null),(null),2,8
njeudy,9,(null),(null),2,8
thomashaunschmid86,9,(null),(null),2,8
BT-tkarpinski,9,(null),1,(null),8
Ryoko04,9,(null),(null),1,8
ltabis,9,1,(null),(null),8
tv-openbig,8,(null),(null),48,1
mathben,8,11,(null),19,(null)
Vandan-Pandeji-SerpentCS,8,10,(null),16,1
huynh-ch,8,11,1,3,2
mb-ife,8,11,2,4,1
ljmnoonan,8,4,2,16,(null)
hhgabelgaard,8,9,3,2,1
SMaciasOSI,8,4,2,5,2
ayushin,8,1,(null),15,3
nikul-serpentcs,8,3,1,13,2
AtaponDew,8,5,(null),4,4
TennyMkt,8,3,1,10,2
thibaultrey,8,6,1,2,3
ALopez-Adhoc,8,(null),2,8,3
fernandahf,8,2,2,9,2
jqbeltran2,8,2,2,9,2
JhonRomero26,8,2,1,8,3
dependabot[bot],8,6,4,2,(null)
ljimenezsidoo,8,3,2,6,2
quoc-pn,8,2,1,6,3
angelmoya,8,2,(null),2,5
map-240221,8,3,2,4,2
tupaq,8,3,2,4,2
xAdrianCif,8,1,1,5,4
IriaAlonso,8,4,3,3,1
dzungtran89,8,2,1,5,3
sebduch73,8,(null),(null),5,6
robyf70,8,1,1,(null),6
salvorapi,8,1,2,3,3
Murtaza-SerpentCS,8,(null),(null),2,7
kongrattapong,8,2,(null),1,6
BlazejewskaA,8,(null),(null),(null),8
Sayaka-qrtl,8,(null),(null),1,7
gva-acsone,8,(null),(null),(null),8
Debora7,7,15,3,(null),(null)
Nikul-OSI,7,6,(null),8,2
Wodran14,7,11,2,3,(null)
Rad0van,7,1,(null),13,2
np-oerp,7,3,1,15,(null)
zeroheure,7,10,1,3,1
ROBBYHOOD9,7,10,3,(null),1
AJamal13,7,2,(null),12,2
joelkm,7,4,1,5,2
nikolaszimmermann,7,1,1,11,2
BurkhalterY,7,2,2,8,1
Sanazzzmi,7,4,(null),5,3
gaelTorrecillas,7,4,(null),1,4
kimirondon,7,3,1,6,2
maciej-wichowski,7,4,2,5,1
BT-dherreros,7,2,(null),5,3
BitStab,7,3,(null),3,4
andrel-exo,7,7,3,(null),1
manuelcalerosolis,7,1,(null),4,4
matteotrubini,7,4,2,2,2
BT-rmartin,7,(null),(null),5,5
FLAlvaroGomez,7,2,(null),3,4
MaPaLo76,7,3,3,5,(null)
fd-oncodna,7,3,3,5,(null)
ikus060,7,1,(null),6,4
rvanin-nehos,7,4,3,3,(null)
ygol,7,2,(null),5,3
yotsubasuzu,7,3,(null),5,3
epieters,7,(null),(null),5,5
edlopen,7,2,2,(null),4
BT-crodriguez,7,(null),1,3,4
Highcooley,7,(null),(null),3,5
OKT96,7,1,(null),2,5
JulienMartinez,7,1,(null),1,5
SAnnabelle,7,(null),(null),1,6
Segui-S73,7,(null),(null),(null),7
bofiltd,7,(null),(null),(null),7
kiferrara,7,(null),(null),(null),7
sheragar,7,(null),(null),(null),7
macagua,6,10,(null),5,1
BertVGroenendael,6,3,4,(null),(null)
fsmw,6,18,1,1,(null)
rdualsam,6,10,2,1,(null)
toita86,6,3,1,(null),3
kwoychesko,6,5,(null),11,(null)
zurbaran,6,8,2,2,(null)
achulii,6,1,5,(null),(null)
Qlasta,6,8,(null),4,1
jjscarafia,6,(null),(null),12,3
mkoeck,6,8,(null),6,1
umaniar-plus,6,5,(null),6,1
CiroBoxHub,6,(null),(null),12,3
SuShanVoong,6,5,1,4,1
geraldo29,6,4,1,8,(null)
ivancandelas,6,2,1,10,(null)
mmrondon,6,2,3,3,(null)
Vandan-OSI,6,3,2,4,(null)
moval-agroingenieria,6,5,1,5,1
9184Lucky,6,3,2,6,(null)
danypr92,6,3,1,6,1
matt454357,6,1,1,6,2
mde-scopea,6,2,2,7,(null)
OdyX,6,2,(null),6,2
flachica,6,1,1,5,2
jeromeguerriat-msf,6,1,2,3,1
lembregtse,6,5,2,4,(null)
yledoare,6,2,(null),4,3
Du-ma,6,1,1,6,2
RodrigoBM,6,(null),(null),5,4
emmanuel-ferdman,6,2,1,4,2
mktsrl,6,2,(null),3,3
sergijPf,6,3,(null),3,3
xtanuiha,6,4,1,3,1
fabian-digital,6,4,1,1,2
flalexg,6,1,1,3,2
jbernausVunkers,6,4,1,(null),3
El-khamisi,6,1,(null),3,3
Killance,6,3,(null),1,3
Pablocce,6,(null),(null),(null),6
cormaza,6,3,3,1,(null)
SoniaViciana,6,(null),(null),2,5
ferdymercury,6,1,(null),(null),5
isaako34,6,1,1,2,3
jusle,6,2,1,2,2
paulius-sladkevicius,6,(null),(null),2,5
santiagordz,6,2,3,2,(null)
Siraparn,6,(null),(null),(null),6
danall59,6,(null),(null),(null),6
fmdl,6,1,(null),1,4
javierobcn,6,(null),(null),(null),6
mtbochaca,6,(null),(null),(null),6
veryberry,6,(null),(null),(null),6
nicolasramossomit,5,12,(null),1,1
netlify[bot],5,(null),(null),24,(null)
Deriman-Alonso,5,(null),5,(null),(null)
crrodrigueztrujillo,5,12,(null),(null),2
youelEl,5,8,(null),3,(null)
alfredoavanzosc,5,8,1,1,(null)
hnavarro-kernet,5,1,(null),16,(null)
MS-OSI,5,6,(null),3,1
lk-eska,5,(null),(null),15,1
AndrzejGerasimukARCHIMEDES,5,2,(null),12,(null)
richard-willdooit,5,2,(null),11,(null)
ChrisOForgeFlow,5,(null),5,(null),(null)
Luca-Policastro,5,7,(null),(null),2
stephansainleger,5,(null),1,11,1
wluyima,5,4,(null),8,(null)
Gerloav,5,4,(null),1,2
kamladodiyaserpentcs,5,3,(null),7,1
anasassi119,5,2,1,6,(null)
Koudja,5,5,(null),2,1
drkpkg,5,2,(null),5,1
llabusch93,5,3,1,3,1
marioolofo,5,1,(null),6,2
pfranck,5,(null),3,2,1
adrian-dks,5,5,3,(null),(null)
bodedra,5,(null),(null),6,3
mosab-moasherat,5,(null),(null),7,2
BT-etejeda,5,2,2,4,(null)
DealTechSrl,5,2,(null),5,1
TomTietze,5,1,2,5,(null)
TomVermeerenDynapps,5,2,1,4,1
VoicuStefan2001,5,4,3,(null),(null)
bo-eska,5,3,1,4,(null)
dutrieuc,5,1,2,5,(null)
oerp-odoo,5,4,1,1,1
BT-fgarbely,5,1,1,4,1
Jord38,5,2,(null),3,2
arpol-dev,5,1,1,2,2
hitesh-erpharbor,5,2,(null),(null),4
leblanc-simon,5,2,1,1,2
marcos-mendez,5,1,(null),4,2
mathiasfrancke,5,2,(null),1,3
navarrorico,5,1,(null),3,2
wpichler,5,2,1,2,1
Abimael1321,5,(null),(null),3,3
BT-jmichaud,5,2,2,2,(null)
Flavia0320,5,3,3,(null),(null)
GiuTav,5,1,(null),3,2
JulioFabio,5,3,1,(null),2
Loregs2,5,1,2,2,1
SonCrits,5,(null),5,(null),(null)
dessanhemrayev,5,(null),5,(null),(null)
lbarnis4b,5,2,2,2,(null)
madecsmile,5,1,(null),1,3
mamcode,5,(null),(null),2,4
omar7r,5,2,1,1,2
patrickrwilson,5,(null),2,1,2
pniederlag,5,3,2,(null),1
puck,5,1,(null),2,3
vedant-agravat,5,(null),(null),3,3
yterrettaz,5,(null),(null),2,4
BT-mlopez,5,(null),(null),1,4
Batista10-G,5,(null),(null),(null),5
JavierVazquezQubiQ,5,(null),(null),1,4
Jortolsa-S73,5,(null),(null),(null),5
MRomeera,5,(null),(null),(null),5
Nantikan23,5,(null),(null),(null),5
O-Mutt,5,1,(null),(null),4
SerM11,5,(null),(null),(null),5
ajay-odoogap,5,(null),1,1,3
benstannard,5,(null),(null),1,4
crsilveira,5,(null),(null),1,4
espo-tony,5,(null),(null),(null),5
gjotten,5,(null),(null),1,4
josep-tecnativa,5,(null),(null),(null),5
luistorresm,5,(null),(null),1,4
matheus-calixto-hub,5,1,(null),(null),4
ofonseca-pyming,5,1,(null),1,3
rlemeur,5,(null),(null),(null),5
Tiago370,4,10,1,(null),(null)
kopeyev,4,9,1,(null),(null)
timloic,4,7,(null),3,(null)
carmenbianca,4,(null),4,(null),(null)
Hardik-OSI,4,4,(null),1,1
therbin200,4,6,(null),3,(null)
aisopuro,4,(null),1,7,(null)
miguelpadin,4,5,2,(null),(null)
iTecan,4,3,1,2,(null)
jaydeep32,4,6,1,1,(null)
Berezi,4,4,2,(null),(null)
ChuwenSun,4,4,(null),(null),2
ghost,4,(null),2,5,(null)
holasoftware,4,2,(null),7,(null)
john-herholz-dt,4,(null),(null),7,1
milleniumkid,4,3,(null),3,1
psugne,4,3,1,1,(null)
AmalBenAissa,4,2,(null),3,1
JoanRibotAE,4,3,1,2,(null)
LuciaMarchalFactorLibre,4,2,(null),4,1
PlantBasedStudio,4,3,1,2,(null)
anthonissen-a,4,4,(null),4,(null)
gabe-grinspan,4,1,(null),6,1
jmartinacu,4,3,(null),1,1
mgomezleon,4,2,2,(null),1
yaracchi,4,5,2,(null),(null)
yboujraf,4,(null),(null),6,2
FrankC013,4,1,(null),1,2
JrAdhoc,4,3,1,(null),1
PaulaMForgeFlow,4,4,1,1,(null)
Robrechtc,4,1,1,4,(null)
dc-oerp,4,(null),1,4,1
jdebetaz,4,2,1,3,(null)
jhemono,4,3,1,2,(null)
Babbato,4,2,1,3,(null)
Maarten-Van-Briel,4,2,1,2,(null)
Miguel-Granda1121,4,3,1,1,(null)
aarosales-spearhead,4,2,1,1,1
adelghaedi,4,2,1,(null),2
arthru,4,2,1,2,(null)
banica-dev,4,3,2,(null),(null)
cesarportas,4,4,1,1,(null)
enricostano,4,1,1,4,(null)
florenciafrigieri2,4,(null),(null),3,2
phfl0327,4,2,1,2,(null)
rebeca-martin,4,3,1,1,(null)
smaddlsoft,4,(null),(null),4,2
ACheung-FactorLibre,4,1,1,(null),2
BT-mgomez,4,(null),(null),3,2
Dirbaio,4,2,2,1,(null)
HectorMerazChavez,4,2,1,(null),2
LaetitiaElabore,4,(null),(null),1,3
PCatinean,4,(null),(null),2,3
ProcessControl-JLR,4,2,2,1,(null)
SupportSNDC,4,3,2,(null),(null)
andyjquijada,4,1,1,2,1
blackne0n,4,3,2,(null),(null)
ddejong-therp,4,1,1,2,1
erlinberg,4,1,(null),3,1
goreki,4,1,(null),1,2
