User,CPRs,MPRs,Cts,Reviews,CI
pedrobaeza,158,154,1.695,1.324,1.532
rousseldenis,39,20,534,354,403
BhaveshHeliconia,447,101,211,122,259
victoralmau,216,205,190,263,496
MiquelRForgeFlow,102,96,310,288,412
rvalyi,72,57,369,199,284
carlos-lopez-tecnativa,115,112,118,327,461
etobella,89,82,221,237,343
StefanRijnhart,44,26,247,306,354
jbaudoux,49,39,165,335,394
kobros-tech,70,23,305,129,178
LoisRForgeFlow,21,19,217,196,234
sebalix,48,30,169,190,240
simahawk,45,42,230,117,181
AaronHForgeFlow,30,23,144,187,227
legalsylvain,40,19,186,130,169
sbidoul,51,33,174,105,158
marcelsavegnago,13,5,53,266,282
pilarvargas-tecnativa,65,70,53,144,229
bosd,39,10,156,114,143
CarlosRoca13,55,49,74,143,208
alexis-via,78,69,136,28,117
dreispt,35,15,149,107,140
ivantodorovich,12,11,81,208,231
juancarlosonate-tecnativa,59,49,88,113,179
chienandalu,54,43,30,146,202
lmignon,28,24,122,82,122
Saran440,49,34,112,43,95
peluko00,42,30,80,93,138
JordiMForgeFlow,29,33,75,111,158
francesco-ooops,-,-,194,51,65
sergio-teruel,15,17,50,143,171
hbrunn,46,29,60,84,128
antoniospneto,8,3,84,115,130
CRogos,21,9,89,72,95
florian-dacosta,27,28,69,68,110
Christian-RB,17,12,69,88,112
dhongu,56,52,75,2,70
eLBati,11,13,95,55,81
xaviedoanhduy,33,26,51,62,101
HaraldPanten,-,-,105,72,82
luisDIXMIT,25,24,26,96,130
BernatObrador,27,20,49,75,107
Tisho99,37,26,52,52,91
AungKoKoLin1997,37,26,48,41,80
ppyczko,29,16,39,73,101
ThiagoMForgeFlow,44,42,24,44,98
yostashiro,-,-,31,123,129
EmilioPascual,32,24,40,49,85
mpascuall,9,7,26,105,120
yankinmax,26,15,24,72,97
carlosdauden,17,16,32,77,103
manuelregidor,17,13,40,70,93
AlexPForgeFlow,15,13,47,62,86
JordiBForgeFlow,10,10,91,26,49
mbcosta,38,29,40,18,59
JasminSForgeFlow,24,29,36,37,77
HviorForgeFlow,9,4,64,47,62
lbarry-apsl,21,14,46,41,66
bizzappdev,21,17,30,28,55
rafaelbn,-,-,68,52,60
rrebollo,27,8,42,41,61
ValentinVinagre,6,5,40,65,79
sbejaoui,23,7,40,37,55
aleuffre,15,16,27,55,80
max3903,10,5,68,27,43
mt-software-de,7,8,31,65,81
DavidJForgeFlow,20,13,18,50,72
vvrossem,15,5,16,65,78
Shide,27,23,26,31,64
sergiocorato,14,8,28,41,58
Borruso,26,15,26,25,50
yajo,17,16,29,42,68
TheMule71,11,5,44,38,53
petrus-v,15,5,20,55,68
rjaraspearhead,15,6,24,51,66
dnplkndll,21,6,47,24,41
mmequignon,17,12,12,56,76
hparfr,6,5,25,63,75
kluna1998,20,16,15,48,72
santostelmo,15,10,20,52,70
LauraCForgeFlow,38,20,8,29,58
matteoopenf,4,2,68,22,34
cvinh,5,2,33,53,63
primes2h,8,8,44,37,54
odooNextev,18,8,40,27,46
TDu,6,8,13,57,71
tafaRU,15,10,42,24,44
Chionne27,33,14,15,26,50
renatonlima,10,5,21,50,63
wlin-kencove,1,-,43,42,50
ArnauCForgeFlow,30,14,24,14,38
CristianoMafraJunior,20,15,13,33,56
acsonefho,8,4,34,34,47
brian10048,16,14,34,18,42
chaule97,20,11,23,19,39
trisdoan,13,16,26,15,40
ivs-cetmix,9,3,36,25,37
feketemihai,18,18,33,-,28
StephaneMangin,3,1,22,42,49
AnizR,8,3,26,25,36
moylop260,13,9,30,11,29
Ricardoalso,16,8,2,36,49
nobuQuartile,10,8,11,35,49
ced-adhoc,-,1,34,28,35
quentinDupont,7,10,26,18,36
Kimkhoi3010,17,20,13,9,37
leemannd,5,2,10,44,51
CLaurelB,6,7,12,36,49
NL66278,6,2,23,27,36
PicchiSeba,17,6,18,16,30
natuan9,17,13,21,8,30
absal-smile,29,2,19,1,13
adasatorres,14,7,16,15,30
david-banon-tecnativa,13,12,11,21,40
astirpe,13,11,17,13,32
matteonext,8,1,14,32,40
marielejeune,9,1,16,27,35
celm1990,4,4,7,39,48
flotho,2,2,26,19,28
micheledic,9,3,25,15,26
thienvh332,15,10,4,13,29
alan196,20,2,16,12,22
antoniodavid,14,3,25,8,20
huguesdk,9,5,30,6,19
kaynnan,10,9,6,24,39
sergiobstoj,15,4,19,7,19
thomaspaulb,6,5,25,9,21
TumbaoJu,24,24,3,-,31
aritzolea,7,3,14,26,35
twalter-c2c,5,2,3,40,46
remi-filament,6,8,19,15,30
GSLabIt,6,6,7,30,41
PieterPaulussen,6,1,32,8,17
dalonsod,6,4,24,14,25
kanda999,1,2,2,43,47
AlvaroRM11,11,2,9,23,31
SilvioC2C,3,3,4,35,42
imlopes,13,5,10,11,23
WesleyOliveira98,11,9,6,17,32
henrybackman,5,2,3,34,40
mileo,3,1,14,22,28
sebastienbeau,5,2,20,14,23
SirAionTech,2,4,8,10,18
MaurizioPellegrinet,-,-,1,42,43
SylweKra,11,10,6,16,32
baguenth,10,6,15,10,23
rlimaeco,15,12,10,4,23
giarve,10,4,13,13,24
grindtildeath,6,4,13,16,26
patrickt-oforce,6,4,16,12,22
bealdav,3,2,17,16,24
edescalona,11,-,23,5,13
DarioLodeiros,12,10,11,5,22
gurneyalex,1,1,15,20,26
bguillot,4,2,20,11,19
monen17,1,1,9,28,33
norlinhenrik,8,3,19,2,12
rov-adhoc,2,3,14,19,27
ajaniszewska-dev,1,-,-,36,37
kevinkhao,17,1,8,5,13
herminioelx,11,6,15,1,14
lef-adhoc,2,19,12,4,28
GabbasovDinar,6,7,1,22,32
TheerayutEncoder,3,4,6,22,30
gdgellatly,7,1,16,12,20
MeritxellAForgeFlow,6,5,4,19,28
arantxa-s73,16,4,9,-,11
clementmbr,4,2,12,14,21
LorenzoC0,13,3,5,6,15
LucasTran380381,6,10,5,10,25
SirPyTech,4,1,6,22,27
acpMicrocom,-,21,-,-,21
IsabelAForgeFlow,15,8,6,3,17
MarinaAForgeFlow,7,6,9,9,21
MohamedOsman7,5,4,6,16,25
anusriNPS,9,2,10,8,16
jdidderen,13,4,11,4,15
luisg123v,1,1,6,24,28
mav-adhoc,1,4,15,10,19
nimarosa,-,-,25,7,12
tarteo,10,5,10,3,14
Kev-Roche,7,1,2,16,21
fcvalgar,-,-,2,29,30
