User,CPRs,MPRs,Cts,Reviews,CI
pedrobaeza,37,33,490,328,389
StefanRijnhart,26,8,112,163,187
rousseldenis,13,5,174,106,128
victoralmau,77,64,70,67,148
BhaveshHeliconia,176,19,40,35,74
MiquelRForgeFlow,24,19,86,83,116
carlos-lopez-tecnativa,39,33,43,93,139
jbaudoux,20,19,30,96,125
etobella,26,22,52,59,93
rvalyi,5,5,80,52,68
simahawk,19,17,66,42,71
sbidoul,38,16,52,24,53
AaronHForgeFlow,10,5,46,65,80
legalsylvain,13,5,69,37,54
LoisRForgeFlow,9,8,48,44,62
kobros-tech,22,4,63,11,28
CarlosRoca13,16,18,20,47,73
sergio-teruel,3,3,20,64,73
pilarvargas-tecnativa,19,17,14,35,60
alexis-via,25,13,36,8,32
ivantodorovich,9,5,9,55,66
Tisho99,17,11,23,25,45
lmignon,8,4,34,24,37
marcelsavegnago,-,-,9,63,66
mbcosta,21,14,21,12,35
florian-dacosta,5,5,28,31,44
juancarlosonate-tecnativa,18,14,15,20,42
dreispt,13,3,28,20,32
hbrunn,8,7,21,25,39
Saran440,6,12,30,8,28
luisDIXMIT,10,7,11,29,42
xaviedoanhduy,12,11,17,14,33
manuelregidor,8,5,13,32,43
HaraldPanten,-,-,31,22,28
chienandalu,11,11,6,23,40
francesco-ooops,-,-,37,15,21
CRogos,4,3,21,21,31
bosd,8,-,25,14,22
antoniospneto,2,1,19,23,30
rafaelbn,-,-,23,23,28
vvrossem,4,3,7,31,39
JordiMForgeFlow,3,8,14,18,31
sebalix,6,6,15,14,26
yankinmax,4,1,9,26,32
yostashiro,-,-,11,33,36
Shide,12,11,12,8,26
carlosdauden,7,5,12,18,29
AungKoKoLin1997,7,11,13,7,24
EmilioPascual,8,6,10,14,26
aleuffre,8,6,8,16,28
Christian-RB,6,3,11,17,26
ppyczko,9,2,17,8,17
wlin-kencove,-,-,19,17,21
JordiBForgeFlow,2,3,23,6,15
StephaneMangin,1,-,10,24,28
bizzappdev,7,4,6,14,23
ValentinVinagre,-,-,9,25,28
peluko00,1,4,8,17,25
santostelmo,5,4,11,13,23
DavidJForgeFlow,4,-,4,24,28
dalonsod,5,4,16,8,18
yajo,7,7,11,7,20
absal-smile,17,-,13,-,8
Borruso,7,3,6,9,17
Ricardoalso,9,3,1,16,23
kluna1998,5,3,3,19,26
AlexPForgeFlow,1,-,9,19,23
ArnauCForgeFlow,17,1,5,4,11
rjaraspearhead,5,-,6,15,20
brian10048,3,7,12,5,17
mt-software-de,-,3,17,6,13
dnplkndll,5,2,12,6,14
ivs-cetmix,2,-,11,12,17
matteoopenf,2,2,17,3,11
rrebollo,3,3,11,7,15
TDu,1,2,2,14,18
eLBati,-,-,8,15,18
hparfr,3,1,9,10,16
kanda999,1,2,2,18,22
micheledic,1,1,14,7,13
mmequignon,4,-,6,11,15
BernatObrador,4,1,8,8,14
JasminSForgeFlow,7,4,8,3,12
mpascuall,2,1,6,13,18
lbarry-apsl,2,3,5,11,18
sbejaoui,8,-,2,7,11
CristianoMafraJunior,7,4,2,6,14
sergiobstoj,5,2,10,2,9
PieterPaulussen,1,-,15,2,7
celm1990,-,-,2,17,18
imlopes,5,1,4,7,12
GuillemCForgeFlow,1,-,4,12,15
LucasTran380381,5,5,1,7,15
SilvioC2C,1,-,2,15,17
SylweKra,3,4,3,8,15
remi-filament,4,3,7,4,12
DiegoParadeda,3,1,5,5,10
ThiagoMForgeFlow,5,5,2,5,14
arantxa-s73,7,2,5,-,7
dhongu,4,3,9,1,9
sergiocorato,4,-,-,10,12
FrancoMaxime,-,-,-,16,16
PicchiSeba,3,-,6,6,10
aritzolea,1,1,4,10,14
ced-adhoc,-,-,9,7,10
clementmbr,-,1,3,11,14
grindtildeath,2,2,8,4,10
henrybackman,2,-,-,14,15
kittiu,-,-,1,10,11
mike-cetmix,-,-,5,11,13
nobuQuartile,3,1,3,9,13
renatonlima,-,-,5,11,13
GSLabIt,2,2,2,9,14
HviorForgeFlow,3,1,7,3,8
Kimkhoi3010,4,5,4,2,11
MarinaAForgeFlow,3,4,6,2,10
TheMule71,1,-,8,6,10
adasatorres,1,2,4,8,13
Chionne27,5,2,1,6,11
LauraCForgeFlow,5,4,2,2,10
fcvalgar,-,-,-,14,14
gurneyalex,-,-,5,7,9
kevinkhao,5,1,3,2,7
mileo,1,-,3,8,11
vdewulf,-,1,13,-,5
chaule97,2,-,5,4,8
edescalona,4,-,7,-,5
glitchov,7,1,2,3,8
marielejeune,3,1,3,5,9
rlimaeco,5,3,5,-,7
youring,-,-,5,8,10
Bilbonet,2,1,3,6,10
TheerayutEncoder,1,3,3,5,11
acpMicrocom,-,7,-,-,7
anusriNPS,3,-,3,4,7
bguillot,2,1,6,3,8
hnavarro-kernet,-,-,12,-,3
jguenat,2,1,5,4,9
natuan9,2,4,6,-,8
patrickt-oforce,1,-,5,6,9
trisdoan,-,1,6,3,6
AnizR,2,1,5,3,8
JoanSForgeFlow,2,2,1,5,9
joepsanders,1,-,2,8,10
mav-adhoc,-,2,5,2,6
norlinhenrik,3,-,4,-,4
petrus-v,1,-,-,5,6
primes2h,2,1,4,4,8
youelEl,7,-,3,-,4
Jaimermaccione,-,-,2,8,9
Ricardo-MC,6,1,1,2,6
coleste,-,-,-,10,10
david-s73,1,1,7,-,5
ellbristow,2,1,4,-,4
flotho,-,-,8,1,4
ioans73,1,-,6,3,6
jans23,2,-,3,4,7
lef-adhoc,1,3,4,2,8
len-foss,2,-,1,7,9
GabbasovDinar,3,2,1,3,8
IsabelAForgeFlow,8,-,-,1,4
JessBrandl,-,-,1,8,9
NL66278,2,-,2,5,8
alan196,6,-,1,2,5
alexey-pelykh,1,1,3,4,8
cyrilmanuel,-,-,-,9,9
em230418,4,-,4,-,4
huguesdk,2,-,7,-,4
miikanissi,5,2,-,2,6
MohamedOsman7,1,-,1,6,8
Neitherkx,-,-,-,2,2
almumu,1,-,2,5,7
antoniodavid,5,-,2,1,5
astirpe,2,2,2,2,7
cvinh,-,-,2,6,7
danielduqma,2,2,3,1,6
dannyadair,2,2,4,-,5
gdgellatly,2,-,6,-,4
geomer198,-,1,2,5,7
hoangtrann,-,-,-,6,6
kaynnan,2,3,1,2,7
leemannd,-,-,-,8,8
paradoxxxzero,4,-,2,-,3
pcastelovigo,3,-,3,-,3
thomaspaulb,-,1,5,2,5
Berezi,4,2,-,-,4
BertVGroenendael,2,1,-,-,2
CasVissers-360ERP,-,-,-,7,7
CiroBoxHub,-,-,5,2,4
DarioLodeiros,1,1,1,4,7
TelmoSuarez,-,3,2,1,5
Wvven,1,-,2,4,6
acsonefho,1,-,-,5,6
ajaniszewska-dev,1,-,-,5,6
baguenth,2,-,2,3,6
bealdav,-,-,3,3,5
fredericgrall,2,1,4,-,4
gbrito,2,1,1,3,6
max3903,1,1,3,2,6
newtratip,-,-,-,7,7
nimarosa,-,-,5,2,4
quentinDupont,2,-,2,3,6
rov-adhoc,-,1,4,2,5
yibudak,2,1,1,-,3
BurkhalterY,2,1,3,-,4
ByteMeAsap,1,-,1,1,3
Kev-Roche,2,-,-,3,4
Pani-k-folk,3,1,1,-,4
PaoloYam,1,-,-,4,5
UtsavSerpentCS,6,-,-,-,2
WesleyOliveira98,1,1,-,3,5
alfredoavanzosc,3,-,-,-,2
amh-mw,-,-,4,2,4
anajuaristi,-,-,2,4,5
andreampiovesana,-,-,1,5,6
felipemotter,2,1,-,3,5
giarve,2,-,3,1,4
hugosantosred,1,-,1,4,6
luis-ron,-,-,-,6,6
matteotrubini,4,1,-,1,4
michelerusti,2,1,2,1,5
moylop260,1,-,5,-,3
pfranck,-,2,1,1,4
polchampion,-,-,3,3,5
sara-castello,-,-,-,6,6
tafaRU,1,1,2,2,5
thienvh332,2,1,1,1,4
twalter-c2c,-,-,-,6,6
wouitmil,2,2,1,1,5
BT-dmoreno,-,-,4,1,3
Quan-nhm,-,1,3,-,3
Tardo,1,1,2,1,4
anmarmo1,-,-,1,4,5
barkat-matthias,2,-,-,3,4
dora-jurcevic,1,-,3,1,4
fkantelberg,1,1,1,2,5
flalexg,1,1,3,-,4
houssine78,-,-,-,5,5
lal-solute,1,1,3,-,4
ljsalvatierra-factorlibre,1,-,3,1,4
miguel-S73,-,1,1,3,5
mourad-ehm,1,1,1,1,4
odooNextev,3,-,1,1,4
pierre-halleux,1,1,1,2,5
polqubiq,2,2,1,-,4
ramiadavid,1,2,1,-,4
ryanc-me,1,2,2,-,4
sebastienbeau,1,1,1,2,5
sergioM-S73,5,-,-,-,2
unaiberis,1,-,3,-,3
vehi-invitu,3,-,2,-,3
widadelbekkouri-odoo,5,-,-,-,2
Daemo00,-,-,-,4,4
DorianMAG,-,-,1,3,4
FrankC013,1,-,1,1,3
Jesarregui,-,-,-,4,4
LuciaMarchalFactorLibre,-,-,2,1,2
MarcoCalcagni,-,-,1,3,4
RicardCForgeFlow,1,3,-,-,4
SoniaViciana,-,-,2,2,3
Vandan-OSI,1,1,1,-,3
aarosales-spearhead,2,-,-,1,2
achulii,-,2,-,-,2
aiendry-aktivsoftware,-,-,-,-,0
corredato,1,-,3,-,3
ecino,2,-,2,-,3
feketemihai,2,1,1,-,3
ferran-S73,-,-,2,-,1
hitrosol,1,-,2,1,3
hugomartineznetkia,-,-,4,-,2
luisg123v,-,-,1,3,4
metaminux,1,2,1,-,4
mjavint,1,-,2,-,2
oihane,1,1,1,1,4
pablo-cort-s73,2,-,2,-,3
renda-dev,-,1,2,1,3
toita86,-,-,-,1,1
victorvermot,1,-,-,3,4
vincent-hatakeyama,1,2,-,1,4
zamberjo,-,-,-,4,4
AlvaroRM11,1,1,1,-,3
AndreuOForgeFlow,1,-,1,1,3
AurelijaNorvaisaite,-,-,1,2,3
BT-dherreros,-,-,3,-,2
BT-etejeda,1,1,1,-,3
BT-fgarbely,-,-,3,-,2
Bart-dh,-,-,3,-,2
ChristophAbenthungCibex,-,-,2,-,1
ChuwenSun,-,-,-,2,2
DucTruongKomit,-,-,1,1,2
JordiToledo,3,-,-,-,2
LorenzoC0,2,-,-,-,1
MaurizioPellegrinet,-,-,-,3,3
NICO-SOLUTIONS,-,-,1,2,3
Pablocce,-,-,-,3,3
Peluko,2,-,-,-,1
SodexisTeam,-,1,1,-,2
Stephanvandenberg,-,-,2,1,2
TB-Ph35,1,1,-,1,3
aaltinisik,2,-,-,-,1
adrip-s73,1,-,-,-,1
augustodinizl,1,-,1,-,2
ayushin,-,-,3,-,2
baptiste-n42,-,1,1,1,3
chrisandrewmann,-,-,3,-,2
cuongnmtm,-,-,2,-,1
daas13,-,-,3,-,2
dsolanki-initos,-,-,-,-,0
eugenios73,3,-,-,-,2
extrememicro,-,-,2,1,2
feg-adhoc,-,-,3,-,2
john-herholz-dt,-,-,2,-,1
kafai-lam,-,1,1,-,2
maisim,1,1,1,-,3
mb-ife,2,-,1,-,2
mcodes-o,1,-,2,-,2
mpurnell1,-,-,2,1,2
nguyenminhchien,-,-,-,2,2
nicomacr,2,-,-,-,1
ntsirintanis,1,1,-,1,3
pedro-evaristo-pegon,-,1,-,2,3
robyf70,-,-,-,3,3
sersanchus,1,1,1,-,3
tate11,-,-,3,-,2
thomaspot,-,-,2,-,1
tobiaszehntner,2,-,1,-,2
tv-openbig,-,-,2,1,2
victor-champonnois,1,-,1,-,2
AArana670,-,-,1,1,2
AaronFrans-Quatra,1,-,-,-,1
Abimael1321,-,-,1,1,2
Alexgars73,2,-,-,-,1
BT-rfiore,-,-,-,2,2
CLaurelB,1,-,1,-,2
ChrisOForgeFlow,-,1,-,-,1
Deriman-Alonso,-,-,-,-,0
DonatasV,1,1,-,-,2
Dranyel-Bosd,-,-,-,2,2
Garcicasti,-,-,2,-,1
Koudja,2,-,-,-,1
LaetitiaElabore,-,-,1,1,2
Mantux11,-,-,1,-,1
MeritxellAForgeFlow,1,-,-,1,2
OdyX,-,-,1,1,2
Pexers,1,-,1,-,2
Raul-S73,1,-,-,-,1
SaraDForgeFlow,-,2,-,-,2
SuShanVoong,1,-,1,-,2
TumbaoJu,2,-,-,-,1
Wodran14,-,-,-,-,0
YvanDotet,-,-,2,-,1
adrian-dks,1,1,-,-,2
agent-z28,1,1,-,-,2
aktiv-heli-kantawala,-,-,-,-,0
alexandregaldeano,-,1,1,-,2
andyjquijada,-,-,1,1,2
antonag32,1,-,1,-,2
antonioburic,-,1,1,-,2
benwillig,-,-,-,-,0
bud-e,-,-,1,1,2
carmenbianca,-,1,-,-,1
cem-adhoc,-,-,1,-,1
dc-oerp,-,-,1,-,1
deeniiz,1,1,-,-,2
desdelinux,-,-,1,1,2
diggy128,-,-,2,-,1
domschmidt,-,-,-,2,2
eantones,1,-,-,1,2
edlopen,-,1,-,1,2
eflipe,1,-,-,-,1
gaikaz,-,-,1,1,2
gdemarco2esseti,-,-,-,2,2
guewen,-,-,1,1,2
jado95,-,-,1,-,1
jcadhoc,-,1,1,-,2
jeromeguerriat-msf,-,1,1,-,2
jesusVMayor,-,-,2,-,1
jordi-josc,1,-,1,-,2
julienCozo,-,-,-,-,0
kumarinie,-,-,-,-,0
lbarnis4b,1,1,-,-,2
lembregtse,1,-,1,-,2
loida-vm,-,-,-,2,2
luc-demeyer,2,-,-,-,1
marionumza,2,-,-,-,1
mathieudelva,-,-,-,-,0
nayatec,-,-,2,-,1
netlify[bot],-,-,2,-,1
njeudy,-,-,1,1,2
