User,CPRs,MPRs,Cts,Reviews,CI
pedrobaeza,221,219,3.099,2.655,2.945
rousseldenis,46,43,1.043,825,907
rvalyi,193,162,797,414,618
victoralmau,345,339,314,360,735
legalsylvain,80,72,464,325,427
LoisRForgeFlow,85,84,383,397,510
chienandalu,159,130,161,467,622
dreispt,88,42,594,180,256
etobella,66,66,404,340,434
jbaudoux,34,31,310,503,557
simahawk,39,29,378,419,474
marcelsavegnago,83,76,304,388,491
francesco-ooops,-,-,594,217,241
gurneyalex,38,25,388,244,295
SirAionTech,104,61,297,221,309
HaraldPanten,-,-,410,231,251
antoniospneto,61,48,217,286,357
sbidoul,104,81,263,165,272
AaronHForgeFlow,75,56,230,209,289
carolinafernandez-tecnativa,110,97,163,187,307
yajo,61,53,157,239,312
StefanRijnhart,34,15,231,221,257
lmignon,41,30,208,220,271
pilarvargas-tecnativa,90,91,94,209,319
sergiocorato,66,34,194,138,194
dhongu,127,120,201,16,161
aleuffre,46,42,111,245,304
CarlosRoca13,69,72,133,161,253
thomaspaulb,39,27,257,103,152
mileo,33,16,188,181,216
sebalix,63,50,105,191,259
bosd,29,29,202,131,180
peluko00,78,50,153,103,174
Saran440,104,67,141,43,132
alexis-via,91,87,161,31,140
hbrunn,44,31,141,147,197
eLBati,63,36,178,72,129
EmilioPascual,73,53,91,136,207
sergio-teruel,71,66,84,129,213
rafaelbn,-,-,198,154,168
JordiMForgeFlow,68,55,58,159,230
MiquelRForgeFlow,54,40,54,179,234
manuelregidor,65,61,117,90,170
Shide,58,53,90,125,195
santostelmo,45,28,53,173,215
CRogos,38,32,117,111,160
renda-dev,88,74,36,95,184
flotho,20,9,125,136,161
vvrossem,151,49,33,42,109
AungKoKoLin1997,65,42,91,82,142
mt-software-de,30,25,95,143,183
yankinmax,34,19,82,152,186
PicchiSeba,73,48,51,90,154
Tisho99,56,51,95,72,140
max3903,8,5,160,93,113
alexey-pelykh,19,8,114,115,138
renatonlima,18,16,82,138,167
kaynnan,40,30,62,107,151
mbcosta,46,42,103,57,116
bealdav,25,14,92,107,136
HviorForgeFlow,11,5,128,92,112
JordiBForgeFlow,29,16,114,63,95
ivantodorovich,11,9,62,150,170
bizzappdev,106,21,22,32,68
feketemihai,45,38,122,12,68
cyrilmanuel,6,3,67,136,150
grindtildeath,41,21,71,77,113
yostashiro,2,1,33,169,177
carlosdauden,24,19,27,133,162
TDu,41,27,43,83,123
QuocDuong1306,62,39,52,28,82
carlos-lopez-tecnativa,34,33,46,84,130
dalonsod,23,23,90,52,89
leemannd,14,8,69,90,110
matteoopenf,13,9,118,28,51
ValentinVinagre,-,-,75,107,116
GuillemCForgeFlow,22,13,39,95,119
florian-dacosta,22,22,44,76,109
nguyenminhchien,42,40,40,47,100
ivs-cetmix,9,7,71,82,100
trisdoan,50,20,59,24,59
MaurizioPellegrinet,-,-,26,138,143
odooNextev,15,15,73,44,71
astirpe,42,26,33,49,87
celm1990,12,19,62,67,97
sbejaoui,34,36,26,50,97
TheMule71,22,16,53,45,73
norlinhenrik,28,6,65,41,60
Borruso,32,29,26,46,86
carmenbianca,23,17,41,60,88
moylop260,25,25,79,17,56
andreampiovesana,3,-,55,77,86
remi-filament,36,21,42,37,70
primes2h,16,6,62,50,68
BernatPForgeFlow,38,31,17,35,76
JasminSForgeFlow,43,35,20,26,72
huguesdk,16,14,40,58,82
mpascuall,14,9,17,95,112
quentinDupont,28,9,33,64,84
petrus-v,30,14,25,46,70
SilvioC2C,30,22,20,59,91
hparfr,9,3,33,77,89
edlopen,25,22,36,44,77
stananatanaela,64,60,3,-,70
DavidJForgeFlow,42,40,10,34,84
Deriman-Alonso,48,10,23,36,58
fkantelberg,25,21,48,27,60
WesleyOliveira98,20,15,23,64,88
robinkeunen,11,8,32,64,81
victor-champonnois,23,13,41,33,57
Christian-RB,18,11,29,60,81
luisg123v,1,1,35,82,90
remytms,21,16,34,42,68
toita86,43,21,18,28,60
aritzolea,17,11,30,48,69
mmequignon,10,9,12,71,87
yvaucher,6,3,67,35,49
tafaRU,6,6,52,43,59
cvinh,19,8,33,43,61
FernandoRomera,19,15,42,30,56
RogerSans,30,25,28,22,58
ramiadavid,14,13,37,39,62
Kev-Roche,21,4,22,49,62
vincent-hatakeyama,31,16,45,8,36
NL66278,15,5,41,37,52
benwillig,30,14,23,32,56
dessanhemrayev,20,12,20,45,66
JoanSForgeFlow,31,26,10,33,68
RodrigoBM,10,11,50,30,51
amh-mw,19,8,21,52,69
imlopes,36,15,15,26,51
john-herholz-dt,14,10,38,31,51
ilyasProgrammer,18,16,32,25,51
zamberjo,8,6,34,41,56
fcvalgar,-,-,12,82,85
tuantrantg,27,18,20,18,46
robyf70,13,6,33,33,48
MohamedOsman7,22,16,19,29,54
luisDIXMIT,30,16,10,32,57
DorianMAG,10,4,29,40,53
juanjosesegui-tecnativa,15,13,25,31,53
sonhd91,24,16,18,17,42
ChrisOForgeFlow,20,15,14,23,46
sebastienbeau,16,7,26,28,44
ArnauCForgeFlow,28,25,9,15,48
JuMiSanAr,16,12,21,24,45
DiegoParadeda,21,17,27,12,39
ioans73,9,8,25,36,52
