User,CPRs,MPRs,Cts,Reviews,CI
pedrobaeza,27,25,234,210,255
francesco-ooops,-,-,144,49,61
legalsylvain,24,14,85,52,80
gurneyalex,6,3,88,58,73
rousseldenis,8,6,80,54,72
etobella,18,15,57,38,65
simahawk,3,1,59,66,76
rvalyi,16,6,61,41,59
chienandalu,12,13,11,81,101
aleuffre,13,15,32,50,74
victoralmau,33,27,19,24,61
bosd,17,8,47,20,39
dhongu,19,17,47,4,32
dreispt,16,7,49,13,31
yajo,13,12,33,28,49
EmilioPascual,17,8,22,33,50
LoisRForgeFlow,14,13,34,21,44
jbaudoux,7,5,30,40,53
renda-dev,23,18,12,19,45
SirAionTech,15,3,29,25,37
AaronHForgeFlow,13,6,30,20,35
carolinafernandez-tecnativa,22,16,17,7,32
Saran440,19,9,25,8,26
eLBati,11,3,31,15,27
rafaelbn,-,-,28,34,39
sbidoul,7,6,30,18,32
mt-software-de,8,6,17,23,36
grindtildeath,8,3,19,21,31
marcelsavegnago,6,8,20,17,32
mbcosta,16,12,16,7,27
PicchiSeba,19,12,12,8,28
lmignon,2,1,15,32,38
alexis-via,16,9,20,3,20
sebalix,6,3,15,24,33
pilarvargas-tecnativa,10,9,13,15,31
QuocDuong1306,15,10,11,4,21
Shide,4,4,17,20,30
sergiocorato,8,3,7,25,33
JordiBForgeFlow,9,4,15,13,24
john-herholz-dt,11,3,12,15,25
primes2h,5,4,22,11,22
celm1990,5,6,20,8,21
ivantodorovich,2,1,9,26,31
AungKoKoLin1997,9,3,11,13,22
Borruso,7,7,7,14,26
JordiMForgeFlow,7,2,7,20,27
dalonsod,3,6,20,6,18
nguyenminhchien,9,10,8,8,24
santostelmo,7,4,6,16,25
StefanRijnhart,6,2,13,11,19
flotho,4,-,14,14,20
carlosdauden,7,5,4,16,26
sbejaoui,6,2,6,18,25
bofiltd,-,-,-,31,31
GuillemCForgeFlow,9,5,5,6,16
antoniospneto,2,1,7,20,25
ivs-cetmix,-,-,10,20,23
leemannd,5,4,11,8,18
quentinDupont,-,-,3,26,28
cvinh,5,1,6,16,22
feketemihai,4,3,15,4,13
sergio-teruel,2,4,7,13,21
ilyasProgrammer,7,5,9,5,16
norlinhenrik,4,-,19,3,9
