User,CPRs,MPRs,Cts,Reviews,CI
pedrobaeza,29,29,330,255,308
rousseldenis,4,3,174,136,154
rvalyi,30,21,96,57,93
antoniospneto,19,12,70,45,70
victoralmau,35,30,29,47,88
chienandalu,12,20,29,53,82
simahawk,11,8,49,45,63
sebalix,18,17,31,28,55
StefanRijnhart,5,1,41,43,53
sbidoul,10,8,46,26,44
etobella,9,11,41,28,48
marcelsavegnago,3,2,24,55,64
SirAionTech,16,8,32,23,41
legalsylvain,7,4,38,31,44
jbaudoux,-,1,31,43,50
dreispt,11,10,31,18,37
sergio-teruel,13,11,18,28,47
max3903,3,1,47,15,25
carlos-lopez-tecnativa,7,9,12,36,51
gurneyalex,1,-,32,28,35
yvaucher,1,-,44,18,26
alexis-via,15,17,24,3,29
francesco-ooops,-,-,39,18,24
AaronHForgeFlow,13,6,14,16,29
pilarvargas-tecnativa,9,7,7,27,40
peluko00,7,3,21,16,26
bosd,1,1,23,17,24
carlosdauden,5,5,6,26,36
petrus-v,10,8,13,9,24
LoisRForgeFlow,-,-,11,30,33
ivantodorovich,1,1,19,20,26
sergiocorato,11,4,15,7,18
WesleyOliveira98,11,9,11,7,23
bizzappdev,16,5,2,1,11
MiquelRForgeFlow,5,3,6,18,26
Saran440,5,3,10,8,16
yankinmax,3,3,3,22,28
lmignon,10,4,8,6,16
CarlosRoca13,4,5,12,9,19
HaraldPanten,-,-,18,12,16
bealdav,2,1,12,14,20
mileo,2,1,13,14,20
mt-software-de,4,4,3,19,27
stananatanaela,10,18,-,-,21
feketemihai,5,3,20,-,10
JasminSForgeFlow,9,8,7,2,16
ByteMeAsap,11,2,8,2,10
HviorForgeFlow,2,-,13,9,14
MaurizioPellegrinet,-,-,1,23,24
imlopes,10,5,4,5,15
manuelregidor,3,5,9,6,16
miquelalzanillas,-,2,14,8,14
mpascuall,3,1,7,12,17
PicchiSeba,5,4,7,3,12
florian-dacosta,5,3,7,7,15
flotho,-,-,9,12,15
mbcosta,3,5,12,1,11
mmequignon,4,2,4,11,17
twalter-c2c,5,4,4,8,16
