User,CPRs,MPRs,Cts,Reviews,CI
pedrobaeza,31,33,413,354,413
rvalyi,43,37,151,51,107
rousseldenis,7,3,142,104,122
LoisRForgeFlow,20,21,79,84,118
antoniospneto,20,19,60,98,129
carolinafernandez-tecnativa,30,24,55,52,89
simahawk,12,11,74,65,88
victoralmau,44,36,14,34,80
etobella,14,11,55,42,64
marcelsavegnago,14,10,26,64,83
HaraldPanten,-,-,77,36,45
mileo,9,6,58,35,52
legalsylvain,11,3,58,39,53
chienandalu,22,18,8,57,83
francesco-ooops,-,-,73,29,38
gurneyalex,4,4,61,31,45
renatonlima,8,8,28,53,69
SirAionTech,6,9,47,33,51
jbaudoux,-,3,21,60,68
sbidoul,17,10,30,24,44
AaronHForgeFlow,4,5,25,42,54
CarlosRoca13,15,11,23,26,46
JordiMForgeFlow,15,16,12,30,53
Saran440,15,12,32,8,30
pilarvargas-tecnativa,11,18,10,33,57
yankinmax,3,7,32,27,41
MiquelRForgeFlow,7,5,14,36,47
aleuffre,12,7,19,27,42
flotho,4,4,36,19,31
Deriman-Alonso,20,1,12,27,36
sergiocorato,13,2,23,13,23
carlos-lopez-tecnativa,18,11,14,17,36
RogerSans,14,13,14,18,38
manuelregidor,7,6,18,27,40
lmignon,4,2,17,33,41
StefanRijnhart,7,1,26,18,27
bosd,1,1,21,29,36
eLBati,6,2,24,19,28
Shide,12,9,20,6,23
cyrilmanuel,2,1,19,28,35
hparfr,4,2,18,24,32
yajo,1,2,12,35,41
QuocDuong1306,15,12,12,6,25
peluko00,4,8,16,18,32
Tisho99,4,4,12,25,34
mt-software-de,2,1,23,16,23
HviorForgeFlow,3,3,21,16,25
dhongu,12,12,19,-,20
matteoopenf,2,3,29,4,14
PicchiSeba,10,6,6,13,25
hbrunn,6,2,18,13,22
RodrigoBM,7,7,16,8,22
ivantodorovich,2,1,9,26,31
traitrantrobz,5,2,9,22,29
remi-filament,11,4,12,11,22
MaurizioPellegrinet,-,-,4,31,33
sebalix,6,3,9,15,23
renda-dev,8,7,1,16,27
juanjosesegui-tecnativa,9,2,8,13,21
kaynnan,9,5,8,9,20
FernandoRomera,6,2,14,8,16
florian-dacosta,1,-,11,17,21
JoanSForgeFlow,10,8,5,6,19
sbejaoui,11,3,3,11,19
dreispt,2,1,13,9,15
JordiBForgeFlow,3,3,10,11,19
quentinDupont,3,3,10,12,20
sergio-teruel,4,3,5,15,22
andreampiovesana,2,-,5,17,21
vvrossem,4,14,1,5,22
SilvioC2C,4,2,1,15,20
anusriNPS,7,1,1,12,17
ivs-cetmix,3,2,4,13,19
trisdoan,5,4,7,5,14
TDu,4,5,5,7,16
imlopes,7,2,5,6,13
max3903,-,1,10,11,15
odooNextev,1,1,16,3,9
DavidJForgeFlow,7,8,1,5,17
bealdav,1,1,7,10,15
ArnauCForgeFlow,9,8,1,2,14
chaule97,5,1,6,7,13
zamberjo,3,3,10,4,12
AungKoKoLin1997,5,3,8,3,11
alexey-pelykh,-,1,3,14,17
luisDIXMIT,11,1,-,7,11
rafaelbn,-,-,13,6,10
BernatObrador,7,2,1,7,13
WesleyOliveira98,1,1,3,12,16
leemannd,-,-,3,15,17
mav-adhoc,3,1,12,-,6
tafaRU,4,2,5,7,13
unaiberis,7,2,3,1,7
Borruso,5,5,5,2,11
GuillemCForgeFlow,2,-,1,14,16
alexis-via,4,3,9,-,8
celm1990,1,3,6,7,13
dalonsod,2,5,7,3,12
florenciafrigieri2,-,-,6,11,13
grindtildeath,2,2,4,9,14
BernatPForgeFlow,3,-,2,9,12
TheMule71,-,4,4,8,14
Tiago370,6,5,5,-,10
TumbaoJu,3,3,6,3,10
ValentinVinagre,-,-,4,12,14
bizzappdev,1,6,4,1,10
carlosdauden,4,1,1,8,12
edlopen,2,3,5,6,13
hildickethan,1,1,6,8,12
nilshamerlinck,3,4,5,3,11
Christian-RB,3,1,6,5,10
ThomasBinsfeld,1,3,6,5,11
micheledic,2,1,10,2,8
santostelmo,5,1,1,7,11
yostashiro,-,-,2,13,14
CRogos,-,2,5,5,9
EmilioPascual,2,2,1,9,13
NL66278,1,-,6,7,10
fcvalgar,-,-,2,12,13
hitrosol,3,1,4,4,9
jcadhoc,4,-,9,-,5
jdidderen-nsi,2,4,5,3,11
norlinhenrik,2,-,8,3,7
toita86,5,5,4,-,9
DorianMAG,-,-,5,8,10
StephaneMangin,1,1,3,8,12
ThiagoMForgeFlow,6,5,-,2,9
ljsalvatierra-factorlibre,-,-,6,7,9
luis-ron,-,-,-,13,13
mpascuall,-,2,1,10,13
salvorapi,-,2,6,5,9
sebastienbeau,-,-,3,10,12
aritzolea,3,2,1,5,10
josemonsalve2,4,-,6,-,4
julienCozo,5,-,-,4,6
primes2h,1,-,6,4,7
ps-tubtim,2,1,-,8,10
rov-adhoc,3,1,2,6,10
tva-subteno-it,1,1,2,8,11
DiegoParadeda,2,-,8,-,4
MaurizioConte,-,-,7,4,7
ajaniszewska-dev,1,1,2,7,10
antonioburic,8,-,3,-,5
benwillig,2,2,2,5,10
ced-adhoc,5,-,3,2,6
gabriel-grinspan,1,-,8,1,5
ChrisOForgeFlow,4,5,1,-,8
PCatinean,-,-,4,4,6
Patelangel1995,-,1,5,4,7
alan196,3,2,-,2,6
astirpe,4,3,1,-,6
david-s73,5,-,3,1,5
dessanhemrayev,2,-,2,5,8
fd-oerp,-,2,7,1,6
henrybackman,3,-,-,6,8
ppyczko,3,-,2,5,8
victor-champonnois,5,1,2,-,5
Nikul-OSI,-,-,4,4,6
Pani-k-folk,4,1,1,2,6
alfredoavanzosc,5,-,-,1,3
dc-oerp,3,-,4,-,4
ferran-S73,1,-,2,5,7
hoangtrann,1,-,1,7,9
jaenbox,2,2,2,2,7
kevinkhao,4,-,1,4,7
mbcosta,1,-,7,-,4
nimarosa,-,-,5,4,6
AntoniRomera,-,-,-,8,8
Ricardoalso,2,-,-,6,7
TennyMkt,-,2,5,1,5
bruno-zanotti,2,1,2,2,6
chrisb-c01,1,-,4,3,6
dependabot[bot],3,1,2,-,4
fgaviiria,4,-,2,1,4
john-herholz-dt,-,3,5,-,5
kanda999,-,1,1,6,8
mathieudelva,7,-,-,1,4
nguyenminhchien,-,1,4,3,6
paradoxxxzero,1,1,2,-,3
petrus-v,-,1,2,4,6
ryanc-me,4,-,2,1,4
sergiobstoj,4,2,1,-,5
EdgarRetes,4,-,2,-,3
FrancescoBallerini,-,-,1,5,6
RicardCForgeFlow,2,2,1,1,5
TesaLazarenko,2,2,3,-,5
alvaro-domatix,-,-,4,2,4
carmenbianca,1,1,1,2,5
danila12,3,2,2,-,5
giarve,2,2,2,-,5
moylop260,-,-,5,2,4
rven,2,1,4,-,4
santiagordz,2,-,3,1,4
wouitmil,2,-,-,3,4
AdrianaSaiz,4,-,1,-,3
AlexPForgeFlow,3,2,-,-,4
AnizR,1,1,1,1,4
IT-Ideas,2,1,2,1,5
Rad0van,1,1,4,-,4
adasatorres,4,1,1,-,4
cvinh,1,-,4,-,3
danielduqma,-,2,1,2,5
desdelinux,1,-,2,3,5
epanisset,-,-,5,1,3
feketemihai,3,2,1,-,5
kittiu,-,-,3,2,4
lef-adhoc,1,2,3,-,5
oihane,2,1,-,3,5
pleirb,-,-,4,2,4
sanderlienaerts,-,-,1,5,6
thomaspaulb,3,-,2,1,4
Anxo82,-,2,1,2,5
ByteMeAsap,4,-,-,-,2
Gelojr,-,-,-,5,5
Jaimermaccione,-,-,-,5,5
JasminSForgeFlow,2,-,1,2,4
JaumeBforgeFlow,-,1,-,-,1
LauraCForgeFlow,2,3,-,-,4
MohamedOsman7,-,-,2,2,3
Thotsapol-A,4,1,-,-,3
Trivedi-Vacha-SerpentCS,-,-,-,5,5
chandni-serpentcs,-,-,-,-,0
cubells,2,-,2,-,3
dyngnijs,-,-,1,3,4
hongquangminh,1,-,3,-,3
houzefa-abba,1,1,1,2,5
ilyasProgrammer,1,1,2,1,4
ioans73,1,1,2,1,4
len-foss,3,-,-,-,2
mmequignon,1,2,1,1,5
mymage,-,-,-,5,5
ndd-odoo,1,-,3,-,3
randall-vx,1,1,3,-,4
raumschmiede-joshuaL,2,-,2,1,4
remihb,4,-,-,1,3
vincent-hatakeyama,2,-,3,-,3
xAdrianCif,1,1,-,3,5
Abranes,1,-,2,-,2
Algosse,2,-,1,-,2
CristianoMafraJunior,-,-,-,4,4
IJOL,2,-,-,1,2
Kev-Roche,-,-,2,1,2
MarwanBHL,-,1,-,3,4
NICO-SOLUTIONS,-,2,1,1,4
acsonefho,2,-,-,1,2
alessandro-fiorino,-,-,3,1,3
amh-mw,-,-,2,2,3
anajuaristi,-,-,1,3,4
arantxa-s73,3,-,-,-,2
cem-adhoc,1,1,-,2,4
dmitriypaulov,1,-,1,2,4
em230418,2,-,-,1,2
felipemotter,1,1,-,2,4
gaelTorrecillas,1,-,-,3,4
geomer198,-,2,2,-,3
gjotten,-,-,2,2,3
huguesdk,1,-,1,-,2
jdoutreloux,-,2,2,-,3
julianram,1,-,2,1,3
laszlokr,1,-,-,2,3
lbarry-apsl,-,-,-,4,4
maciej-wichowski,2,-,1,1,3
maisim,-,1,1,-,2
mfargnoli,1,-,3,-,3
qgroulard,3,-,-,-,2
rvjaraj,-,-,1,3,4
stananatanaela,2,2,-,-,3
theo-le-filament,-,-,-,4,4
wluyima,-,-,1,3,4
ACheung-FactorLibre,-,-,-,1,1
BT-cjimeno,2,-,-,-,1
BT-dmoreno,2,-,-,1,2
CasVissers-360ERP,-,-,-,3,3
FrancoMaxime,1,-,-,2,3
IrluiDev,2,-,-,-,1
Jesarregui,-,-,-,3,3
LorenzoC0,1,-,1,-,2
LuisNovalio,-,-,-,3,3
MarinaAForgeFlow,-,-,1,-,1
PabloEForgeFlow,1,1,1,-,3
PabloMartFL,-,-,-,3,3
Raul-S73,1,-,2,-,2
SirTakobi,-,-,-,-,0
Tardo,-,-,-,1,1
acysos,1,-,1,1,3
amarcosg,-,-,1,2,3
angelgarciadelachica,-,-,2,1,2
azubieta,-,-,3,-,2
chafique-delli,-,1,-,-,1
dalonsofl,2,1,-,-,2
davidwul,2,-,-,-,1
denaux,1,1,1,-,3
douglascstd,-,-,3,-,2
fkantelberg,1,-,-,1,2
fvaqueriza,2,-,-,-,1
hs-oerp,-,-,3,-,2
iTecan,-,1,1,-,2
jcoux,-,-,-,3,3
jeer2234,1,-,1,1,3
joepsanders,1,-,2,-,2
kumarinie,2,-,-,-,1
matiasperalta1,1,1,1,-,3
miguelpadin,1,1,-,-,2
mmrondon,-,-,3,-,2
mourad-ehm,-,-,-,1,1
nayatec,-,-,3,-,2
patrickrwilson,-,-,2,-,1
pcastelovigo,3,-,-,-,2
ramiadavid,-,1,-,1,2
robinkeunen,1,-,1,-,2
sbiosca-s73,-,-,3,-,2
siemenv,1,-,-,-,1
stenlyk,2,-,-,-,1
theangryangel,-,-,2,1,2
vanderleiromera,-,-,-,3,3
vrenaville,1,-,-,1,2
vuwnevska,-,-,-,3,3
Ammar-OSI,-,-,-,-,0
Ana-Iarajuli,-,-,-,2,2
AndrzejGerasimukARCHIMEDES,-,-,1,1,2
BurkhalterY,-,-,2,-,1
DarioLodeiros,-,-,1,1,2
Esa199,-,-,-,2,2
FrankC013,-,-,-,-,0
GSLabIt,-,-,-,1,1
GabbasovDinar,-,-,1,1,2
Josep-s73,2,-,-,-,1
JulienMartinez,-,-,-,2,2
MarcoCalcagni,-,-,-,2,2
MateuGForgeFlow,-,-,-,2,2
MriV13,-,-,2,-,1
Pablocce,1,-,-,1,2
PauMAVA,1,1,-,-,2
PieterPaulussen,1,-,-,1,2
Thibagon,1,-,-,1,2
abenzbiria,-,-,1,-,1
adrip-s73,1,-,1,-,2
aitoreizmendi,-,-,-,2,2
alejandro-vallejoFL,1,-,-,1,2
aliciagaarzo,-,-,1,1,2
anmarmo1,-,-,-,2,2
antoniodavid,1,-,-,1,2
arielbarreiros96,2,-,-,-,1
danall59,-,-,-,2,2
drewes,-,-,-,2,2
dsolanki-initos,-,-,-,-,0
dynaz,1,-,1,-,2
ecino,-,-,1,-,1
fdesmottes,1,-,1,-,2
gabe-grinspan,-,1,1,-,2
gbrito,1,-,-,-,1
glitchov,-,-,1,1,2
helderme,1,-,-,-,1
hhgabelgaard,1,-,-,-,1
hurrinico,-,-,1,-,1
icf20,-,-,2,-,1
ikevinc,1,-,-,-,1
