Organizations,MPRs,CPRs,Users,Reviews,Cts
Tecnativa,138,130,8,374,642
ForgeFlow,69,80,20,199,372
akretion,66,76,10,151,399
camptocamp,33,43,8,167,257
Escodoo,22,17,4,63,144
acsone,22,22,10,69,161
terrabit-ro,22,28,1,10,97
PyTech-SRL,20,27,3,69,125
moduon,18,22,4,79,120
ursais,15,28,6,29,114
sygel-technology,14,16,2,62,95
coopiteasy,13,17,4,49,71
NextERP-Romania,11,9,3,3,40
factorlibre,11,11,6,49,90
vauxoo-dev,10,11,4,37,41
grap,9,19,1,21,47
nguyenvietlam0640,9,-,1,9,4
SirAionTech,8,18,1,32,68
eLBati,8,14,1,39,68
hbrunn,8,14,1,44,34
jbaudoux,8,6,1,44,50
qrtl,8,10,3,40,54
Studio73,7,12,5,26,51
c4a8-odoo,7,11,2,23,45
cetmix,7,8,4,34,59
ecosoft-odoo,7,29,3,15,56
efatto,7,7,1,19,46
NICO-SOLUTIONS,6,2,1,21,37
QuocDuong1306,6,9,1,32,34
dixmit,6,9,2,27,58
