User,CPRs,MPRs,Cts,Reviews,CI
pedrobaeza,107,107,1.280,1.161,1.314
rousseldenis,21,25,430,311,361
victoralmau,157,156,172,157,339
rvalyi,75,63,292,159,248
dreispt,53,20,313,112,157
legalsylvain,48,45,244,158,226
jbaudoux,25,21,169,268,307
simahawk,11,7,215,234,259
etobella,27,35,199,171,225
chienandalu,62,39,61,248,303
francesco-ooops,-,-,301,117,134
LoisRForgeFlow,47,43,148,152,214
marcelsavegnago,42,43,125,148,209
gurneyalex,24,10,189,127,156
thomaspaulb,21,22,204,84,125
SirAionTech,58,22,112,102,142
aleuffre,26,27,77,157,198
yajo,39,34,96,122,172
lmignon,16,14,125,129,158
HaraldPanten,-,-,185,94,108
AaronHForgeFlow,44,25,101,82,124
sergiocorato,24,26,117,83,125
dhongu,66,57,112,10,86
hbrunn,32,16,93,104,135
alexis-via,59,58,102,19,95
bosd,27,24,126,62,102
carolinafernandez-tecnativa,56,49,63,60,124
pilarvargas-tecnativa,45,41,52,93,148
santostelmo,24,18,41,127,156
StefanRijnhart,16,9,87,99,121
renda-dev,64,54,31,60,128
EmilioPascual,40,31,60,73,118
eLBati,44,24,96,35,75
rafaelbn,-,-,101,101,111
sebalix,33,25,48,85,123
CRogos,25,18,61,77,108
CarlosRoca13,25,28,52,67,107
sbidoul,12,11,94,54,78
alexey-pelykh,16,5,83,61,79
sergio-teruel,36,37,39,48,97
AungKoKoLin1997,40,22,36,56,90
JordiMForgeFlow,34,26,21,80,116
mileo,3,-,68,84,94
Saran440,53,24,48,12,50
PicchiSeba,40,30,22,51,92
feketemihai,27,25,84,9,48
mbcosta,29,25,54,30,68
MiquelRForgeFlow,24,17,15,74,100
Shide,17,12,37,66,88
mt-software-de,20,13,40,58,82
manuelregidor,30,24,41,30,66
antoniospneto,9,8,40,62,79
kaynnan,21,16,21,50,75
robinkeunen,9,7,30,64,79
cyrilmanuel,1,2,39,65,74
yostashiro,1,1,19,85,91
Tisho99,25,19,44,14,45
carlosdauden,10,9,13,71,87
JordiBForgeFlow,16,7,48,26,44
flotho,7,2,29,60,70
peluko00,34,14,32,13,38
ivantodorovich,6,4,25,67,78
nguyenminhchien,33,26,25,17,54
celm1990,9,11,42,39,59
GuillemCForgeFlow,11,7,20,55,70
ivs-cetmix,4,3,36,53,64
norlinhenrik,14,1,43,33,44
trisdoan,30,10,33,13,34
TDu,21,7,19,43,59
dalonsod,12,13,43,23,46
fkantelberg,18,16,35,23,49
tuantrantg,27,17,20,18,45
QuocDuong1306,30,19,20,12,41
grindtildeath,16,5,34,32,47
bizzappdev,45,6,11,17,33
Borruso,20,20,17,25,54
max3903,4,1,44,38,48
remytms,14,9,22,38,55
TheMule71,11,7,31,29,45
ValentinVinagre,-,-,36,49,55
moylop260,21,21,38,5,37
victor-champonnois,14,9,31,27,45
florian-dacosta,12,14,19,35,57
primes2h,13,4,39,25,39
bealdav,9,7,30,30,45
leemannd,10,4,31,30,43
andreampiovesana,1,-,32,38,45
quentinDupont,21,2,14,37,47
robyf70,11,4,30,29,42
huguesdk,8,9,25,29,46
NL66278,9,3,29,27,38
dessanhemrayev,15,11,16,26,45
odooNextev,9,10,23,22,40
stananatanaela,34,31,3,-,39
HviorForgeFlow,2,1,34,27,35
john-herholz-dt,13,6,21,28,42
BernatPForgeFlow,23,21,6,12,40
edlopen,11,8,24,24,40
renatonlima,4,3,20,39,48
astirpe,19,10,13,21,39
cvinh,12,6,13,31,44
ilyasProgrammer,14,11,21,15,34
ramiadavid,8,9,23,21,38
JuMiSanAr,14,7,20,17,32
remi-filament,17,15,21,8,32
kittiu,14,1,29,11,21
matteoopenf,3,4,41,12,24
luisg123v,1,1,17,41,47
sonhd91,16,13,15,15,36
mmequignon,4,3,6,41,48
JasminSForgeFlow,13,14,7,14,34
sbejaoui,11,14,11,20,41
NICO-SOLUTIONS,10,8,22,16,32
MohamedOsman7,15,7,12,21,35
adrian-dks,22,14,3,7,27
aritzolea,11,6,13,23,36
tafaRU,-,2,32,20,28
vincent-hatakeyama,17,8,24,3,20
ioans73,6,5,18,25,37
petrus-v,19,4,8,22,33
SilvioC2C,18,14,6,15,36
houzefa-abba,19,11,13,7,26
ACheung-FactorLibre,7,9,17,13,29
DavidJForgeFlow,16,12,3,16,34
IT-Ideas,8,8,23,8,24
luc-demeyer,8,8,21,3,18
ljsalvatierra-factorlibre,4,2,16,21,29
luisDIXMIT,16,6,3,19,31
yankinmax,9,1,12,20,27
benwillig,20,7,7,8,22
PauBForgeFlow,9,10,8,14,30
Deriman-Alonso,25,2,5,4,13
nilshamerlinck,11,6,11,9,22
FrancoMaxime,-,-,2,34,35
mymage,2,1,18,17,24
toita86,14,6,3,15,26
ntsirintanis,15,8,10,4,19
Kev-Roche,12,2,11,8,17
geomer198,2,2,4,27,32
AndreuOForgeFlow,10,9,6,11,26
AnizR,13,5,6,11,22
Gelojr,-,-,2,34,35
angelinaanaki,2,1,8,25,30
carmenbianca,4,5,14,10,21
MarinaAForgeFlow,15,5,3,11,22
SMaciasOSI,7,4,17,4,15
ThomasBinsfeld,8,4,3,16,25
MaurizioPellegrinet,-,-,2,32,33
RodrigoBM,1,1,24,8,15
fcvalgar,-,-,6,28,30
Christian-RB,5,3,7,17,25
Nikul-OSI,12,5,14,1,13
WesleyOliveira98,1,3,-,29,33
nimarosa,4,4,21,4,15
sebastienbeau,7,1,12,10,17
aliciagaarzo,11,8,1,8,20
ecino,3,3,20,3,12
ps-tubtim,-,5,2,13,19
bofiltd,-,-,-,31,31
FranzPoize,4,3,12,11,19
angelgarciadelachica,9,8,12,1,15
fd-oerp,4,4,15,7,17
hildickethan,9,4,4,9,18
jaydeep32,12,2,12,1,10
aisopuro,6,-,20,2,9
amh-mw,7,1,11,9,16
mostafabarmshory,4,1,16,6,13
thienvh332,14,9,1,3,17
augustodinizl,2,1,16,7,13
bguillot,2,-,17,7,13
lef-adhoc,8,6,7,6,17
DemchukM,4,3,-,19,24
DorianMAG,5,2,14,3,11
ambientWave,4,1,17,3,10
mpascuall,6,3,1,16,22
rov-adhoc,9,3,8,5,14
yvaucher,2,1,12,10,16
zamberjo,2,1,10,11,17
FrancescoBallerini,6,2,9,5,12
JoanSForgeFlow,7,3,2,11,18
dependabot[bot],11,4,5,-,10
ghost,3,5,8,-,10
giarve,2,-,12,9,14
hparfr,2,-,4,13,16
tien-ld,4,1,3,16,21
marielejeune,5,5,10,3,13
siemenv,10,2,10,1,9
ThiagoMForgeFlow,8,7,-,8,18
bruno-zanotti,3,2,14,3,10
David-Luis-Mora,19,-,-,-,4
GSLabIt,3,3,2,12,18
kanda999,1,2,4,15,20
ArnauCForgeFlow,10,5,4,2,12
Bilbonet,4,6,8,3,14
Tardo,6,3,8,2,10
guewen,-,-,6,15,17
maciej-wichowski,6,6,8,1,12
majouda,7,3,9,2,11
AlexPForgeFlow,1,6,5,6,15
FSchiepers,7,-,5,3,8
Rad0van,3,1,8,7,13
SoniaViciana,-,-,9,11,14
danielduqma,5,1,2,12,17
dmitriypaulov,8,1,1,9,14
lk-eska,3,1,15,1,8
ChrisOForgeFlow,3,2,6,4,10
Dranyel-Bosd,-,-,1,18,19
acsonefho,4,-,3,11,15
augusto-weiss,5,3,5,1,8
clementmbr,4,3,5,7,14
njeudy,1,1,10,7,12
rven,4,3,5,5,12
suker,4,5,6,3,12
valentincastravete,2,2,11,2,9
CarlosVForgeFlow,7,3,-,8,14
DiegoParadeda,5,5,3,5,14
StephaneMangin,3,-,3,11,14
Wodran14,14,3,1,-,8
abenzbiria,3,1,12,1,7
cuongnmtm,7,3,5,2,10
felipemotter,5,2,4,7,13
nguyenvietlam0640,-,17,-,-,17
tv-openbig,-,-,17,1,5
ygcarvalh,7,6,3,1,11
Abranes,4,4,2,4,11
ByteMeAsap,5,3,5,4,11
ajaniszewska-dev,6,3,1,7,13
brian10048,2,2,6,7,13
desdelinux,-,-,8,9,12
mde-scopea,8,2,5,2,9
miguel-S73,5,3,6,3,11
newtratip,6,-,7,2,7
pedroguirao,9,2,3,2,9
rlucia,4,3,8,1,9
JaumeBforgeFlow,9,1,1,4,9
Pexers,4,1,6,3,8
adrienpeiffer,1,2,3,9,14
alessandro-fiorino,5,-,9,2,7
dsolanki-initos,-,2,-,-,2
ferran-S73,3,4,4,5,13
jdoutreloux,5,3,2,6,13
kevinkhao,5,-,2,4,8
len-foss,1,2,7,6,12
mcojocaru,7,7,2,-,11
milinsoft,5,1,6,2,8
moitabenfdz,3,4,3,5,12
mrcast,-,-,3,13,15
ndd-odoo,4,2,4,2,8
paradoxxxzero,8,1,4,-,6
youelEl,6,5,1,1,9
CasVissers-360ERP,-,-,4,11,13
ChristophAbenthungCibex,6,6,3,-,10
GabbasovDinar,-,-,-,13,13
MarioLM-23,8,-,5,2,7
SirTakobi,-,3,-,-,3
aayartsev,5,2,1,6,11
amarcosg,-,-,4,11,13
cormaza,2,-,2,9,12
em230418,-,-,5,10,12
jjscarafia,-,-,9,4,7
mamcode,-,-,-,15,15
mmaridev,3,1,10,1,7
payen000,1,1,8,4,9
rrebollo,-,-,14,1,5
AnaisLForgeFlow,9,3,-,2,8
LauraCForgeFlow,8,2,2,2,8
MrGigSolutions,5,1,7,1,7
adrip-s73,7,4,2,-,8
gjotten,-,-,4,10,12
hspl-niharika,-,-,7,7,10
hspl-priva,-,-,6,8,10
micheledic,-,1,5,6,9
sbiosca-s73,4,1,8,1,7
wouitmil,9,1,2,-,5
xtanuiha,2,-,6,5,9
yelizariev,-,-,2,12,13
CLaurelB,3,3,5,2,9
CristianoMafraJunior,4,4,1,4,11
KKamaa,1,-,5,6,9
SonoDavid,1,1,6,5,9
braisab,6,7,-,-,9
chandni299,3,3,6,1,8
dalonsofl,1,2,-,10,13
imlopes,6,3,1,3,9
percevaq,2,1,8,1,6
rpinset,4,1,5,1,6
yannoliv,5,-,5,1,5
MarcoCalcagni,-,-,5,7,9
SimaElisabeta,6,6,-,-,8
coffeinisfun,7,-,4,-,5
damdam-s,-,-,3,7,9
dannyadair,-,1,7,2,6
douglascstd,-,-,4,8,10
javierobcn,-,1,2,9,11
m1k3lm,3,2,6,-,6
manuelcalerosolis,1,-,4,3,6
qgroulard,3,2,1,6,11
salvorapi,1,1,5,4,8
sistecem,5,-,4,-,4
vuwnevska,3,1,1,7,11
vvrossem,2,-,3,7,10
DarioLodeiros,2,2,2,5,10
Murtaza-OSI,5,3,-,-,5
RicardCForgeFlow,5,2,-,4,8
aiendry-aktivsoftware,-,1,-,-,1
alan196,2,2,-,3,6
alexeirivera87,2,2,5,-,6
alvaro-domatix,3,2,1,3,8
davide445,-,-,11,-,3
gfcapalbo,1,2,6,1,6
hugosantosred,3,2,3,2,7
imoralesc,2,1,8,-,5
jcadhoc,7,-,1,-,4
jguenat,1,2,1,4,8
metaminux,3,-,5,3,7
razvanioan,6,2,1,-,5
tva-subteno-it,1,-,10,-,4
ypapouin,2,1,1,2,5
FernandoRomera,-,1,4,3,6
MarcoDuesuenceliSAMSA-IT,-,-,10,-,3
TumbaoJu,-,-,10,-,3
andrel-exo,2,-,2,2,5
angelmoya,2,-,2,4,7
gaelTorrecillas,1,-,3,5,8
hugho-ad,1,-,1,6,8
iTecan,8,-,1,-,4
lapinzon,2,1,4,1,5
mav-adhoc,4,-,4,1,5
omalbastin,5,-,3,-,4
patel1008b,-,-,5,5,7
raistdev,3,3,3,1,7
reichie020212,2,-,6,-,4
sanderlienaerts,5,-,3,2,6
youring,1,1,5,3,7
AndreMarcos,2,-,1,2,4
Camille0907,-,-,-,8,8
DaniilDigtyar,1,1,2,1,4
MS-OSI,4,-,3,1,5
Ricardoalso,1,-,1,6,8
SodexisTeam,5,1,-,2,5
TennyMkt,2,2,5,-,6
aktiv-heli-kantawala,-,1,-,-,1
alexandregaldeano,-,-,-,9,9
anajuaristi,-,-,5,4,6
azubieta,1,-,4,-,3
colpari,1,-,6,-,3
cubells,1,1,1,-,3
dhx,3,-,2,3,6
fmdl,2,2,1,3,7
glitchov,1,4,2,-,6
heccjj,3,-,3,-,3
matiasperalta1,3,1,1,3,7
nayatec,2,1,2,4,8
patrickt-oforce,1,1,2,5,8
polchampion,-,-,3,6,8
tarteo,1,-,3,3,6
yibudak,2,-,3,1,4
AndrzejGerasimukARCHIMEDES,1,-,6,-,3
BT-anieto,1,1,5,1,5
Jaimermaccione,-,-,-,8,8
PaulGoubert,-,-,1,7,8
SergiCForgeFlow,2,2,-,-,3
anhvu-sg,1,1,4,1,5
beagle-cloud,5,1,-,2,5
chandni-serpentcs,8,-,-,-,3
chrisandrewmann,1,1,4,2,6
fcayre,-,-,-,-,0
hitrosol,3,-,3,-,3
hoangtiendung070797,-,4,-,-,4
hspl-hanak,-,-,4,4,6
jelenapoblet,-,-,3,5,7
jsierp,2,-,1,4,6
loida-vm,-,-,1,7,8
manishkumarbohra,2,1,-,-,2
marylla,-,-,8,-,3
patrickrwilson,5,1,1,1,5
pleirb,3,-,3,-,3
rlizana,2,1,2,3,7
tirth-osi,2,1,3,1,5
vnikolayev1,2,1,5,-,5
xavier-bouquiaux,1,1,-,4,6
AEstLo,1,1,3,2,6
Ammar-OSI,4,-,2,-,3
BT-ssteiner,2,2,2,1,6
FrankC013,3,-,2,1,4
IvanHRN,4,1,1,1,5
Jesarregui,-,-,-,7,7
MateuGForgeFlow,1,-,1,4,6
OpenCode,-,-,2,5,6
PlantBasedStudio,4,-,2,-,3
RaoufJabriCamptocamp,3,1,2,-,4
SonCrits,-,1,1,-,2
TheerayutEncoder,-,-,1,-,1
WorrapongOngsakul,7,-,-,-,3
alissonjns,3,2,1,-,5
blaskurain,1,-,5,-,3
dc-oerp,2,1,3,-,4
ddejong-therp,1,1,2,-,3
diamondnguyenkc,-,6,-,-,6
flalexg,1,-,1,5,7
florenciafrigieri2,1,-,2,4,6
fredericgrall,4,1,-,-,3
kluna1998,-,1,1,5,7
lbarry-apsl,-,-,-,7,7
matthieusaison,3,1,1,1,5
nedaszilinskas,4,1,1,-,4
ozoromo,1,4,2,-,6
papulo79,1,-,4,2,5
sj3,1,1,1,4,7
vanderperre,2,-,1,1,3
vvro,2,-,4,-,3
xAdrianCif,1,-,3,3,6
ygol,2,1,3,1,5
AlbertCabedo,-,-,6,-,2
Ana-Iarajuli,4,-,-,-,2
ArantxaSudon,-,-,2,4,5
BT-cserra,1,1,3,1,5
BurkhalterY,2,1,1,1,4
Chirag-OSI,3,-,2,1,4
DrHohol,3,1,1,-,4
DucTruongKomit,1,-,1,4,6
Hiregui92,4,2,-,-,4
LorenzoC0,1,-,4,1,4
PCatinean,-,-,4,2,4
Rajan-SCS,6,-,-,-,2
SoporteOperu,-,1,-,-,1
Volodiay622,-,1,-,4,5
achulii,4,1,-,-,3
alexbottemanne,2,2,-,1,4
anmarmo1,-,-,2,4,5
antonag32,1,1,4,-,4
antoniocanovas,-,-,-,6,6
arquero20022,-,-,-,6,6
atularvind,3,-,-,-,2
david-s73,2,2,1,1,5
dora-jurcevic,1,1,1,3,6
dz0,1,1,2,2,5
florentx,2,3,-,-,4
hhgabelgaard,2,1,1,-,3
hussain,-,-,3,3,5
igr-ok,2,-,2,1,4
jans23,-,-,5,-,2
lawso017,2,-,3,-,3
mathisjacoby,-,2,3,1,5
murtuzasaleh,4,-,-,-,2
rmorant,-,1,-,2,3
victorvermot,4,1,1,-,4
zeroheure,2,1,2,-,4
BT-etejeda,1,-,2,2,4
Bearnard21,-,-,-,5,5
ChristianSantamaria,1,-,1,3,5
ConesaJM,-,-,-,5,5
EvaSForgeFlow,-,-,-,-,0
GasparJarsa,1,-,1,3,5
MariaBForgeFlow,-,1,4,-,3
MarwanBHL,3,1,-,-,3
MayteGLC,-,-,-,5,5
Mikheil-21,5,-,-,-,2
MrTango,-,-,3,1,3
OmniaGit,1,-,-,-,1
OscarIndias,-,1,2,2,4
Shamsidinkhon,2,1,1,-,3
TesaLazarenko,2,2,-,-,3
ThinkopenDev,3,-,1,1,4
Urvisha-OSI,-,-,-,-,0
VEscaname,1,1,2,1,4
Vandan-OSI,2,2,-,-,3
Vang-NguyenPhu,2,-,1,-,2
alejandro-vallejoFL,1,-,2,1,3
alfredoavanzosc,2,-,-,-,1
atorreiro,1,-,1,3,5
barkat-matthias,-,1,-,4,5
bvanjeelharia,-,2,1,1,4
cesarlr,2,1,1,-,3
chafique-delli,1,-,2,1,3
chrisprintfactory,-,-,5,-,2
danila12,1,1,-,3,5
diggy128,-,-,4,-,2
eantones,-,-,1,4,5
evanomnisoft,1,1,3,-,4
fardinmardani,-,-,1,4,5
flachica,-,-,3,-,2
hwangh95,2,1,2,-,4
jorge-luis-dev,1,-,-,4,5
lanto-razafindrabe,2,-,1,-,2
marcos-mendez,1,-,4,-,3
mart-e,-,-,-,5,5
mdurepos,3,-,1,-,3
michelerusti,2,2,-,-,3
miquelalzanillas,-,-,-,5,5
mourad-ehm,-,1,1,2,4
mtbochaca,2,1,-,1,3
niboo-sam,3,-,-,-,2
nramosdev,-,2,-,-,2
oihane,1,1,-,3,5
oo-landoo,1,-,2,1,3
p-tombez,2,-,1,-,2
polqubiq,1,-,3,-,3
scigghia,1,-,-,1,2
simoneversienti,-,-,2,2,3
stenext,1,-,3,1,4
syera94,1,-,-,4,5
vdewulf,-,-,3,2,4
xaviedoanhduy,2,-,1,2,4
xmglord,2,1,-,1,3
yaseentai,2,-,-,1,2
Ahmedahasssan,1,-,1,2,4
AlexanderPashuk,1,3,-,-,4
BT-rmartin,-,-,-,3,3
Highcooley,1,-,1,1,3
InigoGR,1,-,2,1,3
JonathanStein,-,-,2,-,1
OSevangelist,-,-,4,-,2
PieterPaulussen,1,-,1,2,4
RemiFr82,2,-,2,-,3
Sanazzzmi,-,-,1,3,4
SicurSam,-,-,-,4,4
TonyMasciI,-,-,2,1,2
acpMicrocom,2,1,1,-,3
almumu,-,2,1,1,4
amkarthik,-,1,-,2,3
anikeenko-viktor,1,2,1,-,4
ap-wtioit,2,2,-,-,3
arfbin,2,1,1,-,3
baimont,-,-,-,1,1
bodedra,-,-,2,2,3
chusamo,-,-,-,-,0
cjallais,1,-,2,-,2
dhp-denero,2,-,1,-,2
enriquemartin,-,-,-,3,3
felipezago,-,-,-,-,0
fredzamoabg,-,1,-,-,1
hapolinario,2,-,2,-,3
hodeinavarro,1,-,2,-,2
igallart,-,1,1,2,4
jackom83,-,-,-,4,4
jado95,-,-,1,1,2
jarmokortetjarvi,1,-,1,-,2
kikopeiro,-,-,1,3,4
lav-adhoc,1,-,1,-,2
lfdivino,-,-,-,-,0
locdang8,-,4,-,-,4
maisim,1,1,2,-,3
marcelofrare,-,-,-,4,4
mariadforgeflow,-,-,-,-,0
michaelslade54,1,-,-,-,1
miguelpadin,1,1,-,-,2
mmrondon,3,-,-,1,3
ntodorova,2,1,1,-,3
omar7r,1,-,-,-,1
pre-commit-ci[bot],2,2,-,-,3
ramibha,2,2,-,-,3
rconjour,2,1,1,-,3
rlemeur,-,-,-,4,4
rodmad85,1,-,2,-,2
sergiobstoj,2,-,-,2,3
smussie,2,-,-,-,1
steeluis,1,-,2,-,2
stephansainleger,2,-,2,-,3
suniagajose,-,-,4,-,2
sylvainvh,1,1,1,1,4
uolaizola,2,1,1,-,3
vasi26ro,2,2,-,-,3
whulshof,-,-,1,2,3
26houseRobot,2,-,-,-,1
Aldeigja,-,-,-,1,1
AlmustafaNET,-,-,3,-,2
CiroBoxHub,-,-,2,1,2
FLNerea,-,-,1,2,3
Fabiola-Auz,-,-,-,3,3
FranciscoFactorLibre,-,-,2,1,2
GauthierWillaerts,-,-,1,2,3
Gerloav,2,-,1,-,2
JanQubiQ,-,-,2,1,2
Jortolsa-S73,-,-,-,3,3
JulienMartinez,-,-,-,3,3
Lukwos,1,1,-,1,3
MBSALDarwish,1,-,1,-,2
Marianna-Marasco,-,-,2,1,2
Matthwhy,-,-,1,2,3
