User,CPRs,MPRs,Cts,Reviews,CI
pedrobaeza,72,73,950,864,976
rousseldenis,14,14,304,219,254
victoralmau,128,128,142,127,278
rvalyi,53,43,225,110,175
simahawk,8,6,202,214,237
legalsylvain,45,40,199,133,194
etobella,25,29,163,140,187
francesco-ooops,-,-,270,111,127
jbaudoux,18,16,113,189,220
dreispt,27,13,222,58,91
thomaspaulb,20,20,194,75,113
chienandalu,31,29,46,201,242
LoisRForgeFlow,36,36,120,108,161
gurneyalex,20,8,160,107,132
aleuffre,25,24,76,143,181
SirAionTech,45,17,98,92,126
sergiocorato,21,24,114,80,119
alexis-via,50,53,98,19,89
marcelsavegnago,21,28,77,91,132
AaronHForgeFlow,40,22,83,67,104
lmignon,13,10,91,102,125
bosd,25,22,110,56,93
yajo,32,25,70,71,110
dhongu,50,43,90,10,70
renda-dev,59,48,28,56,117
eLBati,39,23,87,32,71
HaraldPanten,-,-,117,69,80
pilarvargas-tecnativa,36,34,43,72,119
carolinafernandez-tecnativa,45,37,46,47,97
StefanRijnhart,15,8,74,81,101
sebalix,30,20,43,76,108
santostelmo,19,12,32,100,122
hbrunn,18,11,54,75,98
EmilioPascual,29,19,43,49,80
alexey-pelykh,16,5,79,42,60
sbidoul,11,11,83,37,60
rafaelbn,-,-,54,76,83
CarlosRoca13,16,20,41,50,80
mileo,-,-,56,69,76
PicchiSeba,30,26,20,45,81
mbcosta,26,24,46,26,62
sergio-teruel,25,24,31,36,71
Saran440,41,18,34,10,40
AungKoKoLin1997,28,17,25,33,60
CRogos,16,9,31,48,67
antoniospneto,9,7,30,54,69
JordiMForgeFlow,18,11,16,55,74
feketemihai,14,11,63,9,32
ivs-cetmix,4,3,35,51,62
JordiBForgeFlow,15,7,41,25,42
manuelregidor,20,18,29,26,54
Shide,10,9,28,43,60
robinkeunen,9,7,25,48,63
MiquelRForgeFlow,12,8,12,54,69
mt-software-de,13,9,25,44,62
GuillemCForgeFlow,11,7,17,44,58
grindtildeath,14,5,33,32,46
carlosdauden,9,7,11,58,71
norlinhenrik,13,-,38,30,40
QuocDuong1306,29,17,18,10,37
primes2h,13,4,39,25,39
victor-champonnois,14,6,29,26,41
yostashiro,1,1,12,63,68
ivantodorovich,5,3,17,51,60
Borruso,13,19,13,25,51
TheMule71,6,6,28,27,41
nguyenminhchien,25,19,16,12,40
celm1990,7,8,32,24,40
kaynnan,16,10,15,24,42
cyrilmanuel,1,1,24,42,49
dalonsod,11,10,33,13,32
fkantelberg,11,10,28,18,37
remytms,10,5,21,30,43
quentinDupont,17,1,12,36,45
Tisho99,20,15,25,5,29
flotho,7,1,24,31,40
john-herholz-dt,13,6,20,27,41
renatonlima,4,3,20,39,48
andreampiovesana,1,-,24,36,42
trisdoan,22,6,25,6,22
tuantrantg,21,14,17,9,32
TDu,17,5,14,26,39
ValentinVinagre,-,-,30,35,40
leemannd,7,4,27,22,34
odooNextev,9,10,20,18,35
robyf70,10,4,23,26,38
bealdav,7,7,27,19,34
stananatanaela,30,29,3,-,36
remi-filament,17,15,21,8,32
dessanhemrayev,11,9,13,25,41
cvinh,12,6,12,27,40
huguesdk,6,5,20,25,37
ilyasProgrammer,14,9,20,13,30
HviorForgeFlow,2,1,29,19,27
sonhd91,15,11,15,15,34
JuMiSanAr,14,7,15,14,29
luisg123v,1,1,16,37,43
BernatPForgeFlow,18,18,6,10,35
NL66278,4,3,20,24,33
matteoopenf,3,4,33,12,23
kittiu,12,1,23,10,19
bizzappdev,22,4,8,9,21
florian-dacosta,6,9,14,18,33
tafaRU,-,2,29,18,25
sbejaoui,9,11,7,20,37
NICO-SOLUTIONS,8,6,17,16,29
adrian-dks,21,12,3,4,22
JasminSForgeFlow,12,8,5,12,26
mmequignon,3,3,6,30,37
petrus-v,15,3,8,19,29
astirpe,12,7,9,15,28
ramiadavid,5,7,14,15,28
SilvioC2C,16,13,5,9,28
vincent-hatakeyama,16,7,13,2,17
DavidJForgeFlow,14,10,2,13,28
nilshamerlinck,11,6,11,7,20
FrancoMaxime,-,-,2,34,35
IT-Ideas,8,3,19,7,17
edlopen,7,4,18,8,19
benwillig,18,4,5,8,18
ACheung-FactorLibre,6,7,11,9,22
MohamedOsman7,9,4,8,11,21
Nikul-OSI,12,5,14,1,13
nimarosa,4,4,21,4,15
ntsirintanis,12,7,8,4,17
AnizR,11,4,6,10,20
yankinmax,8,1,9,12,19
RodrigoBM,1,1,22,7,14
bofiltd,-,-,-,31,31
ecino,3,3,20,3,12
sebastienbeau,7,1,11,9,16
AndreuOForgeFlow,10,6,3,11,22
MaurizioPellegrinet,-,-,2,28,29
ThomasBinsfeld,7,2,3,14,20
luc-demeyer,4,6,13,2,14
aritzolea,5,3,7,12,20
fd-oerp,3,4,15,7,17
geomer198,2,1,4,20,24
ioans73,5,3,7,14,22
toita86,8,3,3,13,21
angelinaanaki,2,1,7,18,23
fcvalgar,-,-,4,24,26
PauBForgeFlow,7,8,3,8,20
max3903,2,1,11,13,19
moylop260,6,6,10,5,17
ps-tubtim,-,5,2,8,14
DemchukM,4,3,-,19,24
DorianMAG,5,2,14,3,11
Gelojr,-,-,1,25,26
SMaciasOSI,3,4,14,4,13
zamberjo,2,1,10,11,17
houzefa-abba,14,2,8,1,10
thienvh332,10,9,1,3,16
giarve,2,-,12,9,14
tien-ld,4,1,3,15,20
yvaucher,2,1,12,8,14
bguillot,2,-,14,6,11
lef-adhoc,7,5,6,5,15
marielejeune,5,5,9,3,13
mostafabarmshory,4,1,12,4,10
Kev-Roche,3,1,7,8,13
aliciagaarzo,7,5,-,6,14
dependabot[bot],9,3,5,-,8
GSLabIt,3,3,2,11,17
augustodinizl,2,1,15,2,8
hildickethan,7,4,4,4,13
jaydeep32,10,1,8,1,8
rov-adhoc,8,3,5,4,12
siemenv,10,1,8,1,8
amh-mw,5,1,7,6,12
hparfr,2,-,3,9,12
MarinaAForgeFlow,7,2,3,7,13
Rad0van,3,1,7,7,12
bruno-zanotti,3,1,11,3,9
dmitriypaulov,8,1,1,8,13
njeudy,1,1,10,7,12
clementmbr,4,2,5,7,13
ghost,2,3,5,-,7
ljsalvatierra-factorlibre,-,1,8,9,13
CarlosVForgeFlow,7,2,-,8,13
Dranyel-Bosd,-,-,1,16,17
FranzPoize,4,3,7,3,11
lk-eska,2,1,13,1,7
rlucia,4,3,8,1,9
