User,CPRs,MPRs,Cts,Reviews,CI
pedrobaeza,16,17,329,320,359
thomaspaulb,19,19,170,48,84
victoralmau,53,53,64,50,118
rousseldenis,4,4,109,89,105
etobella,3,8,55,62,79
simahawk,3,3,59,68,80
legalsylvain,11,14,57,47,72
LoisRForgeFlow,12,13,48,50,73
sergiocorato,6,14,63,30,54
chienandalu,9,5,22,74,87
francesco-ooops,-,-,77,33,42
aleuffre,8,5,24,71,84
StefanRijnhart,6,5,50,43,58
jbaudoux,5,3,23,68,78
rvalyi,7,12,52,24,46
bosd,8,9,44,27,45
lmignon,7,5,40,37,51
pilarvargas-tecnativa,11,14,19,38,60
HaraldPanten,-,-,49,33,40
AaronHForgeFlow,14,7,28,27,43
SirAionTech,12,6,28,33,48
gurneyalex,12,3,45,15,28
marcelsavegnago,4,5,26,33,45
eLBati,14,12,33,8,29
alexis-via,12,19,27,7,35
hbrunn,3,2,26,29,38
renda-dev,16,16,6,24,46
dreispt,1,1,37,12,20
santostelmo,6,2,6,43,50
sebalix,11,4,13,27,38
renatonlima,4,3,18,30,39
rafaelbn,-,-,19,30,34
PicchiSeba,8,11,4,24,40
remytms,4,3,14,27,36
yajo,6,5,15,20,31
victor-champonnois,5,2,18,20,28
JordiMForgeFlow,9,6,6,23,34
carolinafernandez-tecnativa,12,9,6,15,30
ivs-cetmix,2,2,21,19,27
mbcosta,4,5,18,15,26
robinkeunen,5,1,9,25,31
AungKoKoLin1997,10,8,7,10,24
MiquelRForgeFlow,6,3,6,22,30
manuelregidor,9,8,11,12,26
norlinhenrik,6,-,16,16,22
feketemihai,7,5,26,1,14
stananatanaela,19,19,-,-,23
BernatPForgeFlow,15,15,2,6,26
CarlosRoca13,4,7,13,12,25
EmilioPascual,7,5,9,12,23
antoniospneto,3,3,14,14,22
sbidoul,-,1,28,6,12
TheMule71,2,4,14,11,20
ValentinVinagre,-,-,17,15,19
cvinh,7,5,6,11,21
Tisho99,9,7,10,4,17
fkantelberg,4,4,17,5,15
remi-filament,8,8,9,5,19
mmequignon,2,1,4,21,25
sergio-teruel,12,8,5,3,17
CRogos,8,3,8,9,18
Shide,5,3,9,11,19
andreampiovesana,-,-,11,12,15
bealdav,4,3,9,9,17
carlosdauden,-,-,4,22,24
dessanhemrayev,2,3,7,14,21
flotho,2,1,7,13,18
Saran440,14,5,4,1,12
florian-dacosta,2,4,7,8,16
ivantodorovich,1,1,4,18,22
mileo,-,-,10,14,17
JordiBForgeFlow,4,3,14,2,11
odooNextev,3,5,6,7,16
Borruso,2,9,4,6,18
JuMiSanAr,7,-,6,9,14
dhongu,3,4,14,1,10
ilyasProgrammer,4,3,8,7,15
kaynnan,6,3,6,4,12
tafaRU,-,1,12,7,11
matteoopenf,-,1,12,6,10
alexey-pelykh,-,-,10,8,11
grindtildeath,4,-,8,6,11
huguesdk,-,1,5,11,14
leemannd,1,-,8,9,13
nimarosa,3,3,10,2,10
yostashiro,-,-,4,14,16
DavidJForgeFlow,7,6,-,4,13
TDu,4,1,3,9,14
edlopen,3,1,10,2,8
nguyenminhchien,5,5,5,1,10
quentinDupont,7,1,3,6,11
yvaucher,1,-,8,7,11
ACheung-FactorLibre,2,4,4,6,13
john-herholz-dt,2,1,3,10,14
primes2h,4,-,9,3,8
thienvh332,6,5,-,3,10
AnizR,6,1,5,2,8
astirpe,5,5,3,1,10
geomer198,1,-,3,10,13
rlucia,2,3,8,1,8
trisdoan,9,-,5,1,6
NL66278,-,3,4,7,12
ioans73,2,2,4,6,11
luisg123v,-,-,4,10,12
SilvioC2C,3,10,-,-,12
jaydeep32,10,-,2,-,5
Dranyel-Bosd,-,-,1,11,12
MarinaAForgeFlow,6,2,2,2,8
dalonsod,1,1,5,4,8
njeudy,1,1,10,-,5
Nikul-OSI,4,-,6,-,4
aayartsev,3,2,1,4,9
aritzolea,1,-,1,7,9
celm1990,1,1,2,7,10
dependabot[bot],5,-,3,-,4
ecino,1,2,6,1,6
marielejeune,2,2,5,2,8
milinsoft,3,-,4,2,6
mt-software-de,2,2,2,5,10
petrus-v,4,-,2,5,8
zamberjo,-,-,4,6,8
GuillemCForgeFlow,-,-,-,9,9
IT-Ideas,4,1,3,2,7
MaurizioPellegrinet,-,-,2,8,9
QuocDuong1306,5,1,1,2,6
angelgarciadelachica,3,3,4,-,7
augustodinizl,2,1,4,2,6
bguillot,2,-,5,3,7
chandni299,3,3,3,1,7
giarve,1,-,5,4,7
javierobcn,-,1,2,7,9
ramiadavid,-,2,4,4,8
robyf70,3,2,4,1,7
sonhd91,5,-,5,-,4
hparfr,2,-,3,2,5
mcojocaru,4,4,1,-,7
mrcast,-,-,2,7,8
nilshamerlinck,2,3,2,1,7
pedroguirao,4,1,2,2,6
peluko00,1,-,5,1,4
raistdev,3,3,3,-,6
sbejaoui,2,5,-,1,7
siemenv,7,-,2,-,4
tuantrantg,3,2,2,-,5
CristianoMafraJunior,2,2,1,3,7
FranzPoize,2,1,4,1,5
HviorForgeFlow,1,-,3,3,6
JaumeBforgeFlow,4,1,1,1,5
JoanSForgeFlow,3,1,-,3,6
PauBForgeFlow,3,2,-,3,7
ajaniszewska-dev,2,1,1,4,7
benwillig,5,1,2,-,5
bizzappdev,1,-,2,2,4
braisab,4,4,-,-,6
bruno-zanotti,-,-,5,3,5
carmenbianca,2,2,2,1,6
danielduqma,3,-,-,5,7
em230418,-,-,1,7,8
len-foss,1,2,4,1,6
newtratip,2,-,4,2,5
wouitmil,5,-,2,-,4
KKamaa,-,-,1,6,7
ThiagoMForgeFlow,2,3,-,2,6
coffeinisfun,6,-,1,-,3
cubells,-,1,1,-,2
cyrilmanuel,-,1,-,6,7
fcvalgar,-,-,1,6,7
fd-oerp,2,-,4,1,4
kanda999,-,-,3,4,6
marylla,-,-,7,-,3
percevaq,1,1,3,1,5
rrebollo,-,-,6,1,3
