Organizations,MPRs,CPRs,Users,Reviews,Cts
Tecnativa,352,362,8,1.002,1.544
ForgeFlow,171,250,24,519,977
akretion,148,181,14,357,954
PyTech-SRL,97,114,3,353,613
camptocamp,78,134,15,465,587
acsone,66,99,15,265,514
moduon,56,77,4,360,448
Escodoo,45,41,5,134,304
NextERP-Romania,45,49,3,5,211
terrabit-ro,44,51,2,10,212
sygel-technology,36,43,3,159,240
ursais,29,70,8,70,255
grap,28,61,2,107,147
coopiteasy,26,41,5,163,212
sunflowerit,26,31,2,63,135
factorlibre,25,37,12,134,216
ecosoft-odoo,24,66,3,44,198
efatto,24,21,1,52,166
dixmit,23,30,2,94,184
eLBati,23,39,1,83,166
bosd,22,25,1,69,174
cetmix,21,36,8,217,213
Studio73,20,33,7,65,145
Borruso,19,13,1,61,163
nguyenminhchien,19,25,1,54,131
qrtl,18,30,3,96,137
QuocDuong1306,17,29,1,74,100
SirAionTech,17,45,1,65,181
lefilament,15,16,2,29,44
nguyenvietlam0640,15,-,1,20,8
