User;CPRs;MPRs;Cts;Reviews;CI
pedrobaeza;345;342;"4.910";"3.237";"3.668"
rousseldenis;117;79;"1.255";820;945
simahawk;171;163;904;659;865
chienandalu;184;166;312;"1.200";"1.397"
legalsylvain;158;134;960;578;756
rvalyi;105;77;840;481;597
victoralmau;434;392;291;388;818
etobella;335;240;569;323;605
"francesco-ooops";"-";"-";950;353;384
LoisRForgeFlow;139;136;504;439;609
jbaudoux;39;17;325;750;791
AaronHForgeFlow;73;53;431;417;499
rafaelbn;"-";"-";672;317;343
lmignon;73;61;326;440;528
MiquelRForgeFlow;140;160;193;371;557
sbidoul;102;94;434;180;305
marcelsavegnago;89;71;304;321;419
Saran440;193;123;291;143;297
"alexis-via";175;157;341;74;263
"pilarvargas-tecnativa";172;150;148;238;413
yajo;96;85;246;210;320
dreispt;47;20;408;117;164
aleuffre;119;79;165;188;291
"sergio-teruel";106;115;132;215;352
CarlosRoca13;100;96;79;286;401
tafaRU;21;13;374;150;187
TDu;96;75;118;248;344
bosd;67;41;299;126;192
sebalix;59;53;140;275;348
antoniospneto;71;55;153;225;301
sergiocorato;119;51;205;103;179
"mt-software-de";74;51;200;151;225
ivantodorovich;33;36;189;215;270
"stefan-tecnativa";105;98;66;172;288
odooNextev;100;42;153;120;184
dhongu;124;113;154;17;154
matteoopenf;32;14;244;99;134
hbrunn;56;28;154;115;163
SirTakobi;78;50;136;81;151
HviorForgeFlow;15;18;209;118;154
gurneyalex;20;14;188;136;168
RodrigoBM;35;29;141;123;170
max3903;15;10;163;143;170
NL66278;31;19;141;120;156
carlosdauden;37;38;31;222;272
mileo;7;4;151;122;141
feketemihai;47;46;222;11;79
AungKoKoLin1997;102;55;82;63;137
carmenbianca;47;28;90;136;180
astirpe;55;39;83;123;179
ilyasProgrammer;84;65;74;71;154
eLBati;15;8;159;105;129
thomaspaulb;18;11;176;90;119
"ao-landoo";66;59;131;40;119
HaraldPanten;"-";"-";194;111;125
SirAionTech;50;21;86;145;182
StefanRijnhart;24;27;164;83;128
Borruso;78;51;80;75;144
Shide;54;44;67;126;186
yostashiro;8;6;75;204;221
JordiMForgeFlow;47;39;65;138;192
felipemotter;44;38;110;94;149
"ps-tubtim";83;51;31;99;165
sbejaoui;79;37;49;99;152
yankinmax;35;28;93;118;162
JordiBForgeFlow;32;20;141;55;93
dalonsod;39;31;125;75;123
mmequignon;29;20;53;162;195
CRogos;39;30;132;62;110
sebastienbeau;39;30;107;72;119
geomer198;30;18;39;168;198
huguesdk;48;36;94;73;126
"dsolanki-initos";95;25;43;45;86
bizzappdev;92;16;58;12;45
nimarosa;8;7;156;74;96
grindtildeath;33;32;70;100;146
"petrus-v";41;18;40;125;156
hparfr;19;11;76;128;152
hildickethan;33;25;76;95;134
"ivs-cetmix";7;3;103;114;130
"ernesto-garcia-tecnativa";56;42;79;39;97
bealdav;29;18;70;96;128
"florian-dacosta";40;31;85;58;105
mbcosta;52;44;92;32;93
andreampiovesana;11;2;83;116;130
ernestotejeda;45;40;70;61;116
luisg123v;5;3;69;139;153
JuMiSanAr;54;45;29;80;138
BernatPForgeFlow;79;58;12;50;120
renatonlima;40;36;58;73;123
"Yadier-Tecnativa";38;36;75;59;110
"carolinafernandez-tecnativa";52;36;67;47;98
kaynnan;60;35;49;46;96
marielejeune;50;43;40;63;119
TheMule71;28;23;75;72;109
moylop260;7;8;134;44;66
polqubiq;28;17;81;58;89
celm1990;34;26;93;35;76
ghost;68;39;43;"-";54
GuillemCForgeFlow;33;29;40;76;117
JasminSForgeFlow;51;35;31;56;104
robinkeunen;22;15;97;43;73
santostelmo;36;20;41;76;108
nguyenminhchien;39;23;35;72;107
FrancoMaxime;19;10;17;124;142
"ljsalvatierra-factorlibre";28;18;70;50;82
dessanhemrayev;32;18;9;100;127
leemannd;13;4;69;77;93
"ndd-odoo";23;41;46;50;103
GSLabIt;13;11;25;110;130
ValentinVinagre;8;7;60;84;102
"victor-champonnois";19;17;47;74;102
DavidJForgeFlow;47;36;21;50;97
EmilioPascual;40;36;28;53;101
"josep-tecnativa";53;49;52;4;67
mcojocaru;72;67;1;"-";76
"renda-dev";52;40;15;35;86
"hugo-cordoba";17;10;71;41;64
primes2h;4;5;81;49;65
alan196;44;17;37;29;59
manuelregidor;35;30;50;22;65
ChrisOForgeFlow;40;32;28;27;71
remytms;19;10;26;78;97
stananatanaela;68;65;"-";"-";73
flotho;10;4;48;66;80
"ferran-S73";22;17;57;31;60
antonag32;23;21;58;26;59
"BT-anieto";11;14;61;43;68
QuocDuong1306;36;22;39;26;60
angelgarciadelachica;37;35;50;4;52
OriolMForgeFlow;38;29;18;37;76
acsonefho;16;6;35;60;76
ygcarvalh;24;12;33;51;74
"luc-demeyer";29;16;50;19;47
bvanjeelharia;23;19;41;35;65
cyrilmanuel;11;3;16;86;96
guewen;7;5;62;42;58
fcvalgar;1;1;23;91;98
kittiu;1;10;68;26;45
ramiadavid;26;26;35;26;63
"ajaniszewska-dev";17;9;21;53;71
JuanyDForgeflow;22;28;22;32;69
tarteo;14;7;48;38;56
zamberjo;24;20;35;31;62
OpenCode;9;8;46;45;63
"xavier-bouquiaux";20;21;29;25;56
GabbasovDinar;9;10;10;74;90
"Kev-Roche";18;6;18;48;62
felipezago;30;9;23;31;50
cvinh;12;13;56;16;40
yvaucher;5;2;63;29;41
PierrickBrun;19;7;36;21;38
"Reyes4711-S73";20;12;39;24;47
StephaneMangin;8;4;41;44;57
sonhd91;27;18;31;11;40
"aktiv-heli-kantawala";43;4;7;8;21
elvise;"-";"-";68;28;36
PicchiSeba;20;11;36;23;44
rven;21;12;35;20;42
JoanSForgeFlow;16;8;9;49;64
brian10048;18;17;37;14;41
jguenat;17;12;34;27;49
omar7r;17;15;24;37;61
"patrickt-oforce";15;4;33;36;50
"remi-filament";18;16;29;26;52
"RabbitJon-S73";15;13;52;12;36
nilshamerlinck;19;8;28;26;44
ypapouin;29;16;19;19;45
mariadforgeflow;9;5;9;66;77
"vincent-hatakeyama";23;16;33;14;41
glitchov;33;19;18;10;39
Aldeigja;15;13;22;35;57
dzungtran89;20;19;32;11;40
ecino;20;4;47;15;30
fkantelberg;18;11;31;23;44
sanchonuria;26;21;3;31;59
TheerayutEncoder;18;10;7;37;54
bguillot;8;5;47;22;37
"len-foss";15;5;31;28;42
