User;CPRs;MPRs;Cts;Reviews;CI
pedrobaeza;62;60;585;365;457
rousseldenis;10;5;174;88;109
simahawk;30;28;118;77;121
victoralmau;69;77;49;41;133
chienandalu;13;10;31;129;148
etobella;29;22;58;42;77
yankinmax;18;16;45;52;79
lmignon;4;2;29;92;101
MiquelRForgeFlow;22;16;37;36;63
LoisRForgeFlow;13;12;50;36;59
Saran440;34;19;32;23;53
AaronHForgeFlow;2;1;44;54;63
rafaelbn;"-";"-";61;32;40
jbaudoux;1;"-";6;80;83
"alexis-via";19;10;40;9;30
legalsylvain;1;4;35;38;49
rvalyi;4;3;44;28;40
"sergio-teruel";21;18;14;23;49
CarlosRoca13;6;7;6;52;64
bosd;4;7;38;21;36
"francesco-ooops";"-";"-";55;13;20
"ernesto-garcia-tecnativa";18;14;23;9;32
"pilarvargas-tecnativa";16;12;19;15;35
polqubiq;12;4;21;23;35
ivantodorovich;5;9;20;21;37
sebalix;4;2;16;30;38
marcelsavegnago;7;8;20;14;29
nimarosa;1;2;35;13;22
felipemotter;8;7;17;17;31
sanchonuria;21;14;"-";11;30
huguesdk;14;3;13;15;25
sbejaoui;15;5;10;14;26
carmenbianca;7;6;12;19;31
astirpe;8;5;9;20;31
"stefan-tecnativa";12;12;4;16;33
TDu;13;5;3;20;30
"ps-tubtim";9;2;6;22;29
carlosdauden;5;3;3;29;36
gurneyalex;6;2;20;10;19
bvanjeelharia;2;2;19;16;24
mmequignon;4;5;5;24;33
CRogos;13;3;16;3;14
kluna1998;11;12;"-";14;29
tafaRU;1;1;24;10;17
yostashiro;3;2;13;16;23
yvaucher;1;1;29;3;10
JuanyDForgeflow;9;7;5;12;24
StefanRijnhart;3;4;22;5;15
SirTakobi;10;5;12;3;15
ernestotejeda;8;6;12;6;18
yajo;4;6;12;11;22
HviorForgeFlow;4;4;14;9;19
robinkeunen;3;3;17;8;17
sbidoul;3;6;14;7;18
"victor-champonnois";5;6;15;4;16
dreispt;3;1;17;8;15
DavidJForgeFlow;13;9;4;4;19
JuMiSanAr;7;4;5;13;22
Shide;8;2;7;13;20
"mt-software-de";4;3;10;12;20
antoniospneto;5;3;7;14;22
hildickethan;6;2;14;5;13
NL66278;1;2;15;6;13
"ao-landoo";5;4;16;1;11
kittiu;"-";5;18;3;12
flachica;2;"-";7;14;18
JordiBForgeFlow;1;3;13;5;13
RodrigoBM;5;2;6;7;14
"dsolanki-initos";3;3;8;10;18
sebastienbeau;4;3;8;5;13
FrancoMaxime;7;3;4;9;17
cubells;5;3;8;"-";8
feketemihai;"-";"-";23;"-";5
ilyasProgrammer;8;6;2;3;13
"florian-dacosta";4;"-";12;6;11
hieulucky111;"-";"-";"-";22;22
matteoopenf;1;1;16;4;10
mcojocaru;10;11;"-";"-";14
sonhd91;9;7;3;2;14
"Kev-Roche";4;3;3;9;16
renatonlima;4;5;5;6;15
JordiMForgeFlow;5;4;6;5;14
dzungtran89;6;6;7;"-";11
eLBati;2;1;2;8;12
sergiocorato;7;1;6;6;12
hparfr;"-";"-";7;10;13
Borruso;9;1;4;3;9
PierrickBrun;6;"-";9;2;7
"ajaniszewska-dev";1;2;3;9;14
dannyadair;5;5;7;"-";10
grindtildeath;3;1;7;6;11
hbrunn;2;"-";3;10;13
rven;3;2;6;6;12
suker;2;2;8;5;11
AungKoKoLin1997;5;4;4;3;11
cvinh;1;2;9;3;9
leemannd;1;1;4;10;14
"petrus-v";5;"-";5;5;9
tarteo;3;"-";6;7;11
"RabbitJon-S73";5;1;8;1;7
"Reyes4711-S73";4;3;4;4;11
dalonsod;2;"-";8;5;9
ghost;5;5;2;"-";9
max3903;1;1;5;8;12
"vincent-hatakeyama";8;3;4;"-";8
