Organizations;MPRs;CPRs;Users;Reviews;Cts
Tecnativa;113;112;10;355;482
ForgeFlow;71;94;16;231;349
camptocamp;36;37;8;189;234
acsone;35;51;10;125;255
akretion;30;34;7;80;245
Escodoo;23;36;3;61;137
"terrabit-ro";19;22;1;"-";78
coopiteasy;18;10;4;80;104
locdang8;16;20;1;20;33
"ndd-odoo";13;18;1;69;48
"PyTech-SRL";10;17;2;27;76
factorlibre;9;14;7;28;64
legalsylvain;9;5;1;17;56
"mt-software-de";9;14;1;80;74
Engenere;8;5;2;22;53
"c4a8-odoo";8;6;1;45;73
moduon;8;10;4;45;63
SirTakobi;7;11;1;34;64
Studio73;7;12;5;24;45
efatto;6;17;1;33;61
qrtl;6;8;1;23;43
"NextERP-Romania";5;3;2;"-";22
cetmix;5;12;4;67;57
"ecosoft-odoo";5;18;2;19;44
initOS;5;19;2;17;42
kmee;5;13;4;31;74
"landoo-es";5;7;1;19;26
"vauxoo-dev";5;11;3;12;37
Borruso;4;11;1;36;49
SonCrits;4;10;1;5;19
