User;CPRs;MPRs;Cts;Reviews;CI
pedrobaeza;273;275;"3.726";"2.274";"2.627"
rousseldenis;94;57;"1.069";689;788
legalsylvain;120;106;725;417;561
chienandalu;132;120;235;861;"1.008"
simahawk;128;119;586;399;554
victoralmau;347;319;240;266;619
rvalyi;79;60;645;373;467
LoisRForgeFlow;94;92;370;301;422
jbaudoux;24;10;214;606;636
rafaelbn;"-";"-";580;260;284
etobella;130;116;349;214;360
AaronHForgeFlow;52;43;346;322;391
"francesco-ooops";"-";"-";567;199;223
MiquelRForgeFlow;106;122;165;299;444
lmignon;44;39;226;367;428
marcelsavegnago;67;56;253;259;339
Saran440;152;87;198;119;232
"alexis-via";125;118;247;47;192
sbidoul;61;59;310;110;194
"pilarvargas-tecnativa";121;102;92;172;295
"sergio-teruel";83;93;112;177;290
CarlosRoca13;76;80;60;250;346
yajo;58;53;179;158;232
tafaRU;19;10;303;113;145
TDu;73;52;83;208;278
sebalix;44;37;105;228;282
ivantodorovich;30;31;155;177;226
antoniospneto;56;42;129;165;226
"stefan-tecnativa";92;83;57;155;255
SirTakobi;78;46;136;81;147
"mt-software-de";56;33;130;125;177
hbrunn;48;21;129;105;144
sergiocorato;77;31;136;65;116
aleuffre;70;36;92;95;149
dreispt;24;9;202;58;86
bosd;33;20;168;78;117
"ao-landoo";66;59;131;40;119
odooNextev;70;24;108;79;122
HviorForgeFlow;11;13;172;87;116
RodrigoBM;28;24;116;112;152
max3903;7;7;146;122;144
matteoopenf;23;12;178;62;92
StefanRijnhart;22;26;149;79;122
mileo;6;3;109;105;121
astirpe;46;26;68;112;153
felipemotter;43;34;98;81;131
carmenbianca;37;22;79;109;146
carlosdauden;29;30;23;172;212
AungKoKoLin1997;85;40;64;47;104
yankinmax;30;25;76;113;152
"ps-tubtim";79;40;29;81;135
dhongu;76;67;84;7;92
yostashiro;8;6;64;158;175
eLBati;11;4;109;85;103
nimarosa;7;6;147;69;90
NL66278;23;12;102;75;102
mmequignon;24;16;46;137;165
bizzappdev;92;15;58;11;43
"dsolanki-initos";95;19;43;45;80
thomaspaulb;13;6;125;67;88
ernestotejeda;45;40;70;61;116
Shide;39;32;49;92;137
"Yadier-Tecnativa";38;36;75;59;110
huguesdk;44;30;69;61;106
hildickethan;30;23;68;84;121
ilyasProgrammer;61;42;39;47;103
CRogos;28;23;97;52;90
hparfr;18;10;61;115;137
renatonlima;38;35;56;70;119
gurneyalex;15;10;97;73;97
feketemihai;24;24;143;8;49
sbejaoui;62;18;34;72;104
HaraldPanten;"-";"-";130;63;74
JuMiSanAr;47;42;27;69;123
JordiMForgeFlow;29;28;42;90;130
Borruso;66;26;42;41;82
TheMule71;26;21;70;67;101
JordiBForgeFlow;20;12;97;32;58
"ernesto-garcia-tecnativa";44;40;64;23;78
sebastienbeau;28;23;69;43;80
bealdav;23;8;54;78;98
dalonsod;19;16;87;47;77
marielejeune;46;39;30;52;103
andreampiovesana;10;2;64;89;102
luisg123v;5;3;55;105;118
"florian-dacosta";33;23;66;39;76
"petrus-v";28;13;23;82;105
polqubiq;26;15;63;45;73
"victor-champonnois";16;15;46;73;99
GuillemCForgeFlow;29;26;32;62;99
"ndd-odoo";21;39;39;47;97
geomer198;22;10;7;105;122
kaynnan;54;29;33;29;71
moylop260;7;8;99;28;49
"ljsalvatierra-factorlibre";23;17;62;38;68
leemannd;10;2;62;63;76
BernatPForgeFlow;50;38;6;38;86
FrancoMaxime;17;10;13;100;118
JasminSForgeFlow;34;28;27;44;83
grindtildeath;11;10;36;74;93
ghost;49;30;31;"-";43
mbcosta;34;28;57;10;51
remytms;19;8;25;77;94
"hugo-cordoba";14;8;64;40;60
DavidJForgeFlow;38;27;20;41;79
primes2h;3;4;70;46;60
alan196;40;14;33;27;53
"ferran-S73";19;15;53;29;56
robinkeunen;14;10;70;17;39
"ivs-cetmix";2;"-";41;68;76
mcojocaru;58;51;1;"-";60
bvanjeelharia;19;18;34;35;63
nguyenminhchien;23;10;18;54;73
JuanyDForgeflow;22;23;22;32;64
antonag32;18;16;43;25;52
flotho;8;4;37;48;61
zamberjo;23;19;32;28;57
felipezago;28;8;22;30;48
stananatanaela;49;48;"-";"-";55
ygcarvalh;19;9;26;40;58
acsonefho;11;5;29;43;57
tarteo;12;6;45;31;47
"ajaniszewska-dev";17;7;15;44;59
GabbasovDinar;9;9;7;64;79
omar7r;16;14;24;37;60
"BT-anieto";7;9;39;36;54
ChrisOForgeFlow;26;18;18;19;46
PierrickBrun;19;5;36;21;36
"Kev-Roche";15;6;13;41;54
"RabbitJon-S73";14;12;51;12;35
StephaneMangin;5;4;39;37;49
cvinh;9;10;52;14;34
"xavier-bouquiaux";20;18;23;20;47
SirAionTech;17;6;26;38;53
sanchonuria;26;21;3;31;59
dzungtran89;20;19;32;11;40
fcvalgar;1;1;19;66;72
manuelregidor;21;19;26;16;45
"Reyes4711-S73";17;8;34;23;41
GSLabIt;7;5;14;54;65
OriolMForgeFlow;25;19;7;28;55
PicchiSeba;17;10;35;16;36
"carolinafernandez-tecnativa";23;13;22;22;44
glitchov;32;16;15;10;36
jguenat;16;11;26;23;43
mariadforgeflow;8;3;9;58;67
yvaucher;4;2;54;18;29
EmilioPascual;22;21;13;22;51
ypapouin;29;15;17;14;39
Aldeigja;15;13;21;27;48
ValentinVinagre;5;4;30;37;49
"aktiv-heli-kantawala";43;3;7;8;20
rven;15;10;27;19;38
TheerayutEncoder;16;9;5;34;49
elvise;"-";"-";51;23;30
fkantelberg;15;10;30;17;36
kittiu;1;10;47;10;28
sonhd91;20;16;21;9;34
flachica;6;2;18;19;28
JoanSForgeFlow;14;5;5;39;50
"Urvisha-OSI";43;6;2;"-";14
baimont;10;8;14;32;47
kluna1998;16;18;"-";35;57
angelgarciadelachica;22;19;25;1;30
michelerusti;20;6;12;24;38
ramiadavid;13;20;24;12;41
JaumeBforgeFlow;20;11;6;23;41
hieulucky111;4;2;"-";60;64
"vincent-hatakeyama";18;12;20;12;33
"amh-mw";9;3;23;26;37
anddago78;21;15;17;6;30
dessanhemrayev;20;13;3;24;43
guewen;5;4;32;23;35
celm1990;8;8;27;21;37
