User;CPRs;MPRs;Cts;Reviews;CI
pedrobaeza;116;120;"1.123";665;829
rousseldenis;30;15;324;217;255
victoralmau;130;130;100;94;245
chienandalu;36;29;70;275;318
simahawk;35;29;147;99;146
lmignon;6;6;73;184;201
AaronHForgeFlow;11;11;118;100;125
MiquelRForgeFlow;46;45;63;80;140
etobella;42;34;97;57;107
rafaelbn;"-";"-";150;70;82
rvalyi;7;8;92;87;107
LoisRForgeFlow;21;21;85;62;97
legalsylvain;11;18;81;69;99
Saran440;50;23;64;33;71
yankinmax;20;18;59;62;92
ivantodorovich;17;14;45;64;89
jbaudoux;2;3;14;124;132
"alexis-via";31;18;66;18;50
"francesco-ooops";"-";"-";106;32;42
"sergio-teruel";34;35;26;38;84
sbidoul;13;17;73;22;51
"pilarvargas-tecnativa";39;27;31;25;64
CarlosRoca13;15;17;13;77;101
StefanRijnhart;12;14;66;28;54
sebalix;6;4;32;66;78
marcelsavegnago;18;19;38;28;57
NL66278;13;7;48;28;46
yajo;16;13;42;17;40
"ps-tubtim";23;3;18;38;50
yostashiro;5;2;24;55;64
TDu;21;11;7;42;60
astirpe;20;6;18;35;50
sbejaoui;19;6;19;33;48
"stefan-tecnativa";23;21;8;25;54
nimarosa;1;2;50;23;33
bosd;4;7;38;21;36
hbrunn;12;4;25;29;41
Shide;15;6;20;31;45
gurneyalex;7;2;35;27;38
carlosdauden;8;4;8;50;60
bizzappdev;39;"-";23;3;14
bvanjeelharia;8;6;27;25;39
felipemotter;10;8;18;32;47
sergiocorato;15;4;32;16;30
"ao-landoo";12;8;35;9;26
feketemihai;8;8;46;5;23
SirTakobi;24;7;20;12;28
"ernesto-garcia-tecnativa";18;14;23;9;32
dreispt;7;3;38;12;24
RodrigoBM;12;6;19;21;35
polqubiq;12;4;21;23;35
sanchonuria;24;16;1;15;37
DavidJForgeFlow;20;17;7;16;40
mmequignon;6;6;9;38;49
tafaRU;3;1;40;16;25
ernestotejeda;14;11;22;10;29
carmenbianca;9;10;17;19;36
yvaucher;2;1;42;9;18
JordiBForgeFlow;5;4;34;10;22
"victor-champonnois";11;9;26;7;24
