Organizations;MPRs;CPRs;Users;Reviews;Cts
Tecnativa;"1.603";"1.727";16;"4.397";"6.940"
ForgeFlow;750;934;24;"1.999";"3.904"
akretion;443;624;22;"1.374";"3.245"
acsone;402;583;20;"1.608";"2.683"
camptocamp;373;469;16;"1.629";"2.370"
"ecosoft-odoo";201;314;7;512;"1.306"
moduon;181;211;5;653;"1.160"
"NextERP-Romania";178;187;3;15;738
tegin;144;151;4;285;657
factorlibre;133;193;19;605;"1.169"
"PyTech-SRL";129;188;3;485;940
legalsylvain;118;115;1;324;763
"terrabit-ro";115;130;3;11;545
coopiteasy;106;154;6;568;834
Escodoo;99;146;5;328;695
Studio73;94;138;13;347;818
Engenere;92;114;2;326;731
cetmix;92;147;11;831;895
"sygel-technology";74;84;4;256;608
"vauxoo-dev";73;82;19;275;550
qrtl;66;124;4;337;512
ilyasProgrammer;65;83;1;276;531
ursais;60;191;16;228;770
dixmit;59;82;1;134;412
"landoo-es";59;66;1;108;351
Borruso;51;78;1;302;519
efatto;51;119;1;128;424
"mt-software-de";51;74;1;327;549
SirTakobi;50;78;1;206;428
kmee;48;102;11;326;610
