User;CPRs;MPRs;Cts;Reviews;CI
pedrobaeza;32;27;450;414;468
etobella;174;78;99;41;142
simahawk;15;19;149;149;184
chienandalu;24;23;23;148;181
"francesco-ooops";"-";"-";138;62;74
victoralmau;54;40;26;55;107
"josep-tecnativa";53;49;52;3;66
legalsylvain;2;2;68;59;71
AaronHForgeFlow;13;6;49;54;71
LoisRForgeFlow;9;9;48;55;74
MiquelRForgeFlow;21;24;18;51;84
rvalyi;9;3;52;43;56
rousseldenis;8;7;58;32;49
aleuffre;17;17;42;16;44
jbaudoux;6;2;28;60;70
lmignon;10;11;43;25;46
Saran440;19;10;41;13;34
SirAionTech;12;8;17;47;63
"pilarvargas-tecnativa";19;14;18;30;53
"alexis-via";15;18;33;7;35
sergiocorato;19;7;31;15;32
Borruso;3;18;20;30;54
OpenCode;7;4;29;30;42
"carolinafernandez-tecnativa";15;17;28;9;35
odooNextev;11;10;15;33;50
sbidoul;12;9;26;20;38
bosd;8;3;31;17;28
rafaelbn;"-";"-";45;15;22
QuocDuong1306;8;13;19;14;34
santostelmo;11;2;16;26;35
"stefan-tecnativa";13;14;9;17;38
dalonsod;8;7;23;13;28
GSLabIt;3;4;7;36;44
JordiMForgeFlow;7;6;10;27;39
grindtildeath;15;13;12;8;28
mbcosta;13;7;16;14;29
mileo;1;1;34;10;18
"sergio-teruel";8;7;11;22;35
marcelsavegnago;4;5;20;16;27
"renda-dev";18;9;8;10;26
JordiBForgeFlow;6;3;22;12;22
carlosdauden;4;4;3;35;43
eLBati;1;2;34;8;17
dhongu;9;10;20;4;21
tafaRU;"-";"-";30;14;19
"ernesto-garcia-tecnativa";11;2;13;13;22
ilyasProgrammer;9;6;13;13;26
sebastienbeau;5;3;14;18;27
yajo;5;4;15;16;26
Shide;8;8;10;8;22
TDu;5;6;10;17;28
sebalix;5;5;13;12;23
astirpe;7;5;10;8;19
RodrigoBM;6;4;17;4;15
feketemihai;4;4;23;2;13
ivantodorovich;"-";"-";11;20;23
sbejaoui;3;5;8;12;22
thomaspaulb;"-";1;15;10;15
polqubiq;1;1;15;13;19
JasminSForgeFlow;15;5;4;5;16
"florian-dacosta";3;7;10;9;21
andreampiovesana;1;"-";7;19;23
max3903;5;"-";10;12;17
HaraldPanten;"-";"-";11;15;18
AungKoKoLin1997;3;3;11;4;12
geomer198;5;"-";5;14;18
mcojocaru;10;13;"-";"-";16
OriolMForgeFlow;7;3;7;6;14
"alexey-pelykh";"-";"-";14;10;14
antoniospneto;"-";2;7;14;19
dreispt;2;1;15;3;9
yostashiro;"-";"-";6;18;20
"chafique-delli";6;1;8;6;12
luisg123v;"-";"-";3;19;21
manuelregidor;8;5;8;2;13
matteoopenf;2;"-";13;8;13
CarlosRoca13;4;3;4;11;18
GuillemCForgeFlow;2;2;7;10;16
bealdav;1;5;8;8;17
carmenbianca;6;2;4;8;14
moylop260;"-";"-";16;6;10
kaynnan;3;1;9;4;10
HviorForgeFlow;1;2;9;8;14
NL66278;3;5;7;2;11
"ivs-cetmix";"-";"-";15;5;9
"BT-anieto";1;2;10;6;12
FrancescoBallerini;4;3;3;8;15
ghost;5;2;2;"-";6
BernatPForgeFlow;9;1;2;4;9
angelgarciadelachica;6;4;6;2;11
dessanhemrayev;3;1;2;12;16
EmilioPascual;4;1;2;10;14
ValentinVinagre;"-";"-";3;14;16
fcvalgar;"-";"-";4;13;15
nguyenminhchien;2;5;1;8;15
hirokibastos;2;"-";6;8;12
nilshamerlinck;3;3;6;2;9
"ps-tubtim";3;3;"-";9;14
robinkeunen;2;1;3;9;13
JoanSForgeFlow;1;1;4;7;11
antonag32;3;3;8;1;9
ecino;1;"-";14;"-";5
mmequignon;"-";1;2;11;13
cyrilmanuel;1;"-";"-";13;14
"mt-software-de";3;1;6;2;7
"petrus-v";1;"-";"-";12;13
solo4games;2;1;1;10;13
AlexPForgeFlow;6;5;2;"-";9
SergiCForgeFlow;4;4;2;2;9
anothingguy;5;2;1;5;10
aritzolea;3;3;3;4;10
robyf70;"-";2;6;5;9
ChrisOForgeFlow;4;1;6;1;6
PicchiSeba;2;1;1;7;10
ThiagoMForgeFlow;5;4;3;"-";8
"houzefa-abba";"-";1;5;6;9
"ljsalvatierra-factorlibre";1;1;2;7;10
"remi-filament";2;1;3;6;10
sonhd91;5;1;2;2;7
