User;CPRs;MPRs;Cts;Reviews;CI
pedrobaeza;17;16;334;245;283
legalsylvain;7;11;181;62;89
rousseldenis;15;7;111;71;92
jbaudoux;4;2;50;135;146
simahawk;11;10;69;63;85
rvalyi;13;12;85;37;62
victoralmau;36;36;25;29;76
MiquelRForgeFlow;7;15;27;71;94
marcelsavegnago;14;10;43;40;60
LoisRForgeFlow;13;11;35;45;66
AaronHForgeFlow;14;9;29;50;68
chienandalu;11;10;22;59;77
"ndd-odoo";18;13;29;41;64
thomaspaulb;3;1;72;19;30
"stefan-tecnativa";18;16;15;38;62
aleuffre;17;9;28;29;47
"mt-software-de";14;9;25;32;50
"francesco-ooops";"-";"-";55;21;28
CarlosRoca13;11;12;15;32;51
SirTakobi;11;7;25;22;37
TDu;7;6;16;36;49
dreispt;"-";"-";58;7;15
dhongu;22;19;23;"-";28
CRogos;6;8;25;22;37
kaynnan;22;13;15;12;34
odooNextev;13;1;21;24;33
etobella;2;3;33;22;32
tafaRU;6;3;41;8;20
sergiocorato;17;6;20;7;22
max3903;1;1;38;13;21
lmignon;3;2;19;27;35
eLBati;3;1;27;14;22
rafaelbn;"-";"-";32;17;23
"Yadier-Tecnativa";6;6;21;15;28
"pilarvargas-tecnativa";7;6;4;27;38
carmenbianca;2;6;18;16;28
ivantodorovich;1;2;21;19;27
antoniospneto;4;7;10;18;30
huguesdk;6;9;12;12;27
locdang8;20;16;1;1;22
"victor-champonnois";2;2;9;25;31
hoangtiendung070797;12;"-";5;20;26
renatonlima;6;6;15;11;23
sbidoul;4;4;20;8;18
StefanRijnhart;1;2;16;15;22
matteoopenf;5;2;22;6;15
JordiBForgeFlow;4;4;15;8;18
hbrunn;7;5;16;5;17
JuMiSanAr;3;6;8;16;27
marielejeune;5;10;8;10;25
remytms;"-";1;4;27;30
sebalix;4;6;10;11;22
yajo;"-";1;13;17;22
EmilioPascual;7;4;6;12;21
alan196;12;3;8;3;12
"ao-landoo";7;5;12;4;15
GuillemCForgeFlow;8;3;2;16;23
"alexis-via";8;7;8;2;15
astirpe;2;4;9;13;21
mmequignon;6;4;5;12;21
JasminSForgeFlow;10;2;7;8;16
andreampiovesana;"-";"-";9;16;19
"dsolanki-initos";16;4;2;2;11
Borruso;11;4;5;5;15
OriolMForgeFlow;8;5;6;6;16
TheMule71;7;4;8;6;15
sbejaoui;12;3;4;5;13
NgoHoangHung;10;1;3;2;8
geomer198;3;2;"-";20;24
micheledic;3;2;17;2;10
felipemotter;1;1;12;9;14
ygcarvalh;4;"-";8;12;17
HaraldPanten;"-";"-";15;8;12
JordiMForgeFlow;4;4;4;10;18
zamberjo;2;3;5;11;18
AungKoKoLin1997;6;6;6;2;13
SonCrits;10;4;2;3;12
Volodiay622;1;"-";"-";19;20
dalonsod;1;2;8;9;15
diamondnguyenkc;16;4;"-";"-";8
hildickethan;5;2;3;10;16
leemannd;1;"-";15;4;9
nguyenvietlam0640;15;"-";1;4;9
