User;CPRs;MPRs;Cts;Reviews;CI
pedrobaeza;15;14;368;207;244
legalsylvain;20;12;147;93;122
rousseldenis;11;5;158;81;102
rvalyi;15;12;122;43;70
LoisRForgeFlow;13;14;71;52;78
chienandalu;12;12;23;98;118
AaronHForgeFlow;10;10;51;60;80
lmignon;8;7;38;57;73
"alexis-via";26;33;41;10;55
jbaudoux;2;"-";44;62;70
sbidoul;14;11;48;26;48
antoniospneto;15;8;39;24;42
"francesco-ooops";"-";"-";59;26;34
etobella;13;13;29;27;49
HviorForgeFlow;1;2;45;29;39
victoralmau;19;15;17;23;46
"dsolanki-initos";41;6;6;19;34
MiquelRForgeFlow;8;5;16;44;56
"stefan-tecnativa";17;9;13;31;48
rafaelbn;"-";"-";52;17;24
marcelsavegnago;4;1;24;36;44
"pilarvargas-tecnativa";10;13;11;27;46
"sergio-teruel";4;5;25;26;38
RodrigoBM;5;6;24;26;39
simahawk;8;6;26;20;34
tafaRU;2;"-";37;22;29
Saran440;19;11;16;10;29
"Yadier-Tecnativa";8;11;21;15;33
sebastienbeau;7;11;24;13;32
CarlosRoca13;14;12;7;19;37
"ao-landoo";13;15;20;4;27
JordiMForgeFlow;7;9;11;23;38
"hugo-cordoba";5;3;26;15;25
yajo;8;9;21;13;29
remytms;6;5;8;29;39
dalonsod;6;4;21;17;28
carmenbianca;8;"-";11;27;33
TDu;9;6;14;14;27
bosd;13;1;19;11;20
odooNextev;13;6;15;7;20
hildickethan;"-";3;10;29;35
huguesdk;7;4;7;22;31
carlosdauden;6;8;4;23;35
luisg123v;"-";"-";13;28;32
hparfr;7;2;7;24;31
StefanRijnhart;4;3;22;10;20
mmequignon;1;"-";8;27;31
"xavier-bouquiaux";6;10;18;3;20
"florian-dacosta";8;3;12;11;20
matteoopenf;1;2;24;10;18
sergiocorato;9;"-";18;10;17
antonag32;4;4;15;13;23
"ferran-S73";1;5;13;15;25
bealdav;4;1;13;15;22
astirpe;4;5;12;13;23
"mt-software-de";2;5;16;11;21
GuillemCForgeFlow;3;8;7;15;27
zamberjo;8;7;14;4;18
AungKoKoLin1997;14;5;5;7;18
nimarosa;"-";"-";19;12;16
thomaspaulb;3;"-";15;13;19
marielejeune;6;7;4;13;24
moylop260;"-";1;27;3;9
flalexg;4;3;10;13;21
sebalix;4;3;11;12;20
HaraldPanten;"-";"-";18;11;15
JavierIniesta;2;5;5;16;25
andreampiovesana;1;1;13;14;20
JuMiSanAr;9;6;2;10;20
dreispt;3;"-";15;7;13
yostashiro;"-";1;9;18;22
mileo;"-";"-";6;6;8
SirTakobi;5;3;11;6;15
