User;CPRs;MPRs;Cts;Reviews;CI
pedrobaeza;57;52;"2.693";"1.836";"1.947"
simahawk;110;105;615;587;727
marcelsavegnago;128;86;519;595;715
victoralmau;261;228;241;415;675
rvalyi;98;83;583;334;451
dreispt;68;49;758;210;295
StefanRijnhart;82;88;440;388;506
chienandalu;109;99;171;487;610
MiquelRForgeFlow;167;137;224;318;483
"joao-p-marques";108;107;191;406;537
kittiu;118;72;397;178;281
mileo;87;49;411;174;253
rousseldenis;39;24;348;297;346
renatonlima;85;79;258;275;379
etobella;73;62;286;255;342
LoisRForgeFlow;77;69;266;237;331
"dsolanki-initos";37;24;379;113;163
eLBati;79;62;261;169;256
CarlosRoca13;110;106;175;125;255
legalsylvain;51;43;181;240;304
yajo;60;57;148;207;284
"fshah-initos";38;25;296;99;147
HaraldPanten;5;5;207;230;252
sbidoul;70;52;201;101;176
"sergio-teruel";88;71;138;125;217
sebalix;53;45;75;240;301
ivantodorovich;38;26;133;192;236
guewen;37;44;152;154;216
sergiocorato;54;35;138;133;187
hparfr;51;32;122;150;200
TDu;49;36;65;198;249
lmignon;39;27;119;165;209
"alexis-via";67;57;127;54;130
AaronHForgeFlow;23;16;128;147;179
tafaRU;17;16;149;119;151
JordiBForgeFlow;52;35;133;68;122
newtratip;35;29;103;99;144
TheMule71;45;23;127;71;112
patrickrwilson;27;10;132;84;111
SimoRubi;38;22;63;117;153
carlosdauden;31;26;44;137;175
bodedra;18;15;82;115;143
Saran440;25;23;91;68;106
gabrielcardoso21;47;26;39;90;129
hbrunn;28;17;87;83;115
HviorForgeFlow;10;8;101;92;113
thomaspaulb;32;23;69;78;115
"CasVissers-360ERP";5;4;53;139;153
NL66278;13;10;79;96;118
sebastienbeau;19;17;93;65;96
ernestotejeda;35;32;35;82;126
Tardo;45;39;36;57;109
dalonsod;23;22;93;36;72
JordiMForgeFlow;27;25;42;73;110
yvaucher;3;6;99;61;79
astirpe;18;27;60;49;88
mmequignon;31;16;17;89;115
sbejaoui;30;21;55;46;80
"hkapatel-initos";23;12;86;21;47
ValentinVinagre;13;12;52;63;86
"kos94ok-3D";7;8;64;58;77
"Freni-OSI";64;23;23;4;40
gurneyalex;13;11;27;81;101
phuctranfxvn;34;20;35;39;71
mbcosta;30;28;28;45;84
GSLabIt;10;7;50;60;77
SimoneVagile;23;8;32;56;74
albariera;22;14;20;64;87
bosd;4;4;68;42;56
"florian-dacosta";20;19;28;50;79
fredzamoabg;34;13;22;47;71
"len-foss";33;22;28;34;67
"i-vyshnevska";11;10;25;64;82
"ao-landoo";17;11;70;13;36
atchuthan;9;5;32;69;83
jbaudoux;7;7;22;73;87
jcoux;14;9;30;55;73
bealdav;7;7;33;61;76
PierrickBrun;18;22;32;34;66
brian10048;10;8;57;32;51
carlosserratoro;17;13;21;50;72
DarioLodeiros;8;7;51;38;55
"alexey-pelykh";6;5;44;48;62
"petrus-v";19;6;29;47;63
RodrigoBM;17;10;44;29;50
moylop260;2;4;62;34;47
AmmarOfficewalaSerpentCS;28;15;47;7;34
kevinkhao;18;10;34;27;47
leemannd;16;7;35;28;45
"ps-tubtim";8;3;15;60;70
feketemihai;13;9;40;20;39
primes2h;7;2;42;38;49
ygcarvalh;8;6;50;21;37
smangukiya;1;"-";41;39;46
RaulOForgeFlow;34;27;4;10;45
"luc-demeyer";13;11;27;24;44
"Kev-Roche";19;7;28;17;34
jcdrubay;7;4;24;37;49
manuelregidor;27;24;18;4;37
dzungtran89;39;10;12;7;27
Borruso;19;7;18;22;38
DavidBForgeFlow;26;23;3;14;44
ioans73;11;4;26;26;38
matteoopenf;8;3;33;22;34
rconjour;11;7;18;32;47
MateuGForgeFlow;27;17;7;15;40
PieterPaulussen;15;5;14;24;37
luismalta;15;11;16;24;43
nicomacr;17;12;28;8;29
jgrandguillaume;"-";"-";26;38;43
ThomasBinsfeld;15;8;14;23;39
OpenCode;7;6;31;16;30
andreampiovesana;7;5;11;39;50
Rad0van;10;9;34;8;26
AdriaGForgeFlow;11;5;5;38;49
chusamo;9;5;17;25;37
cubells;13;9;18;18;35
grindtildeath;6;8;15;24;38
angelmoya;11;6;16;22;35
hailangvn;12;3;19;23;34
"Chandresh-OSI";23;13;13;4;25
max3903;9;5;34;8;22
nilshamerlinck;17;13;18;4;25
dhongu;17;15;6;15;37
fernandahf;9;6;17;19;32
hildickethan;14;8;16;15;31
"ajaniszewska-dev";6;4;4;37;45
"damdam-s";9;3;14;26;36
manuelcalerosolis;16;5;16;15;28
"schhatbar-initos";10;7;31;4;20
enriquemartin;9;3;16;21;31
ypapouin;17;8;9;15;30
SilvioGregorini;16;10;10;10;27
SplashS;6;3;31;8;19
jcbr87;8;2;30;1;11
santostelmo;13;8;11;13;28
"Chanakya-OSI";28;5;1;"-";11
"Reyes4711-S73";10;3;16;14;24
flotho;4;2;28;9;18
alan196;12;6;7;18;30
baimont;24;5;7;6;19
yostashiro;4;3;12;25;33
KKamaa;15;"-";4;19;25
acsonefho;18;7;6;10;24
alessandrocamilli;5;5;10;21;31
MeetKD;6;"-";5;30;35
PrapassornS;6;12;11;12;30
bishalgit;13;11;9;6;24
jjscarafia;2;"-";21;15;21
"ljsalvatierra-binovo";3;2;17;16;24
"xavier-bouquiaux";23;4;6;4;15
scigghia;4;"-";18;16;22
yelizariev;3;3;15;18;27
MarcoCalcagni;"-";"-";11;27;30
"Vimal-OSI";19;5;8;3;15
jado95;7;5;8;16;26
mrcast;"-";"-";2;36;37
olgamarcocb;14;7;2;14;26
emagdalenaC2i;1;3;18;14;22
fdegrave;6;1;20;10;18
luisg123v;4;3;9;19;27
"miguel-S73";14;5;11;7;19
"Cedric-Pigeon";4;5;9;18;28
PCatinean;3;4;15;14;24
claudiagn;"-";"-";"-";36;36
"mourad-ehm";11;4;5;14;24
gdgellatly;3;"-";12;19;24
miguelpadin;9;6;9;11;23
"osi-scampbell";3;3;5;23;30
"dependabot[bot]";14;6;7;"-";12
mamcode;"-";"-";10;24;27
ozono;6;9;6;11;25
AMhadhbi;8;6;"-";16;25
gaikaz;3;2;14;12;19
houssine78;2;1;15;13;19
yweng8111;6;5;14;7;18
mymage;3;5;11;12;22
bizzappdev;4;1;19;5;12
quentinDupont;1;2;6;21;26
"Murtaza-OSI";19;3;1;2;10
SurachetS;2;10;8;9;23
cesarlr;7;4;16;1;12
chandni299;7;1;9;11;18
jarroyomorales;"-";14;2;5;20
"Chandresh-SerpentCS";2;3;11;7;15
Yoshiro009;8;6;3;2;13
aleuffre;12;6;5;5;17
cbssolutions;11;5;10;1;12
clementmbr;6;3;6;13;21
Zar21;13;3;6;4;13
braisab;15;10;"-";"-";14
cscocca;2;2;15;8;15
eantones;9;8;7;3;17
CarmenMiranda;2;1;5;18;23
antoniospneto;3;3;8;12;20
aphon61bank;8;9;3;2;16
ygol;2;"-";15;8;13
AreebSiddiqiIR;8;2;7;1;8
"Daniel-CA";3;2;12;7;14
"MPoch-PlanetaTIC";19;2;1;1;8
bmessiaz;1;1;17;5;11
ntsirintanis;2;"-";1;21;23
rauferdeveloper;3;2;16;3;11
tbaden;1;"-";4;18;21
dcorio;1;"-";18;3;8
lfreeke;"-";1;5;17;20
maitripatel19;10;1;"-";6;10
redapureskill;2;4;12;3;12
robinkeunen;3;4;13;2;11
robyf70;5;"-";6;8;13
ReedHayashikawa;10;4;4;2;11
danimv5;"-";"-";"-";21;21
glitchov;12;5;2;"-";10
jarmokortetjarvi;7;4;5;3;12
mcojocaru;6;5;4;6;15
skeller1;3;4;5;8;16
Bilbonet;1;"-";9;10;14
StephaneMangin;5;2;5;7;13
brendapaniagua;"-";"-";16;4;8
hitrosol;5;1;11;"-";7
oihane;1;1;6;12;16
rven;4;4;9;3;12
"xAdrianC-Kernet";4;1;8;4;10
fuentes73;2;2;5;10;16
gjotten;"-";"-";7;12;15
hbto;1;1;14;2;8
omar7r;4;1;9;5;11
"remi-filament";4;2;8;5;12
saralb9;9;6;2;2;12
tarbib;"-";"-";10;9;12
JoanSForgeFlow;3;"-";2;12;15
PabloPaezSheridan;5;1;6;3;9
RLeeOSI;2;1;8;5;10
TimLai125;6;7;2;3;14
davejames;6;5;2;5;14
ellbristow;7;1;6;"-";6
pledrateam;8;6;2;"-";10
yankinmax;6;1;4;6;11
AntonioMariaVigliotti;2;"-";9;5;9
"BT-aestebanez";1;1;3;12;16
britoederr;4;"-";3;7;11
ghost;4;"-";9;"-";5
josepmy;2;1;5;8;13
khaeusler;3;4;9;1;10
llacroix;3;2;10;2;9
"marco-marchiori";"-";"-";10;7;10
vincenzoterzulli;4;4;5;4;12
vvrossem;6;2;3;6;12
"BT-cserra";2;3;6;5;12
"Du-ma";2;1;6;7;12
bguillot;3;1;"-";11;14
"chafique-delli";4;5;2;4;12
diggy128;8;4;2;2;10
janikvonrotz;3;"-";11;1;6
"jeroen-vet";8;1;7;"-";6
mlaitinen;3;2;8;3;10
stevech091;"-";"-";13;3;7
theangryangel;2;1;9;4;9
vimalpatelserpentcs;2;2;2;10;15
xavierjimenez;3;2;5;4;10
FernandoRomera;1;1;7;6;11
"JayVora-SerpentCS";"-";"-";10;4;7
FerranCforgeFlow;5;3;"-";5;10
"alessandro-fiorino";5;1;5;"-";5
anasuarez1;"-";"-";"-";14;14
cor9003;4;1;6;1;6
eduaparicio;"-";"-";"-";14;14
"ferran-S73";6;1;4;2;7
"flook-chaiwat";6;3;1;4;10
"js-landoo";"-";"-";11;3;6
marcelofrare;"-";"-";2;12;13
qgroulard;4;3;4;3;10
AntoniRomera;"-";"-";6;6;8
"Laurent-Corron";4;1;2;5;9
"Martronic-SA";3;4;1;5;12
RujiaL;8;1;3;"-";6
colmeirin;2;1;5;4;9
ferranmateu;"-";"-";"-";13;13
flachica;3;3;2;5;11
njeudy;1;2;3;7;12
sansirit;2;1;5;4;9
Daemo00;"-";1;4;7;10
GenisPForgeFlow;3;1;"-";8;11
"JuanjoA-PH";3;1;7;"-";5
"Khalid-SerpentCS";5;5;"-";"-";7
"Peerapong-Supasompob";2;1;9;"-";5
anajuaristi;"-";"-";9;3;6
hpatelserpentcs;5;1;6;"-";6
jctrey;1;1;9;1;6
jvpascual;2;1;6;2;7
mmarcot;5;3;3;1;8
"randall-vx";3;2;5;1;7
rpsjr;4;1;4;1;6
"ska-ibees";"-";1;9;2;6
SodexisTeam;4;1;3;"-";5
cjallais;4;2;3;1;7
denris;"-";1;2;8;10
enricostano;1;"-";7;2;6
gfcapalbo;1;1;5;4;8
kimirondon;2;"-";8;"-";4
"marcos-mendez";"-";"-";6;5;7
naglis;4;2;5;"-";6
"pedroortega-punt";"-";"-";11;"-";3
vrenaville;6;4;"-";"-";6
DiegoParadeda;4;3;1;"-";6
"Hardik-OSI";4;3;2;"-";6
Joaco1980;1;1;4;4;8
OmniaGit;5;"-";3;2;6
"ShivamS-SerpentCS";7;"-";"-";"-";3
Yasaie;"-";9;1;"-";10
alexeirivera87;5;1;3;"-";5
