User;CPRs;MPRs;Cts;Reviews;CI
pedrobaeza;5;4;269;153;176
simahawk;15;16;125;93;124
rvalyi;36;24;142;43;85
sebalix;26;22;67;88;123
kittiu;20;8;78;32;53
rousseldenis;6;4;65;44;59
victoralmau;22;14;24;53;77
ivantodorovich;10;11;35;52;72
marcelsavegnago;11;10;52;35;56
legalsylvain;11;13;59;25;49
"hkapatel-initos";7;7;69;7;25
renatonlima;3;1;40;43;52
sbidoul;10;9;37;19;37
yajo;11;8;24;27;43
"joao-p-marques";7;6;18;35;48
MiquelRForgeFlow;4;2;13;44;52
SimoRubi;5;6;23;23;36
patrickrwilson;2;"-";25;24;30
"alexis-via";18;9;20;4;22
chienandalu;4;2;5;40;46
etobella;1;1;26;24;31
StefanRijnhart;8;6;21;15;28
bodedra;5;3;18;24;33
dreispt;4;2;35;7;17
mmequignon;2;2;13;32;39
AaronHForgeFlow;3;2;18;25;33
AntoniRomera;7;2;27;6;16
gurneyalex;1;5;16;19;29
CarlosRoca13;7;10;5;13;28
NL66278;4;1;17;14;21
hailangvn;1;"-";24;11;17
hbrunn;4;5;11;12;22
Saran440;7;1;14;12;19
"Freni-OSI";4;3;24;1;11
LoisRForgeFlow;3;4;13;13;22
ernestotejeda;8;10;12;4;20
dzungtran89;"-";10;11;8;21
flotho;1;1;11;11;16
dalonsod;1;2;12;8;14
RodrigoBM;4;"-";8;11;16
eLBati;4;2;14;3;11
angelmoya;1;1;9;11;16
jbaudoux;4;3;8;7;15
yvaucher;"-";1;8;13;17
HaraldPanten;"-";"-";11;10;13
antoniospneto;2;1;8;10;15
manuelregidor;5;1;9;6;12
mariadforgeflow;14;3;1;3;11
newtratip;9;5;4;1;11
GSLabIt;2;2;9;7;13
astirpe;2;6;6;6;16
"hugho-ad";2;2;10;6;13
mbcosta;3;4;8;5;14
"ps-tubtim";7;2;4;7;14
hparfr;1;2;11;5;11
JordiMForgeFlow;5;3;4;6;13
"Murtaza-OSI";14;3;1;"-";8
"ajaniszewska-dev";3;1;"-";13;16
felipemotter;"-";"-";9;9;12
sebastienbeau;2;1;8;6;11
SilvioC2C;5;3;2;5;12
"ao-landoo";2;3;11;"-";8
"fshah-initos";1;3;6;6;12
lmignon;2;4;7;3;11
matteoopenf;"-";"-";13;3;7
smangukiya;1;1;8;6;11
albariera;2;1;7;5;10
britoederr;"-";"-";4;11;13
"dsolanki-initos";1;"-";14;"-";5
