User,CPRs,MPRs,Cts,Reviews,CI
pedrobaeza,24,23,816,524,580
marcelsavegnago,36,32,189,226,278
simahawk,25,24,183,161,204
victoralmau,87,62,66,111,190
StefanRijnhart,31,44,144,101,163
joao-p-marques,43,38,85,124,178
rvalyi,7,6,166,110,132
guewen,30,33,87,110,158
etobella,10,7,109,81,102
kittiu,24,16,95,65,96
eLBati,24,18,79,77,109
CarlosRoca13,48,38,63,46,99
MiquelRForgeFlow,26,26,65,68,107
renatonlima,32,28,61,54,95
sergio-teruel,37,27,64,45,86
dreispt,9,6,76,72,90
lmignon,13,8,57,82,101
rousseldenis,7,4,78,68,83
chienandalu,18,17,33,86,113
sergiocorato,17,13,58,49,74
yajo,18,16,47,56,83
legalsylvain,7,3,34,90,101
TDu,15,9,24,72,90
hparfr,31,7,32,48,66
thomaspaulb,18,15,46,42,68
LoisRForgeFlow,11,7,55,48,66
sebalix,14,16,23,66,91
alexis-via,26,22,41,18,52
HviorForgeFlow,5,4,57,48,62
sbidoul,14,9,55,26,46
HaraldPanten,-,1,34,59,66
carlosserratoro,12,5,14,47,59
Tardo,15,13,15,37,58
mileo,13,6,32,27,42
Saran440,9,7,32,20,36
carlosdauden,14,9,18,37,54
newtratip,13,6,32,17,32
yvaucher,2,4,40,24,36
phuctranfxvn,33,3,14,17,29
sebastienbeau,14,9,31,12,30
JordiBForgeFlow,14,6,29,9,24
NL66278,-,1,22,39,45
ernestotejeda,13,11,9,27,45
bodedra,2,1,16,41,47
len-foss,13,11,18,18,37
CasVissers-360ERP,3,2,11,43,50
bealdav,5,5,17,30,41
dalonsod,8,8,29,13,29
gurneyalex,3,2,8,43,50
hbrunn,5,3,27,22,32
luc-demeyer,8,6,18,20,33
astirpe,4,7,24,15,29
i-vyshnevska,5,5,14,20,31
ivantodorovich,5,3,16,26,35
GSLabIt,6,4,15,23,33
leemannd,10,5,23,7,20
kos94ok-3D,1,1,18,28,34
ThomasBinsfeld,11,7,11,18,32
bosd,2,-,20,23,29
tafaRU,-,-,23,23,28
dzungtran89,39,-,2,2,10
Freni-OSI,31,2,-,-,8
fernandahf,7,5,10,19,30
mbcosta,7,7,6,22,34
gabrielcardoso21,5,2,8,24,31
bishalgit,13,11,9,6,24
cubells,8,4,12,15,25
petrus-v,8,-,10,18,24
AaronHForgeFlow,1,2,16,18,25
jbaudoux,1,2,2,31,35
PierrickBrun,11,3,11,11,21
SimoRubi,7,5,12,10,21
moylop260,1,3,16,14,22
atchuthan,1,1,12,19,24
AMhadhbi,8,5,-,16,24
SimoneVagile,10,3,7,7,16
fshah-initos,8,1,6,14,20
nilshamerlinck,6,11,10,2,19
emagdalenaC2i,1,1,15,10,16
florian-dacosta,2,5,5,15,24
jarroyomorales,-,12,2,5,18
PrapassornS,5,3,7,11,19
yelizariev,2,2,9,13,19
primes2h,6,2,6,10,17
santostelmo,7,3,9,6,15
alexey-pelykh,1,1,17,5,11
enriquemartin,4,2,7,10,17
kevinkhao,8,2,9,5,13
RodrigoBM,6,3,13,1,10
alessandrocamilli,5,2,7,8,15
dsolanki-initos,9,3,3,6,14
Yoshiro009,8,1,3,2,8
SurachetS,2,5,5,8,17
angelmoya,5,2,9,4,11
DavidBForgeFlow,8,5,2,2,11
hbto,1,1,14,2,8
yostashiro,3,2,1,13,18
TheMule71,7,3,6,1,9
alan196,8,3,-,7,13
cesarlr,7,4,6,-,9
fredzamoabg,8,1,4,3,9
jcdrubay,2,-,6,9,13
jcoux,1,1,6,9,13
mourad-ehm,8,-,5,5,10
Murtaza-OSI,15,-,-,1,5
khaeusler,3,4,9,1,10
lfreeke,-,-,3,14,16
OpenCode,1,2,8,5,11
TimLai125,6,5,2,3,12
ajaniszewska-dev,2,2,2,10,15
aphon61bank,8,1,3,2,8
brian10048,3,3,8,2,10
ioans73,7,-,5,3,8
miguel-S73,8,2,3,3,10
ypapouin,7,5,4,-,10
Borruso,7,2,2,4,10
Chandresh-SerpentCS,2,3,4,3,9
Rad0van,1,3,6,5,11
SplashS,2,-,8,5,9
cscocca,1,-,9,5,9
gjotten,-,-,5,10,12
ntsirintanis,2,-,1,12,14
chandni299,4,-,6,4,8
chusamo,4,1,5,3,8
feketemihai,1,-,5,5,8
vincenzoterzulli,3,3,5,3,10
Cedric-Pigeon,3,-,6,4,8
FernandoRomera,1,1,6,5,9
Kev-Roche,8,-,2,1,5
albariera,7,3,1,2,9
eduaparicio,-,-,-,13,13
jgrandguillaume,-,-,6,7,9
Chandresh-OSI,10,-,1,-,4
Daemo00,-,1,4,7,10
bguillot,3,-,-,8,10
damdam-s,3,-,1,8,11
glitchov,9,1,1,-,5
grindtildeath,-,1,5,2,5
scigghia,2,-,4,5,8
denris,-,1,2,8,10
dependabot[bot],4,3,2,-,6
flotho,1,1,8,1,6
matteoopenf,1,1,5,4,8
mmarcot,5,3,3,-,7
ozono,3,3,2,3,9
StephaneMangin,4,-,2,3,6
acsonefho,4,1,1,4,8
andreampiovesana,1,-,3,6,9
cbssolutions,2,1,7,-,5
cor9003,4,-,4,-,4
diggy128,5,1,2,2,7
robyf70,2,-,2,4,7
BT-dherreros,3,-,3,-,3
MarcoCalcagni,-,-,6,3,5
SodexisTeam,4,-,3,-,4
baguenth,4,-,2,-,3
britoederr,2,-,2,3,6
chafique-delli,3,2,2,2,7
dhongu,4,3,1,1,7
flook-chaiwat,6,-,-,3,5
luisg123v,2,-,2,4,7
luismalta,3,1,-,5,8
mrcast,-,-,2,7,8
niboo-ava,4,-,1,-,3
sansirit,2,-,2,4,7
skeller1,1,-,2,6,8
JuanjoA-PH,2,1,4,-,4
Khalid-SerpentCS,5,2,-,-,4
PabloPaezSheridan,4,1,1,-,4
Vanneri,-,3,5,-,5
Yasaie,-,8,-,-,8
colmeirin,2,1,4,-,4
jjscarafia,-,-,4,3,5
max3903,1,-,7,-,4
mymage,1,2,5,-,5
nicomacr,4,1,2,1,5
sbejaoui,2,-,1,5,7
Daniel-CA,1,1,3,2,6
MateuGForgeFlow,2,1,-,4,6
SGiuseppe,2,-,-,5,6
SilvioGregorini,4,2,1,-,5
alessandro-fiorino,2,1,3,-,4
clementmbr,2,1,2,2,6
danimv5,-,-,-,7,7
enricostano,-,-,5,2,4
josepmy,1,-,5,-,3
jpcarassato,-,-,-,7,7
ljsalvatierra-binovo,-,-,3,2,4
llacroix,-,1,6,-,3
luistorresm,2,2,3,-,5
yweng8111,-,-,3,4,6
Lopsanz,1,2,2,-,4
ShivamS-SerpentCS,4,-,-,-,2
ao-landoo,1,-,4,1,4
cvinh,2,1,3,-,4
flachica,3,1,1,1,5
gaikaz,1,-,1,3,5
gdgellatly,-,-,1,5,6
hildickethan,3,2,1,-,5
houssine78,1,1,2,2,5
jado95,3,-,-,2,4
manuelcalerosolis,2,-,3,1,4
shopinvader-git-bot,-,-,6,-,2
tanghulu0608,1,1,2,1,4
Hardik-OSI,3,-,1,-,3
PieterPaulussen,-,-,1,3,4
abdounasser202,2,-,2,1,4
andres-pcg,-,-,5,-,2
baimont,2,-,3,-,3
cjallais,4,-,-,1,3
dhiren-scs,5,-,-,-,2
estraka,2,-,1,1,3
gaelTorrecillas,1,-,2,2,4
jobiols,2,-,2,-,3
katyukha,1,1,3,-,4
mamcode,-,-,-,5,5
marco-marchiori,-,-,2,3,4
njeudy,-,1,2,2,4
paidykumar-dreambits,5,-,-,-,2
ruuter,-,1,3,-,3
tarteo,2,-,2,1,4
ventor-dev,1,-,3,-,3
xAdrianC-Kernet,2,1,2,-,4
ygol,1,-,2,2,4
Chanakya-OSI,4,-,-,-,2
CharellKing,-,-,4,-,2
Danizan1976,-,-,4,-,2
DarioLodeiros,-,-,2,2,3
JoanSForgeFlow,-,-,-,3,3
Kiplangatdan,2,-,-,2,3
ReedHayashikawa,1,1,-,2,4
agent-z28,2,-,1,-,2
anasuarez1,-,-,-,4,4
apineux,-,-,1,3,4
azucenatrey,1,-,2,1,3
chrisdec,-,-,-,4,4
epanisset,-,-,-,4,4
fanha99,1,-,-,1,2
gfcapalbo,-,-,4,-,2
koenloodts,3,-,1,-,3
mlaitinen,1,-,1,2,4
mmequignon,2,-,-,2,3
pankk,-,-,-,4,4
patrickrwilson,-,-,3,-,2
piruin,1,1,2,-,3
qgroulard,2,-,2,-,3
redapureskill,-,1,-,3,4
vvrossem,3,1,-,-,3
warp10,-,-,-,4,4
watthanun,1,-,1,-,2
Abranes,1,-,1,-,2
AdriaGForgeFlow,-,1,-,2,3
AmmarOfficewalaSerpentCS,1,1,-,1,3
CarmenMiranda,1,1,1,-,3
DiegoParadeda,1,1,-,-,2
Jerther,-,1,2,-,2
JordiMForgeFlow,-,-,-,3,3
Laurent-Corron,-,-,-,3,3
Martronic-SA,1,2,-,-,3
OsoTranquilo,-,-,1,1,2
SergePogorelov,1,-,2,-,2
alejo-code,1,-,1,-,2
benbrich,-,-,1,2,3
dcorio,1,-,1,1,3
fuentes73,-,-,1,2,3
hectorHerreraTeigeiro,1,-,1,-,2
hitrosol,-,-,3,-,2
janverb,1,1,-,1,3
jarmokortetjarvi,-,-,2,1,2
javiermatos,-,1,2,-,2
jeroen-vet,3,-,-,-,2
jonerikceberio,-,-,3,-,2
manengel,-,1,1,1,3
marylla,-,-,1,2,3
mattmutex,1,-,1,-,2
ps-tubtim,-,-,-,2,2
quentinDupont,1,-,-,2,3
rhe-mastercore,1,-,1,-,2
rlizana,-,-,-,3,3
sherpya,-,3,-,-,3
tfossoul,1,-,1,1,3
tobiaszehntner,1,-,1,1,3
vrenaville,2,1,-,-,2
willer-mo,-,-,-,3,3
AlbertCabedo,-,-,2,-,1
AldoNerio,1,-,-,-,1
Alliasys,-,-,2,-,1
AntoniRomera,-,-,-,2,2
Asemtalat,-,-,2,-,1
BenjaHe,-,-,-,2,2
COSTLAND,-,-,2,-,1
Chanakya-SerpentCS,-,-,2,-,1
DonatasV,1,1,-,-,2
JayVora-SerpentCS,-,-,2,-,1
JordiADARIA,-,-,2,-,1
Murtaza-Mithaiwala,-,-,-,-,0
Rajan-SerpentCS,1,1,-,-,2
SerenaCyr1,-,-,2,-,1
SoniaViciana,-,-,2,-,1
TobiasSorg,1,-,-,-,1
ValentinVinagre,-,1,-,1,2
agustinbloopark,1,1,-,-,2
alepit,-,-,-,2,2
alexeirivera87,1,-,1,-,2
amkarthik,-,-,2,-,1
antoniaRIIK,1,-,-,-,1
apollet,-,-,-,2,2
bimajatiwijaya,-,-,-,2,2
bluemix,-,-,2,-,1
codecov-io,-,-,2,-,1
danielduqma,-,1,1,-,2
david-popa,1,1,-,-,2
davidwul,-,1,1,-,2
dcoleman-lulzbot,1,1,-,-,2
desdelinux,-,-,1,1,2
digitalsatori,1,1,-,-,2
dnplkndll,-,-,1,-,1
dymitar,1,-,1,-,2
fclementic2c,-,-,1,1,2
geluboros,-,-,1,1,2
guimarc-br,1,-,1,-,2
gustavovalverde,-,-,2,-,1
huakkai,1,-,1,-,2
irfani,-,1,1,-,2
jacob-willdooit,-,-,1,-,1
jccastiaux,-,-,-,2,2
kimirondon,-,-,2,-,1
kranokporn,-,-,-,-,0
lmiguens-solvos,-,-,-,2,2
luistriana28,-,-,2,-,1
manuelregidor,1,1,-,-,2
manuelviejo,1,-,-,-,1
marcelofrare,-,-,-,2,2
misern2,-,2,-,-,2
mkxmawilix,1,1,-,-,2
mmuomar,1,1,-,-,2
mohamedhagag,-,-,2,-,1
nbessi,-,-,-,2,2
nmadhoc,1,1,-,-,2
osi-scampbell,1,-,1,-,2
pasgou,1,-,1,-,2
patel1008b,-,-,2,-,1
pedrocs-exo,-,-,1,1,2
poonlap,-,-,2,-,1
randall-vx,-,-,2,-,1
rcerrillo2,1,-,1,-,2
remytms,-,-,-,2,2
renzo1974,1,-,-,-,1
revskill10,-,-,2,-,1
robinkeunen,-,-,-,2,2
robrechtcolson,1,1,-,-,2
schhatbar-initos,2,-,-,-,1
sergioeix,-,-,2,-,1
stevech091,-,-,2,-,1
teloconf,1,1,-,-,2
theangryangel,-,-,2,-,1
vimalpatelserpentcs,-,-,-,2,2
wpichler,1,-,-,-,1
wytzejan,-,-,1,1,2
yung-wang,-,-,-,2,2
BT-aestebanez,-,-,1,-,1
Bilbonet,-,-,1,-,1
ELNOGAL,-,-,1,-,1
EvvFoxy,-,-,-,1,1
GiacoJona,1,-,-,-,1
Highcooley,-,-,-,1,1
IAY-DGTERA,-,-,-,-,0
Ismaw34,1,-,-,-,1
JSeguiN97,-,-,-,-,0
JevinD,-,-,1,-,1
Joaco1980,-,-,-,1,1
JonathanStein,1,-,-,-,1
Jordijane98,-,-,-,1,1
JuanjoA,-,-,1,-,1
JulioSerna,-,-,1,-,1
MartinAavastik,-,-,1,-,1
Menestrels,-,1,-,-,1
Moro-Code,-,-,-,-,0
MrTango,-,-,1,-,1
Nikul-Chaudhary,-,-,-,-,0
NoefIzquierdo,1,-,-,-,1
Oscar-Valverde,-,-,-,-,0
R4Alex,-,-,-,1,1
RemiFr82,-,-,-,-,0
SerM11,-,-,1,-,1
SkiBY,1,-,-,-,1
StephanRozendaal,-,-,-,-,0
Swapnesh-SerpentCS,-,-,-,1,1
Tonow-c2c,-,1,-,-,1
Yenthe666,-,-,1,-,1
YogeshMahera-SerpentCS,-,-,-,-,0
Zar21,1,-,-,-,1
acysos,-,-,-,1,1
ae-landoo,1,-,-,-,1
aleuffre,1,-,-,-,1
alex-guardado,1,-,-,-,1
