User;CPRs;MPRs;Cts;Reviews;CI
pedrobaeza;75;71;"3.800";"2.478";"2.619"
simahawk;151;141;"1.003";902;"1.087"
victoralmau;363;330;324;564;931
rvalyi;161;128;871;439;609
marcelsavegnago;154;112;583;662;811
dreispt;91;65;922;253;358
chienandalu;159;144;228;658;830
kittiu;166;93;604;285;415
StefanRijnhart;93;97;501;451;580
MiquelRForgeFlow;196;163;272;436;629
etobella;106;88;414;398;517
"joao-p-marques";125;122;243;512;661
rousseldenis;62;34;473;410;474
LoisRForgeFlow;99;94;362;322;445
sebalix;103;87;218;457;569
renatonlima;92;87;330;353;468
legalsylvain;71;64;291;328;417
mileo;88;50;415;175;255
eLBati;99;71;327;198;297
yajo;89;88;230;278;391
"dsolanki-initos";40;30;453;135;193
sbidoul;111;96;311;150;274
CarlosRoca13;124;126;189;178;329
ivantodorovich;63;47;192;287;356
HaraldPanten;5;5;261;286;309
TDu;69;63;108;302;384
"sergio-teruel";116;94;167;153;271
"alexis-via";105;93;223;70;188
"fshah-initos";42;34;309;111;169
AaronHForgeFlow;41;25;183;225;270
lmignon;45;34;181;208;262
tafaRU;35;31;222;177;229
sergiocorato;65;42;168;144;207
hparfr;54;35;150;180;235
"hkapatel-initos";40;32;305;51;107
TheMule71;56;44;175;138;203
guewen;37;45;165;164;228
SimoRubi;48;35;110;206;258
JordiBForgeFlow;68;41;169;83;145
patrickrwilson;32;13;172;121;153
hbrunn;42;30;131;118;166
NL66278;21;12;136;150;178
Saran440;46;34;124;90;142
newtratip;45;37;113;111;165
carlosdauden;36;30;54;191;234
sebastienbeau;31;26;145;94;138
mmequignon;40;24;45;188;225
bodedra;23;19;101;153;187
HviorForgeFlow;22;14;121;105;135
ernestotejeda;51;49;59;100;164
thomaspaulb;38;24;79;100;139
"CasVissers-360ERP";8;4;68;145;160
Tardo;55;46;43;72;132
gabrielcardoso21;48;26;39;90;129
astirpe;22;38;78;76;128
dalonsod;26;27;114;50;93
yvaucher;3;8;123;84;105
JordiMForgeFlow;35;31;54;87;131
hailangvn;37;20;92;51;87
gurneyalex;16;17;52;112;140
albariera;41;25;36;91;128
GSLabIt;19;16;72;77;106
dzungtran89;48;41;51;33;88
