User;CPRs;MPRs;Cts;Reviews;CI
pedrobaeza;10;9;250;143;171
rousseldenis;5;5;125;75;93
max3903;20;21;68;77;111
eLBati;9;12;76;50;74
yajo;17;20;42;29;60
kittiu;11;6;62;22;39
"sergio-teruel";31;25;21;21;56
AaronHForgeFlow;10;7;35;40;56
LoisRForgeFlow;6;6;36;41;55
simahawk;8;6;39;34;49
etobella;2;2;40;41;51
AdriaGForgeFlow;5;9;10;57;71
sbidoul;2;"-";43;36;44
Tardo;22;9;16;32;50
HviorForgeFlow;10;8;29;27;44
MiquelRForgeFlow;10;6;26;31;45
"ps-tubtim";17;8;7;32;47
jarroyomorales;11;8;22;19;35
sergiocorato;8;3;20;22;32
legalsylvain;7;3;26;17;28
yvaucher;2;3;33;10;20
astirpe;18;7;17;4;19
grindtildeath;13;5;13;14;26
hbrunn;5;3;20;16;26
"alexey-pelykh";1;1;23;18;25
dreispt;9;"-";20;14;21
guewen;8;5;18;12;24
carlosdauden;4;3;4;31;38
JordiBForgeFlow;5;2;28;6;16
chienandalu;9;9;9;13;28
"osi-scampbell";13;10;3;13;28
JoanSForgeFlow;12;14;3;9;28
mileo;"-";2;26;10;17
sbejaoui;5;8;12;12;26
GSLabIt;4;3;12;14;22
Saran440;10;"-";6;15;21
tafaRU;"-";2;12;19;24
Fkawala;4;1;9;17;23
"florian-dacosta";2;"-";10;17;22
sebalix;5;7;6;14;26
lmignon;"-";2;10;19;24
StefanRijnhart;2;1;15;12;18
bodedra;1;1;4;24;28
"nikul-serpentcs";"-";1;8;21;25
brian10048;4;2;7;15;22
bealdav;3;1;10;12;18
kongrattapong;5;3;8;10;18
"luc-demeyer";3;3;15;6;15
robyf70;"-";1;7;19;23
tschanzt;1;8;5;10;21
SimoRubi;2;3;14;5;13
"Tonow-c2c";6;1;1;16;20
murtuzasaleh;1;3;7;12;19
qgroulard;4;5;2;12;20
SilvioGregorini;5;2;10;6;13
gurneyalex;1;2;11;9;15
"mourad-ehm";1;2;11;6;12
NL66278;"-";"-";11;10;13
ernestotejeda;5;1;1;14;18
primes2h;1;1;14;5;11
"i-vyshnevska";6;2;3;9;15
robinkeunen;2;"-";7;10;14
tarteo;9;1;3;7;13
elvise;"-";"-";19;"-";4
"CasVissers-360ERP";1;"-";6;9;12
ivantodorovich;3;1;8;5;11
leemannd;"-";"-";8;8;11
"Cedric-Pigeon";2;2;4;4;9
OpenCode;"-";1;4;10;13
"marco-marchiori";"-";"-";12;3;6
"p-tombez";5;1;4;4;9
renatonlima;3;"-";4;8;12
NuriaXifre;5;5;"-";4;11
kevinkhao;6;"-";3;4;8
"alexis-via";5;2;3;1;7
ecino;4;"-";7;2;7
jcoux;3;2;1;7;12
kurogeek;4;4;4;"-";8
marylla;"-";"-";1;11;12
mymage;4;"-";6;"-";4
nelsonramirezs;"-";"-";"-";12;12
rafaelbn;"-";"-";3;9;11
rven;1;1;9;"-";5
ThomasBinsfeld;4;1;"-";6;9
angelmoya;4;"-";4;"-";4
eantones;3;"-";8;"-";5
flotho;2;"-";6;1;5
mbcosta;1;3;7;"-";7
sa3m;2;"-";9;"-";4
"BT-rmartin";"-";"-";1;9;10
"Dangar-Serpentcs";2;2;3;2;7
"kos94ok-3D";1;"-";6;3;6
labaggio;2;1;1;6;9
mvaled;"-";"-";7;3;6
nikitavaghela;"-";1;6;2;5
rvalyi;"-";1;4;5;8
"Laurent-Corron";"-";5;1;2;8
acysos;1;"-";3;4;7
bjornbillen;7;"-";2;"-";4
njeudy;1;"-";4;3;6
Nooka10;"-";"-";4;"-";2
dalonsod;1;1;2;4;7
josepmy;"-";"-";8;"-";3
krunal267;1;1;6;"-";4
mclaeysb;3;"-";2;1;4
mlaitinen;"-";"-";2;6;7
patel1008b;"-";"-";8;"-";3
sherpya;2;1;2;3;7
vincenzoterzulli;"-";1;1;6;8
"BT-nstuder";4;1;1;1;5
"Martronic-SA";2;1;3;1;5
aaltinisik;3;"-";1;"-";3
alessandrocamilli;1;"-";1;4;6
cubells;3;1;1;1;5
lfreeke;"-";"-";1;6;7
mdpena;2;1;2;2;6
moylop260;1;"-";3;3;6
"rajkumar-py";2;"-";4;"-";3
sebastienbeau;1;2;4;"-";5
thomaspaulb;"-";1;1;5;7
"Khalid-SerpentCS";3;1;2;"-";4
PieterPaulussen;"-";"-";3;3;5
hparfr;"-";"-";"-";6;6
jvpascual;"-";"-";6;"-";2
lbelorgey;3;"-";"-";2;4
nhomar;"-";"-";2;4;5
okuryan;"-";"-";6;"-";2
