Organizations,MPRs,CPRs,Users,Reviews,Cts
Tecnativa,77,79,9,353,490
acsone,46,57,11,84,278
akretion,28,39,7,102,181
ForgeFlow,27,34,6,173,220
brainbeanapps,17,16,1,5,81
ursais,15,6,3,39,76
mymage,13,11,1,53,94
eLBati,10,14,1,27,85
ecosoft-odoo,10,20,3,49,99
guewen,10,13,1,34,54
tegin,10,12,2,49,73
druidoo-dev,9,6,4,20,81
legalsylvain,7,6,1,17,39
odoo-brazil,6,6,3,55,46
skeller1,6,2,1,10,24
Escodoo,4,19,1,39,39
camptocamp,4,6,1,11,14
flachica,4,-,1,4,37
janverb,4,4,1,8,15
sswapnesh,4,4,1,8,32
Jarsa-dev,3,1,1,3,11
TDu,3,5,1,36,20
VanMoof,3,2,1,20,12
angelmoya,3,3,1,6,13
brian10048,3,3,1,7,19
coopiteasy,3,4,2,5,19
efatto,3,9,1,14,38
grindtildeath,3,1,1,18,19
gurneyalex,3,2,1,7,15
tonygalmiche,3,-,1,-,20
