User;CPRs;MPRs;Cts;Reviews;CI
pedrobaeza;25;20;872;530;585
max3903;50;42;139;171;232
rousseldenis;8;7;196;136;160
MiquelRForgeFlow;45;36;112;145;198
eLBati;35;33;172;97;149
sbidoul;35;30;175;93;142
legalsylvain;26;15;156;120;153
LoisRForgeFlow;18;20;144;145;181
AaronHForgeFlow;29;17;152;125;160
dreispt;35;16;157;100;134
"alexey-pelykh";35;35;168;73;127
simahawk;22;18;167;95;131
yajo;36;37;108;105;158
"sergio-teruel";79;53;85;66;137
Tardo;58;41;89;91;149
kittiu;24;17;147;73;107
"ps-tubtim";54;34;45;100;148
etobella;24;14;97;95;124
HviorForgeFlow;30;27;71;89;130
StefanRijnhart;13;9;79;77;98
jarroyomorales;34;32;57;55;100
AdriaGForgeFlow;11;11;31;122;142
ernestotejeda;19;16;46;87;114
Saran440;23;15;53;59;86
NL66278;7;5;71;66;82
astirpe;25;23;43;52;87
sbejaoui;29;22;54;30;65
carlosdauden;14;10;27;82;101
chienandalu;28;22;23;59;91
JordiBForgeFlow;13;7;82;25;45
manuelcalerosolis;26;8;12;80;97
bealdav;12;10;62;41;62
ivantodorovich;17;11;46;50;72
yvaucher;5;7;82;28;46
sergiocorato;15;9;43;49;68
"kos94ok-3D";25;21;34;31;63
JoanSForgeFlow;38;33;13;23;66
guewen;11;16;40;39;65
hbrunn;12;6;44;45;61
emagdalenaC2i;9;6;40;38;53
grindtildeath;23;16;22;35;60
"osi-scampbell";26;24;7;33;65
mileo;11;2;55;19;32
"luc-demeyer";12;12;50;16;39
Fkawala;7;4;41;34;47
SimoRubi;9;12;43;23;45
sebastienbeau;2;4;43;35;47
newtratip;12;4;21;34;46
GSLabIt;6;6;33;27;41
"alexis-via";24;18;20;7;34
bodedra;3;2;24;43;52
flachica;30;3;25;5;18
brian10048;8;7;13;38;51
tafaRU;2;4;25;36;46
lmignon;4;3;31;24;35
SilvioGregorini;13;7;25;16;32
kongrattapong;8;13;20;17;37
moylop260;4;4;31;21;33
"CasVissers-360ERP";4;2;17;34;42
primes2h;1;1;33;23;31
"i-vyshnevska";13;6;5;31;43
sebalix;10;12;11;22;40
HaraldPanten;"-";1;27;26;32
murtuzasaleh;7;7;13;22;35
rafaelbn;"-";"-";17;34;38
kevinkhao;12;8;8;21;35
feketemihai;15;13;11;7;27
flotho;3;1;27;14;22
gurneyalex;3;5;22;15;26
alan196;14;6;12;13;26
"florian-dacosta";3;4;15;20;30
nelsonramirezs;"-";"-";"-";45;45
dalonsod;10;8;18;8;23
patrickrwilson;5;4;7;24;33
ThomasBinsfeld;17;2;"-";21;27
qgroulard;11;7;5;15;28
rvalyi;"-";2;16;20;26
hparfr;9;1;6;21;27
robyf70;1;4;9;23;31
"nikul-serpentcs";"-";1;9;25;29
ValentinVinagre;3;3;20;8;17
tarteo;10;3;9;13;22
alessandrocamilli;6;2;9;15;22
misern2;7;2;12;12;20
renatonlima;5;4;10;14;23
"Tonow-c2c";7;3;2;20;27
luisg123v;5;4;12;11;21
ecino;10;"-";15;6;13
OpenCode;"-";2;9;18;23
cubells;5;1;15;7;14
lfreeke;1;1;8;19;24
mrcast;"-";"-";3;26;28
rven;1;3;15;8;16
acysos;2;2;16;5;12
jimhoefnagels;10;3;7;5;14
"mourad-ehm";1;3;13;8;16
robinkeunen;4;2;9;10;17
tschanzt;1;9;5;10;22
elvise;"-";"-";25;"-";5
NuriaXifre;6;8;"-";10;20
mymage;6;"-";12;2;8
thomaspaulb;1;2;4;14;19
"Martronic-SA";4;6;9;1;12
jcoux;5;4;1;12;19
"Cedric-Pigeon";3;4;4;7;15
angelmoya;5;"-";9;2;7
"marco-marchiori";"-";"-";15;5;9
CarlosRoca13;4;1;5;9;14
Lopsanz;3;"-";14;1;6
MeetKD;"-";"-";1;18;19
hpatelserpentcs;2;1;9;5;10
jgrandguillaume;"-";"-";4;15;17
ntsirintanis;3;2;8;6;13
"p-tombez";5;3;4;6;13
"sudhir-erpharbor";7;4;5;2;11
acsonefho;1;1;2;14;17
bjornbillen;7;1;7;2;8
leemannd;"-";"-";9;8;11
marylla;"-";"-";4;13;15
pegonzalezspesol;2;5;4;5;13
wildi1;4;2;6;2;8
"Dangar-Serpentcs";2;3;6;4;11
labaggio;2;2;3;9;14
njeudy;1;"-";4;10;13
wpichler;3;4;7;"-";8
gaikaz;2;1;3;9;13
"gva-acsone";"-";"-";2;13;14
ludolelarge;5;"-";8;"-";5
PieterPaulussen;3;"-";8;3;8
jans23;10;"-";2;"-";5
luffah;"-";"-";14;"-";4
mbcosta;1;3;8;2;9
sa3m;2;2;9;1;7
sweenya;"-";"-";"-";14;14
"andres-pcg";1;"-";11;1;5
eantones;5;"-";8;"-";5
gdgellatly;"-";"-";1;12;13
ovnicraft;3;1;7;1;6
igallart;2;1;8;1;6
