User;CPRs;MPRs;Cts;Reviews;CI
pedrobaeza;40;36;"1.644";882;965
max3903;95;76;213;261;361
"alexey-pelykh";64;63;299;155;243
rousseldenis;27;13;336;200;237
dreispt;58;27;256;189;240
MiquelRForgeFlow;68;57;151;260;338
sbidoul;63;56;261;144;224
legalsylvain;42;27;237;193;242
AaronHForgeFlow;47;27;233;186;235
eLBati;53;44;231;147;213
Tardo;81;76;163;148;246
simahawk;33;22;238;162;205
LoisRForgeFlow;20;21;192;191;230
yajo;51;51;145;157;227
kittiu;38;27;216;99;147
"sergio-teruel";94;72;121;93;186
etobella;39;24;163;138;181
NL66278;9;5;134;189;209
HviorForgeFlow;44;35;104;129;181
chienandalu;38;36;58;185;235
"ps-tubtim";66;39;59;118;173
mileo;45;6;133;74;98
StefanRijnhart;24;16;124;99;131
bealdav;29;22;119;77;115
astirpe;37;35;79;95;145
jarroyomorales;46;46;75;81;142
ivantodorovich;25;15;94;112;142
AdriaGForgeFlow;15;16;38;174;200
sergiocorato;40;21;92;73;110
ernestotejeda;31;30;59;106;149
HaraldPanten;8;2;92;119;133
Saran440;29;21;77;76;111
sbejaoui;35;33;84;51;99
bodedra;12;9;71;100;121
carlosdauden;23;15;45;103;130
JordiBForgeFlow;19;12;115;38;65
manuelcalerosolis;34;14;24;111;136
guewen;17;21;64;69;102
"alexis-via";47;41;48;35;90
emagdalenaC2i;11;7;76;65;84
SimoRubi;19;17;69;57;87
hbrunn;20;16;63;62;90
grindtildeath;33;22;38;61;95
ValentinVinagre;12;9;77;58;79
yvaucher;9;9;98;39;61
rvalyi;1;3;72;75;87
sebastienbeau;11;9;81;47;68
"osi-scampbell";44;32;16;45;88
"kos94ok-3D";25;22;43;50;84
JoanSForgeFlow;40;36;18;28;75
newtratip;16;9;36;55;74
tafaRU;4;6;43;66;81
"CasVissers-360ERP";6;3;43;64;76
"i-vyshnevska";22;9;17;62;80
"luc-demeyer";15;13;64;19;44
nelsonramirezs;1;1;2;107;110
Fkawala;10;5;55;36;52
skeller1;28;13;24;43;66
flachica;35;9;38;7;28
renatonlima;17;13;27;44;66
lmignon;6;4;53;38;52
primes2h;3;3;57;34;46
sebalix;15;15;18;47;70
gurneyalex;14;10;39;31;51
alan196;17;11;26;38;58
brian10048;11;8;18;55;71
GSLabIt;9;7;38;35;51
tonygalmiche;5;"-";38;46;54
hparfr;12;4;32;39;52
moylop260;4;4;47;28;41
patrickrwilson;8;6;21;47;60
