User;CPRs;MPRs;Cts;Reviews;CI
pedrobaeza;9;8;351;221;251
sbidoul;25;26;87;43;83
AaronHForgeFlow;15;6;84;59;78
LoisRForgeFlow;5;7;72;82;100
legalsylvain;9;8;71;65;84
simahawk;13;12;80;46;71
MiquelRForgeFlow;16;18;48;64;93
"alexey-pelykh";15;22;88;14;49
dreispt;12;3;70;49;64
"ps-tubtim";30;18;30;46;75
yajo;10;10;47;51;71
Tardo;17;15;46;36;62
max3903;20;12;38;36;59
eLBati;14;14;55;19;44
manuelcalerosolis;12;8;10;64;79
kittiu;9;7;45;25;42
"kos94ok-3D";21;19;19;26;54
"sergio-teruel";14;11;28;29;49
ernestotejeda;5;7;31;36;51
StefanRijnhart;4;3;33;36;47
jarroyomorales;15;13;25;21;43
HviorForgeFlow;11;13;19;26;47
etobella;11;7;28;23;39
flachica;29;3;24;5;18
newtratip;12;3;19;33;44
sbejaoui;16;10;26;15;34
Saran440;5;10;22;30;47
JoanSForgeFlow;23;17;10;12;37
ivantodorovich;11;5;18;30;43
JordiBForgeFlow;6;4;39;13;26
chienandalu;8;6;8;38;50
guewen;2;10;19;24;40
rousseldenis;"-";1;23;34;40
bealdav;4;4;28;22;33
sebastienbeau;1;1;25;28;35
AdriaGForgeFlow;3;2;12;37;44
carlosdauden;6;4;11;24;34
grindtildeath;10;8;7;17;31
NL66278;"-";"-";11;30;33
emagdalenaC2i;5;5;17;11;22
HaraldPanten;"-";"-";18;19;23
"osi-scampbell";10;9;3;11;25
ValentinVinagre;3;2;20;7;15
bodedra;2;1;19;8;15
misern2;6;2;9;12;19
moylop260;"-";"-";16;14;18
luisg123v;5;4;11;8;18
patrickrwilson;4;2;7;14;21
sergiocorato;6;4;8;7;16
flotho;"-";"-";13;13;17
hbrunn;5;2;5;14;20
astirpe;1;4;11;9;17
"alexis-via";6;5;10;3;14
"luc-demeyer";5;6;6;6;17
"CasVissers-360ERP";"-";1;7;14;18
SilvioGregorini;6;2;9;5;12
kevinkhao;2;6;1;12;20
ThomasBinsfeld;10;1;"-";9;13
Fkawala;1;"-";10;7;11
Lopsanz;2;"-";14;1;6
jgrandguillaume;"-";"-";3;15;17
mileo;2;"-";10;4;9
sebalix;3;5;5;5;14
lmignon;1;1;12;3;8
yvaucher;"-";"-";11;6;9
rvalyi;"-";1;7;8;12
alessandrocamilli;2;1;4;8;12
ecino;6;"-";5;4;9
"i-vyshnevska";3;"-";"-";12;14
murtuzasaleh;1;"-";5;8;11
rven;"-";1;5;8;11
SimoRubi;2;1;8;3;8
hparfr;5;"-";5;4;8
jans23;10;"-";2;"-";5
rafaelbn;"-";"-";4;10;12
renatonlima;2;4;5;2;10
GSLabIt;"-";"-";12;1;4
dalonsod;3;4;6;"-";8
lfreeke;1;"-";4;8;11
wildi1;3;1;4;2;7
luffah;"-";"-";12;"-";3
mrcast;"-";"-";"-";12;12
nelsonramirezs;"-";"-";"-";12;12
primes2h;"-";"-";9;3;6
CarlosRoca13;2;1;4;4;8
gurneyalex;1;2;3;4;9
Capriatto;2;"-";4;4;7
acsonefho;"-";"-";1;9;10
alan196;4;"-";3;3;7
brian10048;"-";1;1;8;10
deivislaya;1;"-";2;7;9
"florian-dacosta";1;3;4;1;7
ghost;2;2;5;"-";6
ntsirintanis;1;1;4;3;7
ovnicraft;2;1;5;"-";5
"dependabot[bot]";3;3;1;"-";6
"gva-acsone";"-";"-";2;6;7
jimhoefnagels;4;1;2;1;5
poonlap;2;1;3;1;5
sweenya;"-";"-";"-";8;8
tafaRU;"-";2;2;4;7
KareemAbuzaid;3;3;"-";1;6
YegorOkhotnikov;"-";"-";"-";7;7
fmdl;2;"-";5;"-";4
"j-zaballa";"-";1;4;2;5
kongrattapong;"-";4;3;"-";6
"randall-vx";1;1;"-";5;7
ruuter;2;1;2;2;6
wpichler;1;2;3;"-";5
ypapouin;4;1;2;"-";4
EBII;3;"-";1;2;5
MarcoCalcagni;1;"-";3;2;5
NachoAlesLopez;"-";3;"-";3;6
"ajaniszewska-dev";2;2;2;"-";5
amcor;2;1;2;1;5
clementmbr;2;"-";2;2;5
fclementic2c;"-";"-";3;3;5
jaredkipe;2;"-";4;"-";3
labaggio;"-";1;2;3;5
nilshamerlinck;"-";1;5;"-";3
robinkeunen;2;2;2;"-";5
NuriaXifre;1;1;"-";3;5
OpenCode;"-";1;2;2;4
"chafique-delli";1;"-";1;3;5
chrisdec;"-";"-";"-";5;5
cubells;"-";"-";5;"-";2
diggy128;2;2;1;"-";4
frdmar;2;2;1;"-";4
heymanh;1;"-";"-";4;5
janverb;1;1;1;2;5
mathben;2;"-";3;"-";3
matteoopenf;"-";"-";"-";5;5
pegonzalezspesol;"-";3;1;1;5
quentingigon;1;1;3;"-";4
"richard-willdooit";"-";1;4;"-";3
tarteo;"-";2;2;1;4
thomaspaulb;"-";"-";1;3;4
Guenzn;2;"-";1;"-";2
Nowheresly;2;"-";"-";"-";1
PieterPaulussen;"-";"-";4;"-";2
TDu;"-";"-";"-";4;4
Vignesh000;"-";"-";4;"-";2
apineux;"-";"-";2;2;3
baimont;1;1;2;"-";3
benwillig;"-";"-";"-";4;4
boskowski;1;1;2;"-";3
ddufresne;1;"-";"-";3;4
feketemihai;"-";2;1;"-";3
gaikaz;1;"-";"-";3;4
gfcapalbo;"-";"-";2;2;3
ioans73;1;1;1;1;4
jcdrubay;"-";"-";1;3;4
jcoux;"-";"-";"-";4;4
mayjo79;1;"-";2;1;3
mymage;"-";"-";4;"-";2
rlizana;"-";"-";"-";4;4
traviswaelbro;1;"-";3;"-";3
"Cedric-Pigeon";1;1;"-";1;3
PatosMarco;"-";"-";3;"-";2
Tatider;1;"-";1;1;3
axelpriem;"-";"-";3;"-";2
azmeuk;"-";"-";"-";3;3
benbrich;"-";"-";3;"-";2
"blopa98-S73";1;"-";1;"-";2
chetanrdhaduk;1;"-";1;"-";2
em230418;1;"-";2;"-";2
gdgellatly;"-";"-";"-";3;3
lbelorgey;"-";2;1;"-";3
marylla;"-";"-";2;1;2
"nachoserra-domatix";1;"-";1;1;3
"ryanc-me";1;"-";2;"-";2
svalaeys;2;1;"-";"-";2
vvrossem;"-";"-";2;1;2
warp10;"-";"-";1;2;3
yucer;"-";"-";2;1;2
BenjaHe;1;1;"-";"-";2
"Chandresh-SerpentCS";1;"-";1;"-";2
CiroBoxHub;"-";"-";2;"-";1
DavidNitro;1;"-";"-";"-";1
"FFernandez-PlanetaTIC";"-";"-";1;1;2
InformaticaArelux;1;"-";"-";"-";1
JuaniFreedoo;"-";"-";2;"-";1
LucienD;1;"-";1;"-";2
PierrickBrun;"-";"-";"-";2;2
RobinetDenisAcsone;1;"-";1;"-";2
"Tonow-c2c";1;"-";1;"-";2
TristanMozos;1;"-";"-";"-";1
"alvaro-domatix";"-";"-";1;1;2
amkarthik;"-";1;1;"-";2
andreampiovesana;"-";"-";"-";2;2
"andres-pcg";"-";"-";2;"-";1
badbole;2;"-";"-";"-";1
bguillot;"-";"-";"-";2;2
digitalsatori;1;"-";1;"-";2
foutoucour;"-";"-";1;1;2
gabrielcardoso21;1;"-";"-";"-";1
"gbaumgartner-callino";1;"-";"-";"-";1
gustavovalverde;"-";"-";2;"-";1
hafisabdulrasak;1;"-";"-";"-";1
josepmy;"-";"-";2;"-";1
lembregtse;"-";"-";"-";1;1
"lmiguens-solvos";"-";"-";"-";2;2
mathieuvatel;"-";"-";1;1;2
mbcosta;"-";"-";"-";2;2
meigallodixital;"-";"-";2;"-";1
"nikul-serpentcs";"-";"-";1;"-";1
oscars8a;"-";1;1;"-";2
"pedroortega-punt";"-";"-";2;"-";1
remihb;"-";1;1;"-";2
robyf70;"-";2;"-";"-";2
sansirit;1;"-";"-";1;2
"schout-it";"-";"-";1;"-";1
stfnndrsn;1;"-";"-";"-";1
"sudhir-erpharbor";"-";1;1;"-";2
"sudo-san";"-";"-";2;"-";1
tbaden;"-";1;1;"-";2
tfossoul;"-";"-";2;"-";1
vrenaville;1;"-";"-";1;2
"willer-mo";1;"-";1;"-";2
yelizariev;"-";"-";2;"-";1
"BT-astauder";"-";"-";"-";"-";0
"BT-nstuder";"-";"-";1;"-";1
"BT-rmartin";"-";"-";1;"-";1
Billolha;1;"-";"-";"-";1
"Dangar-Serpentcs";"-";1;"-";"-";1
DonatasV;"-";1;"-";"-";1
FlyingPigSolutions;"-";"-";"-";1;1
FrancescaBianchini;"-";"-";"-";1;1
Jerther;"-";1;"-";"-";1
"Khalid-SerpentCS";"-";"-";"-";"-";0
"Martronic-SA";"-";"-";"-";"-";0
MeetKD;"-";"-";"-";1;1
Nooka10;"-";"-";"-";"-";0
SimoneVagile;"-";"-";"-";1;1
SoniaViciana;"-";"-";1;"-";1
"Swapnesh-SerpentCS";"-";"-";"-";1;1
SylvainLosey;"-";"-";"-";"-";0
acysos;"-";"-";1;"-";1
"andhit-r";"-";"-";"-";"-";0
angelmoya;"-";"-";"-";1;1
atchuthan;"-";"-";"-";1;1
awwea;"-";"-";"-";"-";0
bizzappdev;1;"-";"-";"-";1
bjeficent;"-";1;"-";"-";1
bjornbillen;"-";"-";1;"-";1
blaskurain;1;"-";"-";"-";1
chandni299;"-";"-";"-";"-";0
codeagencybe;"-";"-";1;"-";1
"danimar-nextroll";"-";"-";"-";1;1
danimaribeiro;"-";"-";"-";1;1
dominiquekonsuntack;1;"-";"-";"-";1
eantones;1;"-";"-";"-";1
eilst;"-";"-";1;"-";1
elvise;"-";"-";1;"-";1
fuentes73;"-";"-";"-";1;1
grottas;"-";"-";1;"-";1
hieulucky111;"-";"-";"-";1;1
houssine78;"-";"-";"-";1;1
"hugho-ad";"-";"-";"-";1;1
hugouchoasborges;1;"-";"-";"-";1
icf20;"-";"-";1;"-";1
jaumeplanas;1;"-";"-";"-";1
javierjcf;"-";1;"-";"-";1
jbaudoux;"-";"-";"-";1;1
jeroenev;"-";"-";"-";1;1
jjscarafia;"-";"-";"-";1;1
josueBulle;"-";1;"-";"-";1
"js-landoo";"-";"-";1;"-";1
kiattipong;"-";"-";"-";"-";0
lasley;"-";"-";"-";"-";0
luistorresm;"-";1;"-";"-";1
mariaasunciondaza;"-";"-";"-";1;1
meurotops;"-";"-";"-";"-";0
mgosai;"-";1;"-";"-";1
michaelkarrer81;1;"-";"-";"-";1
mlaitinen;"-";"-";1;"-";1
mliell;"-";"-";"-";1;1
mmequignon;1;"-";"-";"-";1
"mourad-ehm";"-";"-";"-";1;1
naglis;"-";1;"-";"-";1
nicomacr;"-";"-";"-";1;1
norlinhenrik;"-";"-";1;"-";1
oihane;"-";"-";"-";1;1
omar7r;"-";"-";"-";1;1
ougc27;"-";"-";1;"-";1
"p-tombez";"-";"-";"-";1;1
phuctranfxvn;"-";"-";1;"-";1
"precise-jack";1;"-";"-";"-";1
qgroulard;"-";"-";1;"-";1
rconjour;1;"-";"-";"-";1
"remi-filament";"-";"-";1;"-";1
remytms;"-";"-";"-";1;1
smangukiya;"-";"-";"-";1;1
sotolucas;"-";"-";1;"-";1
ssaid;1;"-";"-";"-";1
"tde-banana-odoo";"-";"-";1;"-";1
thoongnv;"-";"-";"-";"-";0
usmanfarzandali;"-";"-";1;"-";1
vbarrier;"-";1;"-";"-";1
"vincent-hatakeyama";"-";"-";1;"-";1
vinclar;"-";"-";"-";"-";0
yweng8111;"-";"-";"-";1;1
