Organizations,MPRs,CPRs,Users,Reviews,Cts
Tecnativa,88,72,9,270,488
ForgeFlow,33,34,7,131,234
tegin,26,27,2,124,163
acsone,23,33,9,49,137
ecosoft-odoo,16,39,5,153,184
camptocamp,14,17,3,36,69
eLBati,13,19,1,59,66
akretion,12,15,5,38,77
Escodoo,9,21,1,48,71
sygel-technology,9,12,2,61,100
ursais,8,8,3,23,51
Rad0van,7,3,1,19,65
hbrunn,7,7,1,7,30
Tonow-c2c,6,7,1,48,44
coopiteasy,6,10,2,25,22
guewen,6,5,1,13,28
onesteinbv,6,3,1,21,40
skeller1,6,5,1,15,31
druidoo-dev,4,5,1,7,25
vauxoo-dev,4,5,2,12,17
brainbeanapps,3,1,1,8,11
brian10048,3,16,1,17,44
davejames,3,3,1,15,20
efatto,3,4,1,14,20
grindtildeath,3,9,1,38,25
i-vyshnevska,3,1,1,11,25
legalsylvain,3,1,1,10,29
mamcode,3,2,1,9,24
rlizana,3,-,1,18,21
simahawk,3,2,1,6,12
