User;CPRs;MPRs;Cts;Reviews;CI
pedrobaeza;55;48;"2.048";"1.067";"1.168"
rousseldenis;49;31;458;250;309
max3903;97;81;247;285;392
"alexey-pelykh";80;80;346;183;291
MiquelRForgeFlow;79;67;180;301;390
dreispt;61;29;313;202;257
sbidoul;72;61;293;157;244
legalsylvain;48;34;270;212;269
eLBati;67;54;266;160;238
simahawk;39;29;289;189;241
Tardo;89;88;181;177;288
yajo;68;66;181;208;296
AaronHForgeFlow;51;28;241;196;247
LoisRForgeFlow;31;30;206;207;257
"sergio-teruel";101;82;147;122;226
kittiu;41;31;258;110;163
chienandalu;51;46;87;262;324
etobella;44;28;191;169;217
NL66278;10;7;146;200;222
mileo;49;9;168;106;135
HviorForgeFlow;47;38;107;138;193
ivantodorovich;28;17;142;145;179
HaraldPanten;8;4;113;194;211
"ps-tubtim";69;41;67;129;186
StefanRijnhart;27;21;135;117;155
jarroyomorales;53;52;88;100;169
sergiocorato;49;24;108;88;129
bealdav;33;25;131;84;126
AdriaGForgeFlow;17;17;47;189;217
carlosdauden;28;20;61;143;176
guewen;31;31;93;96;142
astirpe;37;38;79;99;152
Saran440;37;25;94;93;134
ernestotejeda;33;32;61;117;163
JordiBForgeFlow;22;15;148;53;85
"alexis-via";69;54;71;42;113
sbejaoui;37;35;89;64;115
bodedra;12;9;71;107;128
sebastienbeau;13;11;106;61;86
manuelcalerosolis;34;16;24;113;140
SimoRubi;25;18;76;65;97
ValentinVinagre;13;10;89;70;93
grindtildeath;35;25;42;72;109
yvaucher;14;12;109;43;69
emagdalenaC2i;11;8;82;69;89
rvalyi;1;3;79;93;106
marcelsavegnago;27;12;52;81;105
hbrunn;20;17;69;64;94
"osi-scampbell";47;41;17;47;99
"kos94ok-3D";27;23;45;54;89
lmignon;9;10;70;54;75
renatonlima;20;17;37;65;93
"i-vyshnevska";25;11;23;73;94
mymage;22;15;48;44;71
"CasVissers-360ERP";6;3;50;70;83
JoanSForgeFlow;40;36;19;29;76
newtratip;16;9;40;56;75
tafaRU;6;6;45;69;84
gurneyalex;16;13;49;41;65
Fkawala;11;6;61;39;56
skeller1;30;19;24;44;73
flachica;36;13;45;7;33
"luc-demeyer";15;14;65;20;46
nelsonramirezs;1;1;2;110;113
CarlosRoca13;25;19;37;27;57
sebalix;16;17;20;50;75
brian10048;14;11;21;58;77
GSLabIt;11;8;46;36;54
hparfr;13;8;37;43;61
moylop260;7;7;58;29;46
jgrandguillaume;"-";"-";42;58;64
"Cedric-Pigeon";21;12;25;37;59
alan196;18;14;27;38;61
patrickrwilson;9;9;24;55;72
primes2h;3;3;57;35;47
Rad0van;15;1;60;14;27
dalonsod;14;11;45;25;46
rafaelbn;"-";"-";30;63;68
tonygalmiche;5;3;38;46;57
"Tonow-c2c";13;7;8;51;64
flotho;8;2;40;24;35
acysos;14;3;45;9;22
cubells;14;3;32;25;37
mamcode;11;7;27;28;44
"florian-dacosta";4;8;23;35;50
Yasaie;26;5;13;23;37
feketemihai;21;16;19;8;33
qgroulard;21;11;10;27;46
TDu;8;4;9;47;57
ThomasBinsfeld;20;8;5;36;51
murtuzasaleh;12;11;16;27;45
kevinkhao;15;8;21;23;39
"shopinvader-git-bot";"-";"-";67;"-";8
SilvioGregorini;13;7;25;20;36
kongrattapong;8;16;20;17;40
"mourad-ehm";7;3;29;24;35
hendrixcosta;10;6;28;16;30
eantones;16;5;35;4;19
rlizana;6;2;21;29;38
gabrielcardoso21;10;7;6;31;44
mbcosta;5;7;21;20;34
fmdl;8;1;15;24;32
tarteo;10;6;16;18;31
luisg123v;7;6;18;17;30
"nikul-serpentcs";"-";4;12;28;35
robinkeunen;6;4;20;14;25
acsonefho;6;3;10;25;34
misern2;7;2;17;16;25
mrcast;"-";"-";3;41;43
robyf70;3;4;11;26;35
alessandrocamilli;10;3;9;17;26
OpenCode;"-";3;13;24;31
angelmoya;8;4;17;8;19
clementmbr;6;3;23;7;17
lfreeke;2;2;12;22;29
jimhoefnagels;13;7;8;6;19
ecino;12;"-";18;6;14
gdgellatly;"-";"-";9;26;29
mclaeysb;8;4;12;9;19
rven;1;3;16;13;21
PierrickBrun;5;2;10;16;23
thomaspaulb;5;3;7;16;24
janverb;12;6;2;12;23
luffah;2;1;20;8;15
NuriaXifre;8;11;"-";11;25
ajayjaviya;6;5;3;15;24
benwillig;8;4;9;9;19
ghost;6;5;16;"-";11
"gva-acsone";"-";"-";4;25;27
"JayVora-SerpentCS";"-";"-";20;6;10
RodrigoBM;10;3;14;1;11
oscars8a;3;1;9;15;21
elvise;"-";"-";27;"-";5
gaikaz;3;2;9;13;20
jjscarafia;7;"-";11;6;12
matt454357;3;1;9;14;20
pegonzalezspesol;5;6;9;5;16
sherpya;11;2;7;3;11
sswapnesh;4;4;9;10;19
andreampiovesana;1;"-";9;16;20
jcoux;5;4;1;16;23
ntsirintanis;7;2;9;8;16
tschanzt;1;9;5;10;22
AntoniRomera;5;4;11;5;15
SimoneVagile;4;1;5;15;20
ovnicraft;5;1;13;4;11
"p-tombez";6;4;5;9;18
"MPoch-PlanetaTIC";12;"-";6;5;11
igallart;6;2;14;1;9
jbaudoux;1;1;4;18;22
mmequignon;2;2;2;18;23
"Martronic-SA";4;7;9;1;13
"marco-marchiori";"-";"-";16;7;11
quentinDupont;3;1;4;14;19
"sudhir-erpharbor";7;4;8;2;11
"BT-nstuder";4;4;8;6;15
DarioLodeiros;1;1;3;17;21
bjornbillen;7;1;7;2;8
cvinh;6;3;11;"-";9
"Chandresh-SerpentCS";4;3;8;5;13
Lopsanz;3;"-";14;1;6
dhruvitaSerpentCS;7;5;5;2;12
marylla;"-";"-";8;13;16
wpichler;4;5;8;"-";10
"chafique-delli";4;1;5;8;13
labaggio;2;2;5;11;17
