User,CPRs,MPRs,Cts,Reviews,CI
pedrobaeza,70,64,2.477,1.263,1.385
rousseldenis,60,37,519,290,358
alexey-pelykh,82,84,373,201,313
max3903,97,82,253,289,397
dreispt,65,35,378,216,279
simahawk,47,37,344,249,311
MiquelRForgeFlow,82,72,189,316,411
eLBati,86,67,296,201,294
kittiu,50,34,327,218,277
etobella,53,38,274,272,334
legalsylvain,49,38,295,232,294
sbidoul,78,69,311,163,258
AaronHForgeFlow,59,29,270,232,285
yajo,75,74,193,227,324
Tardo,94,95,183,194,312
LoisRForgeFlow,46,43,245,229,294
sergio-teruel,116,100,179,141,265
chienandalu,56,58,103,313,389
HaraldPanten,12,11,160,266,293
ivantodorovich,33,21,173,186,226
NL66278,11,8,160,209,233
jarroyomorales,71,69,114,133,221
HviorForgeFlow,50,43,127,151,212
mileo,53,11,178,113,145
ps-tubtim,76,48,73,148,213
guewen,46,47,117,122,187
sergiocorato,53,27,129,108,154
marcelsavegnago,47,21,92,157,194
StefanRijnhart,30,23,142,118,158
AdriaGForgeFlow,20,22,52,217,251
bealdav,37,30,146,90,138
Saran440,43,29,122,105,152
ernestotejeda,49,45,77,133,194
astirpe,40,45,86,119,180
carlosdauden,29,21,64,164,198
JordiBForgeFlow,25,19,169,63,100
hbrunn,28,24,110,92,132
alexis-via,70,58,81,46,121
sbejaoui,42,36,94,68,120
ValentinVinagre,18,14,110,89,118
grindtildeath,45,29,51,93,136
bodedra,12,9,74,116,137
manuelcalerosolis,37,21,31,115,148
sebastienbeau,16,11,117,64,90
yvaucher,17,15,122,54,84
emagdalenaC2i,16,10,89,74,97
SimoRubi,27,20,81,65,99
rvalyi,1,3,86,97,110
rafaelbn,-,-,69,99,107
osi-scampbell,50,43,18,47,101
i-vyshnevska,29,14,29,85,110
lmignon,10,12,76,60,84
brian10048,30,14,44,67,93
kos94ok-3D,27,24,47,58,94
gurneyalex,20,14,68,50,77
mymage,26,16,55,44,73
renatonlima,21,18,38,67,96
tafaRU,7,7,54,78,95
CarlosRoca13,33,29,52,31,73
flachica,36,15,58,20,49
CasVissers-360ERP,6,4,53,76,90
newtratip,16,10,45,60,81
feketemihai,38,21,51,16,50
dalonsod,17,12,62,42,66
jgrandguillaume,-,-,59,73,81
skeller1,35,25,27,45,81
JoanSForgeFlow,40,37,19,31,79
Rad0van,18,8,82,16,37
Fkawala,11,7,65,39,57
sebalix,16,19,24,60,88
luc-demeyer,16,15,65,24,51
moylop260,11,10,65,34,55
nelsonramirezs,1,1,2,110,113
Tonow-c2c,20,13,13,63,84
GSLabIt,11,8,49,39,57
primes2h,5,5,57,40,55
patrickrwilson,11,9,27,58,76
