User;CPRs;MPRs;Cts;Reviews;CI
pedrobaeza;6;4;397;230;256
victoralmau;16;10;29;95;114
mileo;19;2;74;47;62
rousseldenis;10;7;80;44;63
marcelsavegnago;12;12;60;51;74
lmignon;9;5;45;75;90
sbidoul;27;25;54;16;54
simahawk;17;14;42;46;71
dreispt;11;10;65;26;47
guewen;14;9;41;44;63
Saran440;18;13;49;24;48
MiquelRForgeFlow;20;30;17;30;69
eLBati;10;14;45;25;49
kittiu;17;9;50;19;39
LoisRForgeFlow;10;9;42;31;50
etobella;10;11;26;44;63
AaronHForgeFlow;6;5;43;33;47
HaraldPanten;2;2;32;50;59
"joao-p-marques";9;4;34;34;47
HviorForgeFlow;5;4;33;35;47
NL66278;3;1;25;44;52
CarlosRoca13;14;11;30;17;37
ernestotejeda;15;10;21;26;44
legalsylvain;15;8;26;19;36
chienandalu;15;13;18;21;42
yajo;10;8;26;23;39
bodedra;"-";"-";24;42;47
"alexey-pelykh";21;13;23;5;27
newtratip;18;10;16;17;35
rvalyi;1;1;25;34;41
sbejaoui;13;7;26;14;30
"sergio-teruel";8;12;19;19;38
bealdav;7;4;19;25;36
sergiocorato;8;5;20;13;25
"ps-tubtim";2;8;15;24;37
luistorresm;14;13;16;4;25
astirpe;13;7;11;15;29
ivantodorovich;7;1;15;22;30
jarroyomorales;4;7;11;23;35
moylop260;1;"-";33;10;17
StefanRijnhart;5;3;17;17;26
tonygalmiche;"-";"-";9;33;36
"alexis-via";16;7;11;7;21
brian10048;1;6;22;11;23
renatonlima;8;5;16;9;21
JordiBForgeFlow;4;1;19;13;20
yvaucher;5;2;23;5;14
yelizariev;"-";"-";10;23;26
feketemihai;19;3;7;2;12
flachica;3;"-";14;10;15
carlosdauden;6;3;7;13;21
emagdalenaC2i;5;1;3;18;23
Tardo;3;1;9;12;18
hbrunn;6;5;9;5;15
"shopinvader-git-bot";"-";"-";25;"-";5
alan196;10;3;5;6;14
rafaelbn;4;2;11;7;14
dalonsod;4;3;14;2;11
jbaudoux;2;1;2;18;22
"nikul-serpentcs";6;3;12;1;10
sebalix;2;3;4;13;19
"florian-dacosta";2;1;4;13;17
grindtildeath;3;1;4;13;18
redapureskill;5;"-";7;4;9
sebastienbeau;7;2;8;2;9
"kos94ok-3D";2;"-";4;13;16
max3903;2;2;13;2;9
yostashiro;"-";"-";3;16;18
RLeeOSI;5;"-";6;6;11
SimoRubi;3;"-";7;8;12
jgrandguillaume;"-";"-";1;17;18
"CasVissers-360ERP";"-";1;9;5;9
JevinD;9;1;5;"-";6
ThomasBinsfeld;5;1;2;8;13
gdgellatly;2;1;9;5;10
OpenCode;2;"-";14;"-";5
"len-foss";1;"-";3;12;15
"luc-demeyer";1;2;11;2;8
luisg123v;2;"-";6;6;10
tafaRU;"-";1;2;13;15
Rad0van;"-";4;10;"-";7
dennybiasiolli;4;2;7;1;8
AdriaGForgeFlow;"-";1;1;12;14
"Cedric-Pigeon";"-";"-";8;6;9
TDu;3;2;"-";9;13
TimLai125;4;1;5;4;9
bodi000;6;1;3;3;8
eantones;2;"-";3;9;12
hparfr;"-";"-";7;7;10
nilshamerlinck;5;3;2;4;11
davejames;3;2;5;2;8
vinclar;5;"-";4;"-";4
FernandoRomera;"-";"-";4;8;10
SimoneVagile;1;"-";1;9;11
celm1990;1;2;5;4;9
luismalta;4;4;2;1;8
ecino;11;"-";"-";"-";3
gabrielcardoso21;1;"-";4;6;9
matteoopenf;1;"-";2;8;10
skeller1;"-";1;2;7;9
tupaq;5;"-";4;"-";4
Capriatto;"-";"-";6;4;6
DarioLodeiros;"-";"-";6;4;6
danimv5;"-";"-";"-";10;10
mamcode;"-";"-";2;8;9
misern2;2;"-";2;5;8
primes2h;1;1;4;4;8
quentinDupont;"-";1;3;6;9
Borruso;3;1;4;"-";5
GavyMG;3;4;"-";1;7
acsonefho;1;3;1;3;8
chrisdec;"-";"-";"-";9;9
clementmbr;5;1;"-";3;6
cubells;"-";"-";3;2;4
ghost;4;"-";"-";"-";2
"i-vyshnevska";"-";1;2;6;8
ioans73;4;1;2;2;6
"mourad-ehm";2;1;"-";6;8
CarmenMiranda;"-";1;5;1;4
JoanSForgeFlow;2;"-";1;5;7
ValentinVinagre;1;2;"-";5;8
atchuthan;"-";"-";2;6;7
dhruvitaSerpentCS;3;4;1;"-";7
"guimarc-br";"-";"-";3;4;6
houssine78;"-";"-";3;5;7
kevinkhao;2;"-";3;2;5
labaggio;"-";"-";6;2;4
maitaoriana;3;1;4;"-";5
manuelregidor;2;2;3;1;6
Cncd10;"-";"-";4;3;5
JordiMForgeFlow;"-";"-";1;6;7
"Nikul-Chaudhary";5;1;"-";"-";3
"chafique-delli";5;"-";1;"-";3
"dsolanki-initos";4;"-";2;"-";3
fuentes73;3;1;"-";3;6
gurneyalex;2;"-";3;1;4
julianram;4;"-";2;"-";3
murtuzasaleh;1;2;3;1;6
qgroulard;4;1;1;1;5
santostelmo;4;"-";2;1;4
warp10;"-";"-";4;3;5
"willer-mo";2;2;1;2;6
AmmarOfficewalaSerpentCS;4;"-";1;"-";3
"Chandresh-SerpentCS";2;"-";2;1;4
"Dangar-Serpentcs";1;"-";5;"-";3
GSLabIt;"-";"-";3;3;5
PCatinean;2;1;3;"-";4
PierrickBrun;1;1;1;3;6
cesarlr;"-";"-";3;3;5
"pedrocs-exo";2;2;1;"-";4
"pierre-pizzetta";2;1;3;"-";4
"sudhir-erpharbor";1;"-";2;1;3
vincenzoterzulli;1;1;2;2;5
ypapouin;3;1;2;"-";4
Abranes;2;1;"-";2;4
Byloth;"-";"-";5;"-";2
acysos;1;"-";4;"-";3
"ajaniszewska-dev";2;2;"-";1;4
angelmoya;"-";"-";"-";5;5
"foliveira-odoogap";"-";"-";5;"-";2
hugosantosred;2;2;"-";1;4
jobiols;2;"-";2;"-";3
keshrath;1;"-";2;2;4
"osi-scampbell";3;1;"-";1;4
rlizana;1;1;2;1;4
robyf70;2;1;1;"-";3
steync027;2;1;2;"-";4
supakornkim;1;"-";3;"-";3
tarteo;"-";"-";2;3;4
"Khalid-SerpentCS";"-";1;3;"-";3
SilvioGregorini;"-";3;1;"-";4
"Swapnesh-SerpentCS";"-";"-";1;3;4
"Trivedi-Vacha-SerpentCS";"-";"-";"-";4;4
Vicenteagf;2;"-";2;"-";3
"alex-guardado";1;"-";1;2;4
fmdl;"-";2;2;"-";3
gfcapalbo;3;"-";"-";"-";2
"hugho-ad";"-";"-";2;2;3
ieski;2;1;"-";1;3
igallart;1;"-";"-";3;4
jado95;2;"-";"-";1;2
jcoux;1;1;1;1;4
jorgecurso1;2;"-";"-";"-";1
jpcarassato;"-";"-";"-";4;4
luiseevaquer;1;"-";1;2;4
manuelcalerosolis;2;"-";1;1;3
miltonguzmanf;"-";1;3;"-";3
ozono;3;"-";1;"-";3
"p-tombez";1;"-";"-";3;4
"remi-filament";"-";"-";2;1;2
scigghia;"-";"-";3;"-";2
thomaspaulb;2;"-";2;"-";3
AntoniRomera;"-";"-";"-";3;3
"BT-aestebanez";"-";"-";1;2;3
DevanshGupta15;1;"-";1;"-";2
"JayVora-SerpentCS";"-";"-";3;"-";2
Lopsanz;2;1;"-";"-";2
NavidMansuri5155;1;"-";1;"-";2
OmShrivastava19;1;"-";1;"-";2
Ryoko04;2;"-";"-";1;2
