User,CPRs,MPRs,Cts,Reviews,CI
pedrobaeza,11,12,392,237,272
victoralmau,12,7,31,77,93
legalsylvain,14,8,53,47,66
marcelsavegnago,8,8,33,74,91
dreispt,9,9,53,41,60
LoisRForgeFlow,12,11,50,36,58
chienandalu,9,9,26,64,81
rousseldenis,7,11,48,37,58
mileo,13,5,39,36,51
sergiocorato,18,8,36,24,42
eLBati,13,8,39,26,44
etobella,4,4,46,32,45
kittiu,9,2,50,17,29
alexey-pelykh,19,12,30,15,37
HaraldPanten,1,-,22,51,57
simahawk,13,5,27,26,40
MiquelRForgeFlow,26,15,10,16,39
jarroyomorales,14,4,22,25,37
AaronHForgeFlow,3,4,21,33,43
sergio-teruel,12,8,22,20,36
rvalyi,-,-,29,31,36
ernestotejeda,9,5,14,29,41
joao-p-marques,7,3,8,39,47
moylop260,2,2,32,17,26
yajo,6,4,20,20,31
Saran440,10,4,17,18,29
NL66278,3,1,19,26,33
tafaRU,2,4,20,14,24
HviorForgeFlow,3,3,12,23,31
dalonsod,5,3,22,10,20
guewen,6,5,12,17,28
bodedra,1,1,7,30,35
astirpe,6,4,6,22,31
yvaucher,3,1,11,21,27
CarlosRoca13,11,3,15,4,14
lmignon,3,-,9,21,26
dhruvitaSerpentCS,4,3,3,22,29
feketemihai,7,5,13,5,16
robyf70,8,-,10,8,14
primes2h,-,-,11,20,23
sebastienbeau,1,4,18,8,17
renatonlima,8,9,4,9,23
JordiBForgeFlow,1,2,11,15,21
Tardo,6,2,10,10,18
bealdav,4,1,6,16,21
ivantodorovich,3,2,8,14,21
Rad0van,4,-,11,11,16
Cedric-Pigeon,-,4,16,5,13
hugho-ad,3,2,10,9,16
murtuzasaleh,2,4,7,5,13
hbrunn,7,2,9,5,13
len-foss,6,-,8,9,14
shopinvader-git-bot,-,-,24,-,5
gurneyalex,4,4,6,8,16
jgrandguillaume,-,-,11,11,14
patrickrwilson,2,-,12,8,13
TDu,3,1,-,16,19
manuelregidor,4,4,5,5,13
atchuthan,3,3,-,13,18
emagdalenaC2i,5,1,9,4,10
ps-tubtim,1,6,3,8,17
sbidoul,1,1,15,2,8
SimoRubi,3,4,9,1,10
grindtildeath,2,3,1,6,11
jbaudoux,2,-,2,14,17
sebalix,3,1,6,8,13
carlosdauden,1,1,2,12,15
eantones,6,2,6,-,7
gabrielcardoso21,-,2,6,6,10
i-vyshnevska,1,2,5,6,11
luismalta,3,3,6,3,10
luistorresm,3,3,4,5,12
CasVissers-360ERP,2,-,8,4,8
StefanRijnhart,-,1,9,4,8
danimv5,-,-,-,14,14
dhongu,7,5,-,1,9
rafaelbn,-,-,5,9,11
alexandreduf,5,2,4,-,6
fredzamoabg,3,1,5,3,8
luc-demeyer,2,1,6,4,9
ruuter,-,-,9,4,7
jpcarassato,-,-,-,12,12
leemannd,1,-,3,7,10
luisg123v,2,1,5,4,9
mrcast,-,-,2,10,11
bizzappdev,3,-,-,8,10
eduardgm,-,-,-,11,11
max3903,1,-,5,5,8
misern2,4,1,2,4,8
BT-rmartin,4,2,3,1,7
RodrigoBM,2,1,6,1,6
celm1990,4,-,4,1,5
danielduqma,4,2,4,-,6
kh-badep,2,-,2,5,8
mmequignon,2,-,1,7,9
AdriaGForgeFlow,-,3,1,5,9
brian10048,-,-,7,2,5
miltonguzmanf,6,-,-,-,2
osi-scampbell,3,1,3,2,6
vimalpatelserpentcs,-,-,-,9,9
Chandresh-SerpentCS,2,2,2,1,6
hbto,1,1,5,1,5
luiseevaquer,2,2,3,1,6
mourad-ehm,-,1,3,3,6
regispirard,1,-,5,2,5
robinkeunen,2,2,1,3,7
sbejaoui,1,1,4,2,6
FernandoRomera,2,1,3,-,4
diggy128,1,2,3,1,6
jonisunz,3,2,2,-,5
kos94ok-3D,-,-,1,6,7
nikul-serpentcs,-,-,1,5,6
scigghia,1,-,2,2,4
zaoral,-,-,4,2,4
JayVora-SerpentCS,-,-,3,3,5
JoanSForgeFlow,1,2,-,3,6
Trivedi-Vacha-SerpentCS,-,-,-,5,5
ajaniszewska-dev,1,-,2,3,5
cormaza,2,1,1,-,3
eduaparicio,-,1,-,5,6
fmdl,1,1,2,1,4
hparfr,-,-,2,4,5
vrenaville,2,-,2,1,4
Abranes,-,-,2,3,4
