User,CI,CPRs,MPRs,Cts,Reviews
visionsrlsolution,1,(null),(null),2,(null)
VincentBarratscalizer,1,1,(null),(null),(null)
Victor-Plagaro,1,(null),(null),1,(null)
UrzaBlock,1,(null),(null),1,(null)
TuxLeGrand,1,(null),(null),(null),1
TomVermeerenDynapps,1,2,(null),(null),(null)
Tomero-Dev,1,(null),(null),1,(null)
tm-smile,1,(null),(null),1,(null)
timothyluyten-obs,1,1,(null),(null),(null)
Tiago370,1,(null),1,(null),(null)
TheSumitBasak,1,1,(null),(null),(null)
TelmoSuarez,1,(null),(null),2,(null)
TadeuszKarpinski,1,(null),(null),(null),1
sybdeb,1,(null),(null),2,(null)
SupportSNDC,1,(null),(null),1,(null)
sufyaldi,1,1,(null),(null),(null)
strarsis,1,(null),(null),1,(null)
Stephanvandenberg,1,(null),(null),(null),1
sprintitviki,1,2,(null),(null),(null)
SMNDVC,1,2,(null),(null),(null)
SBillion,1,1,(null),(null),(null)
Saurat,1,(null),(null),1,(null)
Saralrat,1,1,(null),(null),(null)
rogerdk,1,(null),(null),2,(null)
Robrechtc,1,(null),(null),1,(null)
ralf-mens,1,1,(null),(null),(null)
QuiJoQuim,1,(null),(null),1,(null)
quannguyen1560,1,1,(null),(null),(null)
qs2-fabio,1,1,(null),(null),(null)
paula-fernandez-sanchez03,1,1,(null),(null),(null)
Pascal-Thommen,1,(null),(null),1,(null)
PabloMartFL,1,(null),(null),(null),1
OscarIndias,1,2,(null),(null),(null)
OKT96,1,(null),(null),1,(null)
ofonseca-pyming,1,(null),(null),(null),1
OdyX,1,(null),(null),2,(null)
Odoodev2,1,2,(null),(null),(null)
oadiazp,1,1,(null),(null),(null)
O-Mutt,1,(null),(null),2,(null)
nurefexc,1,1,(null),(null),(null)
noah-lemarinel,1,2,(null),(null),(null)
newtratip,1,(null),(null),(null),1
Nemael,1,1,(null),(null),(null)
NelsonV93,1,1,(null),(null),(null)
Natthaphum1234,1,(null),(null),(null),1
murtuzasaleh,1,(null),(null),1,(null)
MrTango,1,(null),(null),1,(null)
mreisenhofer-web,1,2,(null),(null),(null)
MrArancio,1,1,(null),(null),(null)
Mraimou,1,1,(null),(null),(null)
Montiwa11,1,(null),(null),1,(null)
mmrondon,1,2,(null),(null),(null)
mktsrl,1,(null),(null),2,(null)
mitul-tsd,1,2,(null),(null),(null)
Miguel-Granda1121,1,(null),1,(null),(null)
michi-blicki,1,1,(null),(null),(null)
Mert-coderoid,1,2,(null),(null),(null)
Maxime-TC,1,(null),(null),1,(null)
Matteo-Filardi,1,1,(null),(null),(null)
MateuGForgeFlow,1,(null),(null),(null),1
manana2520,1,2,(null),(null),(null)
LUNEXTLABS-Tobi,1,2,(null),(null),(null)
LucasTran380381,1,(null),1,(null),(null)
Luca-Policastro,1,(null),1,(null),(null)
LoayMoh99,1,1,(null),(null),(null)
lk-eska,1,(null),(null),2,(null)
Lionel-cl,1,(null),(null),2,(null)
Linekio,1,(null),(null),2,(null)
lianetpineda,1,1,(null),(null),(null)
lembregtse,1,(null),1,(null),(null)
larmar,1,1,(null),(null),(null)
laofahai,1,1,(null),(null),(null)
Laikar,1,(null),(null),(null),1
kluna1998,1,(null),1,(null),(null)
KirolosMFahem,1,(null),(null),(null),1
KhaledGharib,1,1,(null),(null),(null)
khaihoan123,1,(null),(null),2,(null)
KengneMabou,1,1,(null),(null),(null)
Karla-Villegas,1,(null),(null),1,(null)
juppe,1,(null),(null),2,(null)
JuanJaraSandoval,1,(null),(null),1,(null)
JuanilloKing,1,1,(null),(null),(null)
JrAdhoc,1,(null),1,(null),(null)
JonasHeymans,1,1,(null),(null),(null)
john-herholz-dt,1,(null),(null),1,(null)
JOG-Netkia,1,(null),(null),(null),1
Joaco1980,1,(null),(null),(null),1
jesanmor,1,(null),(null),2,(null)
jcdrubay,1,(null),(null),2,(null)
Jay2163,1,(null),(null),(null),1
javierobesonetkia,1,2,(null),(null),(null)
javierjosecarpio,1,2,(null),(null),(null)
jaredkipe,1,(null),(null),1,(null)
IT-Ideas,1,(null),(null),1,(null)
IRB82,1,(null),(null),1,(null)
inluck,1,2,(null),(null),(null)
ilyasProgrammer,1,(null),(null),1,(null)
ilmir-k,1,(null),(null),2,(null)
idris-domatix,1,1,(null),(null),(null)
idealisconsultingbe,1,2,(null),(null),(null)
Hussam-Suleiman,1,(null),(null),1,(null)
HugOdoo,1,(null),(null),2,(null)
hudson940,1,1,(null),(null),(null)
Hudson5577,1,(null),1,(null),(null)
houdaBENTALEB,1,1,(null),(null),(null)
hector-fe-dev,1,2,(null),(null),(null)
HaithamSaqr,1,1,(null),(null),(null)
Gravitai-IPanchal,1,1,(null),(null),(null)
GPihera,1,(null),(null),(null),1
Ghazall02,1,1,(null),(null),(null)
georgiedekker,1,(null),(null),1,(null)
gbtechnology,1,(null),(null),1,(null)
GarazdCreation,1,(null),(null),1,(null)
gaetan-vaujour,1,(null),(null),2,(null)
gabe-grinspan,1,(null),(null),1,(null)
fvkugit,1,2,(null),(null),(null)
FlJesusLorenzo,1,(null),(null),1,(null)
FherStk,1,(null),(null),1,(null)
EvaS595,1,(null),(null),(null),1
ErwanbretonMangono,1,1,(null),(null),(null)
ernestorosas499-del,1,2,(null),(null),(null)
EORIS-SUPPORT,1,(null),(null),(null),1
Electric-impala,1,1,(null),(null),(null)
Eckard-Vapo,1,1,(null),(null),(null)
Easyway-IT,1,(null),(null),(null),1
dochse,1,1,(null),(null),(null)
Devstellar,1,1,(null),(null),(null)
dennis-worklocker,1,1,(null),(null),(null)
DemchukM,1,(null),1,(null),(null)
Darumait,1,(null),(null),1,(null)
Danimarqz,1,(null),(null),(null),1
danielkauffman,1,(null),(null),2,(null)
dakonio,1,2,(null),(null),(null)
COUR4G3,1,1,(null),(null),(null)
codeagencybe,1,(null),(null),1,(null)
coco2299,1,(null),(null),1,(null)
cle-yona,1,(null),(null),1,(null)
Cl0ut1eR,1,1,(null),(null),(null)
ChristianTessera,1,2,(null),(null),(null)
ChrisOForgeFlow,1,(null),1,(null),(null)
chrisb-c01,1,1,(null),(null),(null)
chrisalt,1,1,(null),(null),(null)
CesarSant2000,1,1,(null),(null),(null)
ced-adhoc,1,(null),1,(null),(null)
CariacouP,1,(null),(null),1,(null)
callista-odoo-sh-external,1,(null),(null),(null),1
BurkhalterY,1,1,(null),(null),(null)
BT-tpiric,1,(null),(null),(null),1
BT-sschmid,1,(null),(null),1,(null)
BT-jmichaud,1,(null),(null),1,(null)
BT-fgarbely,1,(null),(null),1,(null)
bodedra,1,(null),(null),1,(null)
bo-eska,1,(null),(null),1,(null)
blaskurain,1,1,(null),(null),(null)
Berezi,1,1,(null),(null),(null)
baimont,1,(null),(null),1,(null)
baer128,1,1,(null),(null),(null)
Babbato,1,1,(null),(null),(null)
azucenatrey,1,(null),(null),1,(null)
avuff,1,1,(null),(null),(null)
atangaraj,1,(null),(null),(null),1
assistinfone-git,1,(null),(null),(null),1
aptaluke,1,1,(null),(null),(null)
AntoniRomera,1,(null),(null),(null),1
antelo,1,(null),(null),2,(null)
anothingguy,1,(null),(null),(null),1
AngelMoyaOdoo,1,1,(null),(null),(null)
andreschenkels,1,(null),(null),1,(null)
amkarthik,1,1,(null),(null),(null)
amincheloh,1,(null),(null),2,(null)
AlSacco,1,(null),(null),(null),1
ALopez-Adhoc,1,1,(null),(null),(null)
aliencrash,1,(null),(null),1,(null)
AlienAtSystem,1,1,(null),(null),(null)
AlhMaria,1,(null),(null),(null),1
alexandregaldeano,1,(null),(null),(null),1
alessandrocamilli,1,1,(null),(null),(null)
ALeon-PlanetaTIC,1,1,(null),(null),(null)
AlbertoNieto44,1,1,(null),(null),(null)
albaraamakt,1,(null),(null),1,(null)
ahmed-aly-aut,1,(null),(null),1,(null)
ahaly-cloudunify,1,(null),(null),1,(null)
agorbit,1,2,(null),(null),(null)
adriancarmona-aromasdelcampo,1,(null),(null),1,(null)
adnankkapasi,1,(null),(null),1,(null)
adgensee,1,(null),(null),1,(null)
adejongscalizer,1,1,(null),(null),(null)
AdanCortes,1,1,(null),(null),(null)
abelsrzz,1,1,(null),(null),(null)
aaronNgu,1,2,(null),(null),(null)
360groupes,1,1,(null),(null),(null)
zeroheure,0,(null),(null),(null),(null)
YoussefEttamimi,0,(null),(null),(null),(null)
XanderDeMatteis,0,(null),(null),(null),(null)
Urvisha-OSI,0,(null),(null),(null),(null)
timloic,0,(null),(null),(null),(null)
Thotsapol-A,0,(null),(null),(null),(null)
SylweKra,0,(null),(null),(null),(null)
SirTakobi,0,(null),(null),(null),(null)
Shubham-records,0,(null),(null),(null),(null)
Sanazzzmi,0,(null),(null),(null),(null)
Romathi,0,(null),(null),(null),(null)
QuocDuong1306,0,(null),(null),(null),(null)
Puriboonsiri,0,(null),(null),(null),(null)
PrabhuAppalapuriSAMSA-IT,0,(null),(null),(null),(null)
PolComas,0,(null),(null),(null),(null)
PlantBasedStudio,0,(null),(null),(null),(null)
Peluko,0,(null),(null),(null),(null)
patrickrwilson,0,(null),(null),(null),(null)
p-tombez,0,(null),(null),(null),(null)
MS-OSI,0,(null),(null),(null),(null)
MeritxellAForgeFlow,0,(null),(null),(null),(null)
Lucianojrr1,0,(null),(null),(null),(null)
Koudja,0,(null),(null),(null),(null)
Kosaaaaa,0,(null),(null),(null),(null)
JasonMSims,0,(null),(null),(null),(null)
IvanDLPG-Sidoo,0,(null),(null),(null),(null)
InformatiqueProg,0,(null),(null),(null),(null)
IbrahimAljuhani,0,(null),(null),(null),(null)
GabbasovDinar,0,(null),(null),(null),(null)
flaenen,0,(null),(null),(null),(null)
EdgarRetes,0,(null),(null),(null),(null)
dmitriypaulov,0,(null),(null),(null),(null)
Deriman-Alonso,0,(null),(null),(null),(null)
DealTechSrl,0,(null),(null),(null),(null)
dcamacho20,0,(null),(null),(null),(null)
DamianBereza94,0,(null),(null),(null),(null)
crrodrigueztrujillo,0,(null),(null),(null),(null)
clementelabore,0,(null),(null),(null),(null)
chusamo,0,(null),(null),(null),(null)
chupaSV,0,(null),(null),(null),(null)
CHunYenc,0,(null),(null),(null),(null)
Chionne27,0,(null),(null),(null),(null)
chetung2808,0,(null),(null),(null),(null)
chafique-delli,0,(null),(null),(null),(null)
cesarportas,0,(null),(null),(null),(null)
ccarrenoc,0,(null),(null),(null),(null)
CarlosRiquelme,0,(null),(null),(null),(null)
CaparrosC,0,(null),(null),(null),(null)
C2dricLeroy,0,(null),(null),(null),(null)
bvanjeelharia,0,(null),(null),(null),(null)
BTsiwar,0,(null),(null),(null),(null)
BT-anieto,0,(null),(null),(null),(null)
bringsvor,0,(null),(null),(null),(null)
blueuc,0,(null),(null),(null),(null)
BetoRaja,0,(null),(null),(null),(null)
azzougouagh,0,(null),(null),(null),(null)
Auneor,0,(null),(null),(null),(null)
ArtiomKichojalSAMSAIT,0,(null),(null),(null),(null)
antonyht27,0,(null),(null),(null),(null)
antonioburic,0,(null),(null),(null),(null)
AndrzejGerasimukARCHIMEDES,0,(null),(null),(null),(null)
andevatikul,0,(null),(null),(null),(null)
AlvaroRM11,0,(null),(null),(null),(null)
Alejandro-Domatix,0,(null),(null),(null),(null)
aktiv-janvi-raval,0,(null),(null),(null),(null)
AJamal13,0,(null),(null),(null),(null)
achulii,0,(null),(null),(null),(null)
absal-smile,0,(null),(null),(null),(null)
a-khalil-ecoservice,0,(null),(null),(null),(null)
9184Lucky,0,(null),(null),(null),(null)
