User,CI,CPRs,MPRs,Cts,Reviews
cristina-hidalgo-tecnativa,23,8,5,1,14
Shide,22,4,3,9,14
pilarvargas-tecnativa,22,8,7,2,11
ByteMeAsap,22,1,(null),3,19
yajo,21,2,(null),7,17
carlosdauden,21,1,(null),6,18
kaynnan,20,10,4,5,11
NICO-SOLUTIONS,20,2,2,11,13
nobuQuartile,20,2,1,5,15
HviorForgeFlow,19,(null),(null),26,14
Reyes4711-S73,19,(null),1,11,15
JordiMForgeFlow,18,10,2,18,9
lef-adhoc,18,7,6,11,6
SanamiK,18,4,1,9,12
Tisho99,17,8,11,5,1
stferraro,16,16,2,37,4
cyrilmanuel,16,1,1,12,11
mbcosta,16,1,4,10,8
marcos-mendez,16,2,(null),7,12
peluko00,16,3,5,4,7
shirashi3771,16,2,2,5,10
cparadis-impressfoods,15,13,2,2,8
HaraldPanten,15,(null),(null),12,12
BernatObrador,15,1,3,9,8
petrus-v,15,(null),(null),8,12
TDu,15,(null),1,4,12
copilot-pull-request-reviewer[bot],15,(null),(null),(null),15
JordiBForgeFlow,14,7,4,22,3
guewen,14,5,2,9,7
amh-mw,14,1,1,11,9
pniederlag,14,2,1,10,8
anusriNPS,14,4,(null),4,10
dalonsod,14,1,1,5,10
yweng8111,14,2,3,3,8
PaulaMForgeFlow,14,(null),2,(null),12
thomaspaulb,13,2,2,22,5
yvaucher,13,1,(null),17,8
tarteo,13,2,1,11,7
quentinDupont,13,5,2,2,7
rven,13,4,3,4,6
pablo-cort-s73,13,2,2,5,7
fsmw,12,19,1,18,2
sebastienbeau,12,9,6,6,1
DiegoParadeda,12,2,4,10,3
JasminSForgeFlow,12,(null),3,8,6
santostelmo,12,2,1,5,7
francesco-ooops,11,(null),(null),9,8
remi-filament,11,(null),3,5,6
raumschmiede-joshuaL,11,2,2,5,5
juancarlosonate-tecnativa,11,2,3,1,6
dhongu,10,5,5,7,(null)
PieterPaulussen,10,2,(null),2,7
JoanSForgeFlow,10,1,3,2,5
david-banon-tecnativa,10,(null),2,2,7
Borruso,9,18,(null),5,3
bosd,9,2,(null),10,4
ivilata,9,7,3,10,(null)
bizzappdev,9,(null),8,2,(null)
max3903,9,4,(null),9,4
feketemihai,9,3,4,5,1
ntsirintanis,9,2,1,3,5
DorianMAG,9,4,1,1,5
henrybackman,9,2,(null),1,7
sergijPf,9,1,2,2,5
ThiagoMForgeFlow,9,1,1,2,6
muaazsiddiq,9,3,3,1,3
FrancoMaxime,9,1,1,1,6
IriaAlonso,9,1,(null),1,7
quirino95,9,(null),(null),1,8
brian10048,8,(null),(null),19,4
CILC98,8,1,(null),7,4
luisg123v,8,(null),(null),8,5
LauraCForgeFlow,8,1,3,5,2
TheMule71,8,1,(null),6,5
AdrianaSaiz,8,1,(null),1,6
edescalona,7,1,3,9,(null)
giarve,7,4,(null),7,2
cvinh,7,2,(null),11,2
bguillot,7,(null),(null),10,4
moylop260,7,2,1,8,2
dependabot[bot],7,9,4,(null),(null)
Pani-k-folk,7,3,2,(null),3
StephaneMangin,7,4,(null),3,3
leemannd,7,(null),1,6,4
nimarosa,7,(null),(null),6,5
bealdav,7,2,2,1,3
len-foss,7,1,(null),3,4
KDRdev,7,3,(null),1,4
RicardCForgeFlow,7,3,1,2,3
eugenios73,7,2,3,3,1
jaenbox,7,2,2,1,3
Aldeigja,7,(null),(null),1,6
hieulucky111,7,(null),1,(null),6
madmooose,7,1,1,(null),5
Yusuke1998,6,5,1,10,(null)
cifuentesmx,6,3,(null),6,2
eLBati,6,2,(null),6,2
gdgellatly,6,2,2,7,(null)
mpascuall,6,(null),(null),6,4
nicolascol,6,(null),(null),6,4
qgroulard,6,3,1,5,1
KKamaa,6,1,(null),3,3
shamnaskoyani,6,4,1,3,1
alvaro-gmz,6,4,1,(null),3
mymage,6,4,3,1,(null)
Abranes,6,1,1,2,3
Alexgars73,6,(null),3,3,1
GSLabIt,6,1,(null),1,4
huguesdk,6,1,2,2,2
lbarry-apsl,6,(null),2,3,2
solomonprabu,6,2,(null),1,4
zamberjo,6,1,1,2,3
adrip-s73,6,1,2,1,2
alexey-pelykh,6,(null),(null),1,5
hoattk-komit,6,1,1,1,3
parvezqureshi,6,(null),6,(null),(null)
tv-openbig,5,(null),(null),25,(null)
IJOL,5,12,(null),4,(null)
mileo,5,14,(null),(null),1
pcastelovigo,5,(null),2,11,(null)
sbejaoui,5,6,(null),1,2
jappi00,5,3,1,3,1
rolandojduartem,5,1,1,7,(null)
andreampiovesana,5,(null),(null),4,3
bartacruz,5,3,2,3,(null)
arantxa-s73,5,1,3,2,(null)
chaule97,5,(null),3,3,(null)
hitrosol,5,1,2,4,(null)
Anxo82,5,(null),1,3,2
micheledic,5,1,1,3,1
ArantxaSudon,5,(null),(null),1,4
kanda999,5,(null),1,(null),4
monen17,5,1,1,1,2
sbiosca-s73,5,(null),1,(null),4
stenext,5,(null),(null),1,4
OSevangelist,4,(null),(null),12,1
jans23,4,5,(null),5,(null)
polqubiq,4,2,(null),7,(null)
benbrich,4,(null),(null),6,2
cuongnmtm,4,(null),(null),6,2
Rad0van,4,1,(null),4,1
aritzolea,4,3,1,2,(null)
baguenth,4,1,1,5,(null)
hailangvn,4,1,(null),4,1
tendil,4,1,1,5,(null)
rafaelbn,4,(null),(null),4,2
ypapouin,4,(null),(null),4,2
AnizR,4,1,(null),1,2
DantePereyra,4,1,(null),(null),3
JulienMartinez,4,1,(null),2,2
Kiplangatdan,4,1,(null),1,2
Liliputech,4,1,(null),2,2
MarwanBHL,4,(null),(null),(null),4
alan196,4,1,1,1,1
alessandro-fiorino,4,1,1,1,1
atgalvez08,4,3,(null),1,1
ecino,4,(null),1,2,2
jsmassa,4,(null),(null),3,2
smaddlsoft,4,(null),(null),2,3
tansadio,4,2,(null),1,2
GuillemCForgeFlow,4,(null),(null),(null),4
ThomasBinsfeld,4,1,(null),1,2
ValentinVinagre,4,(null),(null),(null),4
Vicent-S73,4,1,2,1,(null)
fcayre,4,1,(null),1,2
hildickethan,4,(null),(null),(null),4
huan-tq,4,(null),(null),(null),4
jusle,4,(null),(null),1,3
lfrocharod6,4,1,(null),1,2
mihien,4,1,1,1,1
njeudy,4,1,(null),1,2
vancouver29,4,(null),(null),1,3
meetscs,3,10,(null),(null),(null)
P-H-Phuc,3,3,1,(null),(null)
andyengit,3,3,(null),1,(null)
isturiz,3,(null),(null),7,(null)
paradoxxxzero,3,6,(null),1,(null)
susaglam,3,3,(null),2,(null)
renatonlima,3,2,1,(null),1
rodmad85,3,3,(null),1,(null)
Kev-Roche,3,1,1,(null),1
LuvForAirplanes,3,1,(null),4,(null)
Webbeh,3,1,(null),3,(null)
erickggo,3,2,1,1,(null)
glitchov,3,1,(null),2,1
ivs-cetmix,3,(null),(null),4,1
jvmntkia,3,2,1,1,(null)
miquelalzanillas,3,1,1,2,(null)
wpichler,3,(null),1,4,(null)
MarinaAForgeFlow,3,(null),(null),(null),3
PicchiSeba,3,1,(null),1,1
RaphaelVicini,3,2,(null),2,(null)
Ricardo-MC,3,(null),2,1,(null)
TecnologiaIG,3,3,(null),1,(null)
bjouini-acsone,3,1,1,(null),1
dannyadair,3,1,(null),2,1
em230418,3,(null),(null),2,2
ljmnoonan,3,1,1,2,(null)
muslimfoda-dot,3,3,(null),1,(null)
nayatec,3,(null),(null),3,1
ppyczko,3,1,(null),2,1
vincent-hatakeyama,3,3,1,(null),(null)
ChanGuaZzz,3,1,1,1,(null)
DarioLodeiros,3,1,1,1,(null)
IVA-BO,3,1,2,(null),(null)
MDgrap,3,(null),(null),1,2
MaurizioPellegrinet,3,(null),(null),1,2
TheRealRoyalTS,3,(null),(null),1,2
Vang-NguyenPhu,3,1,(null),1,1
anajuaristi,3,(null),(null),1,2
apineux,3,(null),(null),1,2
arnaudlayec,3,1,(null),1,1
carlossainznetkia,3,(null),1,1,1
chandni299,3,(null),(null),1,2
clementmbr,3,(null),(null),(null),3
cubells,3,1,1,(null),1
deeniiz,3,1,1,1,(null)
enriquemartin,3,(null),(null),(null),3
fcvalgar,3,(null),(null),(null),3
felipemotter,3,(null),(null),1,2
gal-adhoc,3,1,1,1,(null)
jarmokortetjarvi,3,(null),2,1,(null)
loida-vm,3,(null),(null),1,2
maisim,3,(null),(null),1,2
mariancuadranetkia,3,(null),(null),1,2
oihane,3,1,1,(null),1
oscars8a,3,1,(null),(null),2
palomagrc93,3,1,(null),(null),2
rwagemans,3,(null),(null),(null),3
sergiobstoj,3,1,(null),(null),2
vdewulf,3,1,1,1,(null)
YoussefEgla,2,5,(null),(null),(null)
kobros-tech,2,(null),(null),2,1
7uss4m,2,3,(null),(null),(null)
oujbih,2,1,(null),2,(null)
acsonefho,2,2,(null),(null),1
andrel-exo,2,2,(null),(null),1
gomezgleonardob,2,4,(null),(null),(null)
AndreuOForgeFlow,2,2,(null),(null),1
Debora7,2,2,1,(null),(null)
ddejong-therp,2,2,(null),1,(null)
fanha99,2,2,(null),(null),1
fd-oerp,2,1,(null),2,(null)
gurneyalex,2,(null),(null),2,1
isaako34,2,2,1,(null),(null)
jaydeep32,2,(null),1,2,(null)
llabusch93,2,2,(null),1,(null)
mav-adhoc,2,3,(null),(null),(null)
meet1432,2,2,(null),1,(null)
mmircoli-nexapp,2,(null),(null),4,(null)
nericervin,2,2,(null),1,(null)
remitoudic,2,1,(null),1,(null)
AmanPrakash00,2,1,(null),1,(null)
BT-pkosnik,2,1,(null),1,(null)
Bilbonet,2,(null),(null),(null),2
ChristianSantamaria,2,2,(null),(null),1
ChristophAbenthungCibex,2,(null),(null),1,1
ManfredNelvin-Dev,2,1,(null),2,(null)
Neitherkx,2,(null),(null),3,(null)
SimaElisabeta,2,2,1,(null),(null)
alexeirivera87,2,1,(null),1,(null)
alfredoavanzosc,2,(null),(null),2,1
andres-jpv,2,3,(null),(null),(null)
antonio-trey,2,1,(null),1,(null)
augusto-weiss,2,1,(null),1,(null)
jcadhoc,2,1,(null),(null),1
kwoychesko,2,1,(null),1,(null)
lavacano,2,3,(null),(null),(null)
leNeo,2,(null),(null),2,1
luistorresm,2,1,(null),(null),1
manuel-florido,2,(null),(null),3,(null)
mostafabarmshory,2,(null),(null),3,(null)
nhomar,2,(null),(null),3,(null)
odooNextev,2,1,1,(null),(null)
omar7r,2,1,1,(null),(null)
quoc-pn,2,2,(null),1,(null)
raulovallet,2,(null),(null),2,1
rickard-w,2,(null),(null),3,(null)
temuccio,2,2,(null),1,(null)
yessser,2,1,(null),1,(null)
AndreMarcos,2,1,(null),1,(null)
CasVissers-360ERP,2,(null),(null),(null),2
Gelojr,2,(null),(null),(null),2
GladistoneSouza,2,1,1,(null),(null)
HectorMerazChavez,2,(null),(null),(null),2
JhonRomero26,2,(null),(null),1,1
JuanMarta,2,1,(null),1,(null)
LlucSG,2,(null),(null),(null),2
MarwanLk,2,1,(null),1,(null)
NETechAlly,2,1,(null),1,(null)
OpenCode,2,(null),(null),(null),2
P4R,2,(null),1,1,(null)
PaoloYam,2,(null),(null),(null),2
RachidAlassir,2,1,(null),1,(null)
Weltschmerz-dev,2,1,(null),1,(null)
aleboldro02,2,1,(null),1,(null)
alicedsp,2,(null),(null),(null),2
aneavanzosc,2,1,1,(null),(null)
apami0111,2,(null),1,1,(null)
apik-mgu,2,1,(null),1,(null)
arielbarreiros96,2,(null),(null),(null),2
azubieta,2,1,(null),1,(null)
cem-adhoc,2,1,(null),1,(null)
corredato,2,1,(null),1,(null)
drkpkg,2,1,(null),1,(null)
emiliesoutiras,2,(null),(null),(null),2
espo-tony,2,(null),(null),1,1
gabrieledaltoe,2,1,1,(null),(null)
hussain,2,(null),(null),1,1
imlopes,2,(null),(null),(null),2
jdidderen,2,(null),1,1,(null)
lubusax,2,1,(null),1,(null)
luisnore,2,(null),(null),(null),2
mathben,2,(null),1,1,(null)
matiasperalta1,2,1,(null),(null),1
maurochip,2,(null),(null),(null),2
nihelgabsi-acsone,2,1,(null),(null),1
odooerpdevelopers,2,1,(null),1,(null)
oerp-odoo,2,1,(null),1,(null)
ollo2012,2,1,(null),1,(null)
painkin,2,(null),(null),(null),2
rjaraspearhead,2,1,(null),1,(null)
sergioM-S73,2,1,(null),(null),1
sersanchus,2,1,(null),(null),1
shagab99,2,1,1,(null),(null)
suniagajose,2,1,1,(null),(null)
tafaRU,2,(null),(null),1,1
tom-kramer,2,(null),(null),(null),2
twalter-c2c,2,(null),(null),(null),2
yanchirino,2,(null),2,(null),(null)
ysantiago,2,1,1,(null),(null)
xaviedoanhduy,1,(null),(null),1,(null)
astirpe,1,2,(null),(null),(null)
ilyasProgrammer,1,(null),(null),1,(null)
Honeyxilia,1,(null),1,(null),(null)
Mohajiro,1,2,(null),(null),(null)
TheerayutEncoder,1,(null),(null),2,(null)
agorbit,1,2,(null),(null),(null)
fredericgrall,1,(null),(null),1,(null)
hector-fe-dev,1,2,(null),(null),(null)
norlinhenrik,1,(null),1,(null),(null)
vvro,1,2,(null),(null),(null)
wluyima,1,(null),(null),2,(null)
AdanCortes,1,1,(null),(null),(null)
Daemo00,1,(null),(null),2,(null)
Fran-Exposito-L,1,(null),(null),2,(null)
Killance,1,2,(null),(null),(null)
Kimkhoi3010,1,(null),1,(null),(null)
Linekio,1,(null),(null),2,(null)
Mert-coderoid,1,2,(null),(null),(null)
QuiJoQuim,1,(null),(null),1,(null)
RabbitJon-S73,1,(null),(null),2,(null)
VincentBarratscalizer,1,1,(null),(null),(null)
dakonio,1,1,(null),(null),(null)
eticco,1,(null),1,(null),(null)
hoangtrann,1,(null),(null),(null),1
ikus060,1,(null),(null),2,(null)
javierjosecarpio,1,2,(null),(null),(null)
jguenat,1,(null),(null),2,(null)
kopeyev,1,(null),1,(null),(null)
laofahai,1,1,(null),(null),(null)
lmarion-source,1,(null),(null),(null),1
mkoeck,1,(null),(null),1,(null)
mourad-ehm,1,(null),(null),(null),1
mreisenhofer-web,1,1,(null),(null),(null)
pierre-halleux,1,1,(null),(null),(null)
qs2-fabio,1,1,(null),(null),(null)
quannguyen1560,1,1,(null),(null),(null)
robperezit,1,(null),(null),2,(null)
spaceone,1,(null),(null),2,(null)
sufyaldi,1,1,(null),(null),(null)
theangryangel,1,(null),(null),2,(null)
tishmen,1,(null),1,(null),(null)
trisdoan,1,1,(null),(null),(null)
victor-champonnois,1,(null),(null),2,(null)
yledoare,1,(null),(null),1,(null)
AEstLo,1,(null),(null),(null),1
AlexPForgeFlow,1,(null),(null),(null),1
Alexis-SDK,1,(null),(null),1,(null)
AlhMaria,1,(null),(null),(null),1
AlienAtSystem,1,1,(null),(null),(null)
AlvaroRamirez10,1,(null),(null),1,(null)
Anushapadinharepurakkal,1,(null),1,(null),(null)
ArnauCForgeFlow,1,(null),(null),1,(null)
BT-fgarbely,1,(null),(null),1,(null)
BT-ojossen,1,(null),(null),(null),1
Babbato,1,1,(null),(null),(null)
BenjaHe,1,(null),(null),(null),1
Berezi,1,1,(null),(null),(null)
Camille0907,1,(null),1,(null),(null)
Cl0ut1eR,1,1,(null),(null),(null)
Devstellar,1,1,(null),(null),(null)
Drsmartinkus,1,1,(null),(null),(null)
Eckard-Vapo,1,1,(null),(null),(null)
EvaS595,1,(null),(null),(null),1
Gravitai-IPanchal,1,1,(null),(null),(null)
HugOdoo,1,(null),(null),1,(null)
IT-Ideas,1,(null),(null),1,(null)
Jaimermaccione,1,(null),(null),(null),1
JohanEndare,1,(null),(null),1,(null)
JorgeQuinteros,1,(null),(null),(null),1
JrAdhoc,1,(null),1,(null),(null)
JuanJaraSandoval,1,(null),(null),1,(null)
JuanilloKing,1,1,(null),(null),(null)
JulioFabio,1,(null),1,(null),(null)
Karla-Villegas,1,(null),(null),1,(null)
KengneMabou,1,1,(null),(null),(null)
Luca-Policastro,1,(null),1,(null),(null)
LuisAlejandroS,1,(null),(null),1,(null)
MarcoCalcagni,1,(null),(null),1,(null)
Matteo-Filardi,1,1,(null),(null),(null)
MaxyMoos,1,1,(null),(null),(null)
MiguelPoyatos,1,(null),(null),(null),1
MrTango,1,(null),(null),1,(null)
Pascal-Thommen,1,(null),(null),1,(null)
PaulGoubert,1,(null),(null),(null),1
Paulius11,1,1,(null),(null),(null)
ROBBYHOOD9,1,(null),(null),(null),1
SMNDVC,1,1,(null),(null),(null)
Saralrat,1,1,(null),(null),(null)
SiscoIngeos,1,(null),(null),1,(null)
SupportSNDC,1,(null),(null),1,(null)
Tardo,1,(null),(null),(null),1
Tatider,1,(null),1,(null),(null)
Tomero-Dev,1,(null),(null),1,(null)
VBNext,1,(null),(null),(null),1
Vicent-C6,1,(null),(null),1,(null)
abhinavvaidya-tsd,1,(null),(null),(null),1
adasatorres,1,(null),1,(null),(null)
ahaly-cloudunify,1,(null),(null),1,(null)
aisopuro,1,(null),1,(null),(null)
ajfebres,1,(null),(null),(null),1
almumu,1,(null),1,(null),(null)
amincheloh,1,(null),(null),1,(null)
anthonissen-a,1,(null),(null),(null),1
atangaraj,1,(null),(null),(null),1
atchuthan,1,(null),(null),(null),1
azucenatrey,1,(null),(null),1,(null)
baer128,1,1,(null),(null),(null)
baptiste-n42,1,(null),1,(null),(null)
blaskurain,1,1,(null),(null),(null)
bodedra,1,(null),(null),1,(null)
celm1990,1,(null),(null),(null),1
chrisb-c01,1,1,(null),(null),(null)
cle-yona,1,(null),(null),1,(null)
clement-gouin,1,(null),(null),1,(null)
crsilveira,1,(null),(null),1,(null)
dalonsofl,1,1,(null),(null),(null)
daniel-rikowski,1,(null),(null),1,(null)
diggy128,1,(null),(null),1,(null)
digiter-tw,1,1,(null),(null),(null)
douglascstd,1,(null),(null),(null),1
drricambi-dev,1,(null),(null),(null),1
dtec-landoo,1,(null),1,(null),(null)
emedinamts,1,(null),(null),1,(null)
erwinscc88,1,1,(null),(null),(null)
fananimi,1,(null),(null),1,(null)
ffiedl,1,(null),(null),1,(null)
florenciafrigieri2,1,(null),(null),(null),1
francoleyes,1,1,(null),(null),(null)
gaetan-vaujour,1,(null),(null),1,(null)
gbrito,1,(null),(null),(null),1
gdemarco2esseti,1,(null),(null),(null),1
hhgabelgaard,1,1,(null),(null),(null)
hinali-7span,1,(null),(null),1,(null)
houzefa-abba,1,(null),(null),1,(null)
infomalaga,1,(null),(null),1,(null)
ioans73,1,(null),(null),(null),1
isabellerichard,1,(null),(null),1,(null)
isugac,1,(null),(null),(null),1
janikvonrotz,1,1,(null),(null),(null)
jelenapoblet,1,(null),(null),1,(null)
jesusVMayor,1,(null),(null),(null),1
joepsanders,1,(null),(null),1,(null)
joergsteffens,1,(null),(null),1,(null)
johnw-bluemark,1,1,(null),(null),(null)
jorge-luis-dev,1,(null),(null),1,(null)
josepmy,1,(null),(null),1,(null)
kittiu,1,(null),(null),1,(null)
lfreeke,1,(null),(null),(null),1
lk-eska,1,(null),(null),1,(null)
lkcodecraft,1,1,(null),(null),(null)
lnol,1,(null),1,(null),(null)
luciaavanzosc,1,(null),(null),1,(null)
luffah,1,1,(null),(null),(null)
maciej-wichowski,1,1,(null),(null),(null)
manuelcalerosolis,1,1,(null),(null),(null)
marcelofrare,1,(null),1,(null),(null)
marco-lucaf,1,(null),(null),1,(null)
marielejeune,1,(null),(null),1,(null)
mariselagutierreztruj-ux,1,(null),(null),(null),1
michelerusti,1,(null),1,(null),(null)
mitul-cp,1,1,(null),(null),(null)
mpiko,1,(null),(null),1,(null)
mpurnell1,1,(null),(null),(null),1
multimar3,1,(null),(null),(null),1
murtuzasaleh,1,(null),(null),1,(null)
namtnt,1,(null),1,(null),(null)
newtratip,1,(null),(null),(null),1
niboo-vli,1,1,(null),(null),(null)
nurinayati,1,(null),(null),1,(null)
odoowired,1,(null),(null),1,(null)
olivierb2,1,(null),1,(null),(null)
pabloperez14,1,(null),(null),1,(null)
prabakaran-tsd,1,(null),(null),(null),1
pre-commit-ci[bot],1,1,(null),(null),(null)
ps-tubtim,1,(null),(null),(null),1
psugne,1,1,(null),(null),(null)
realsaiko,1,1,(null),(null),(null)
remytms,1,(null),(null),(null),1
risto42,1,(null),1,(null),(null)
sanderlienaerts,1,1,(null),(null),(null)
sebinthomasst,1,(null),(null),(null),1
sonasxo-art,1,(null),(null),1,(null)
stanislaw-ladorucki,1,(null),1,(null),(null)
svilaLevel4,1,(null),(null),(null),1
syci,1,(null),(null),1,(null)
techsystech,1,(null),(null),1,(null)
therbin200,1,(null),(null),1,(null)
thomashaunschmid86,1,(null),(null),(null),1
tm-smile,1,(null),(null),1,(null)
tobiaszehntner,1,1,(null),(null),(null)
tsiorimg,1,1,(null),(null),(null)
vtomasi,1,(null),(null),1,(null)
vuwnevska,1,(null),(null),(null),1
weinni2000,1,(null),(null),1,(null)
whynotkimhari,1,1,(null),(null),(null)
wtaferner,1,(null),(null),1,(null)
xavierbol,1,(null),1,(null),(null)
yaazkal,1,(null),(null),1,(null)
zaoral,1,1,(null),(null),(null)
zem-adhoc,1,(null),(null),(null),1
Hudson5577,0,(null),(null),(null),(null)
antoniodavid,0,(null),(null),(null),(null)
Alejandro-Domatix,0,(null),(null),(null),(null)
Chionne27,0,(null),(null),(null),(null)
IsabelAForgeFlow,0,(null),(null),(null),(null)
Sanazzzmi,0,(null),(null),(null),(null)
TelmoSuarez,0,(null),(null),(null),(null)
benwillig,0,(null),(null),(null),(null)
flaenen,0,(null),(null),(null),(null)
jaredkipe,0,(null),(null),(null),(null)
mdurepos,0,(null),(null),(null),(null)
ALopez-Adhoc,0,(null),(null),(null),(null)
AndrzejGerasimukARCHIMEDES,0,(null),(null),(null),(null)
AnmollGarg,0,(null),(null),(null),(null)
AntoniRomera,0,(null),(null),(null),(null)
BT-anieto,0,(null),(null),(null),(null)
DenerWilliam,0,(null),(null),(null),(null)
EndikaPM,0,(null),(null),(null),(null)
Flavia0320,0,(null),(null),(null),(null)
FranzPoize,0,(null),(null),(null),(null)
Ghazall02,0,(null),(null),(null),(null)
IvanDLPG-Sidoo,0,(null),(null),(null),(null)
JasonMSims,0,(null),(null),(null),(null)
JochenDeBie,0,(null),(null),(null),(null)
LUNEXTLABS-Tobi,0,(null),(null),(null),(null)
Lucianojrr1,0,(null),(null),(null),(null)
MS-OSI,0,(null),(null),(null),(null)
PrabhuAppalapuriSAMSA-IT,0,(null),(null),(null),(null)
TB-Ph35,0,(null),(null),(null),(null)
Thinh240900,0,(null),(null),(null),(null)
Tiago370,0,(null),(null),(null),(null)
YoussefEttamimi,0,(null),(null),(null),(null)
antonioburic,0,(null),(null),(null),(null)
baimont,0,(null),(null),(null),(null)
bvanjeelharia,0,(null),(null),(null),(null)
cav-adhoc,0,(null),(null),(null),(null)
chetung2808,0,(null),(null),(null),(null)
chupaSV,0,(null),(null),(null),(null)
crrodrigueztrujillo,0,(null),(null),(null),(null)
danypr92,0,(null),(null),(null),(null)
dcamacho20,0,(null),(null),(null),(null)
ernestorosas499-del,0,(null),(null),(null),(null)
evanomnisoft,0,(null),(null),(null),(null)
geraldo29,0,(null),(null),(null),(null)
granjajeica,0,(null),(null),(null),(null)
ilyassjaatit,0,(null),(null),(null),(null)
julia-factorlibre,0,(null),(null),(null),(null)
jwaes,0,(null),(null),(null),(null)
kevinkhao,0,(null),(null),(null),(null)
ljimenezsidoo,0,(null),(null),(null),(null)
masimassimo,0,(null),(null),(null),(null)
matheus-calixto-hub,0,(null),(null),(null),(null)
mmrondon,0,(null),(null),(null),(null)
nurefexc,0,(null),(null),(null),(null)
puck,0,(null),(null),(null),(null)
rahulpatel333,0,(null),(null),(null),(null)
sajadkk,0,(null),(null),(null),(null)
samirGuesmi,0,(null),(null),(null),(null)
sensiblecs,0,(null),(null),(null),(null)
sgheller,0,(null),(null),(null),(null)
tiagor-exo,0,(null),(null),(null),(null)
timloic,0,(null),(null),(null),(null)
timothyluyten-obs,0,(null),(null),(null),(null)
unaiberis,0,(null),(null),(null),(null)
vehi-invitu,0,(null),(null),(null),(null)
victorCalidae,0,(null),(null),(null),(null)
wouitmil,0,(null),(null),(null),(null)
yhaelopez,0,(null),(null),(null),(null)
