User,CI,CPRs,MPRs,Cts,Reviews
DiegoParadeda,5,2,(null),2,2
blackne0n,5,1,(null),8,1
mathben,5,1,1,5,1
quoc-pn,5,3,(null),4,1
sergioM-S73,5,2,1,4,1
Tatider,5,(null),1,4,2
cgarcia-solvos,5,2,1,3,1
AdrianaSaiz,5,1,(null),2,3
CasVissers-360ERP,5,(null),(null),3,3
JJRR5,5,(null),(null),2,4
P4R,5,2,1,2,1
ddejong-therp,5,1,(null),3,2
isaako34,5,2,(null),1,3
marielejeune,5,(null),2,2,2
zamberjo,5,1,(null),3,2
PaulGoubert,5,(null),(null),(null),5
carlossainznetkia,5,(null),2,(null),3
desdelinux,5,(null),(null),1,4
eantones,5,1,1,1,2
lfreeke,5,(null),(null),(null),5
mpascuall,5,(null),(null),(null),5
sergijPf,5,(null),1,(null),4
sersanchus,5,(null),(null),(null),5
twalter-c2c,5,(null),(null),(null),5
hitesh-erpharbor,4,8,(null),1,(null)
RLeeOSI,4,2,(null),6,(null)
CILC98,4,2,1,3,(null)
Kimkhoi3010,4,4,1,1,(null)
chetan137,4,1,1,6,(null)
dc-oerp,4,1,(null),7,(null)
florentx,4,(null),3,(null),1
hoattk-komit,4,7,(null),1,(null)
lef-adhoc,4,3,(null),5,(null)
BernatObrador,4,2,(null),4,1
DinhVanKhanh-HCMC,4,5,(null),2,(null)
juancarlosonate-tecnativa,4,2,(null),(null),3
luciaavanzosc,4,3,2,(null),(null)
matteonext,4,1,1,3,(null)
yvaucher,4,(null),(null),4,2
FernandoRomera,4,2,2,1,(null)
mmircoli-nexapp,4,1,(null),3,1
ROBBYHOOD9,4,1,1,(null),2
arielbarreiros96,4,1,(null),1,2
em230418,4,(null),(null),1,3
fcvalgar,4,(null),(null),(null),4
hailangvn,4,1,1,(null),2
ioans73,4,(null),(null),(null),4
loida-vm,4,(null),(null),(null),4
omar7r,4,1,1,1,1
rven,4,(null),1,1,2
xaviedoanhduy,3,1,(null),(null),2
Clara-Cardoso,3,1,(null),5,(null)
JordiBForgeFlow,3,1,1,2,(null)
P-H-Phuc,3,4,(null),1,(null)
Qlasta,3,4,(null),1,(null)
ikus060,3,1,(null),4,(null)
jaydeep32,3,4,(null),1,(null)
tafaRU,3,2,(null),2,(null)
MarcoCalcagni,3,(null),(null),4,1
ajfebres,3,4,(null),1,(null)
bertstomphorst,3,1,1,2,(null)
clementmbr,3,3,(null),(null),1
deeniiz,3,2,(null),3,(null)
lorenzomorandini,3,(null),(null),4,1
patrickt-oforce,3,(null),(null),4,1
Daniel15,3,2,(null),1,1
Debora7,3,2,2,(null),(null)
DorianMAG,3,(null),(null),2,2
Flavia0320,3,3,1,(null),(null)
Yusuke1998,3,3,(null),1,(null)
anthonissen-a,3,3,(null),1,(null)
cav-adhoc,3,3,(null),(null),1
corredato,3,1,1,1,(null)
felipemotter,3,1,(null),2,1
flachica,3,1,1,2,(null)
jcoux,3,(null),2,2,(null)
mav-adhoc,3,(null),(null),2,2
metaminux,3,(null),(null),1,2
mymage,3,(null),(null),3,1
nguyenminhchien,3,3,(null),1,(null)
psugne,3,1,1,2,(null)
ramzeta,3,3,(null),1,(null)
samirGuesmi,3,1,(null),1,1
syci,3,(null),1,2,1
yaracchi,3,1,(null),3,(null)
Aldeigja,3,(null),(null),(null),3
AlisherKaziz,3,(null),(null),(null),3
ElhoucineBRAHIM,3,1,(null),(null),2
JulienMartinez,3,1,(null),(null),2
Pani-k-folk,3,1,(null),(null),2
Segui-S73,3,(null),(null),(null),3
TB-Ph35,3,(null),1,(null),2
Tardo,3,1,2,(null),(null)
XtremXpert,3,(null),(null),(null),3
david-banon-tecnativa,3,1,(null),1,1
douglascstd,3,(null),(null),1,2
henrybackman,3,(null),(null),(null),3
jguenat,3,1,1,(null),1
jusle,3,1,(null),1,1
katyukha,3,1,1,1,(null)
kevinkhao,3,1,1,(null),1
luc-demeyer,3,1,1,(null),1
manuelcalerosolis,3,(null),(null),1,2
mathieudelva,3,1,1,(null),1
qgroulard,3,1,1,1,(null)
sheragar,3,(null),(null),(null),3
giarve,2,(null),1,(null),1
ChristophAbenthungCibex,2,1,1,(null),(null)
javierjcf,2,(null),(null),5,(null)
tarteo,2,1,(null),2,(null)
Alexgars73,2,(null),(null),4,(null)
Neitherkx,2,4,(null),(null),(null)
Paulius11,2,1,(null),2,(null)
ayushin,2,(null),(null),4,(null)
gabrielcardoso21,2,1,(null),2,(null)
jdebetaz,2,1,(null),2,(null)
kirca,2,4,(null),(null),(null)
kittiu,2,(null),(null),4,(null)
parvezqureshi,2,(null),(null),4,(null)
therbin200,2,1,(null),2,(null)
FranzPoize,2,(null),(null),3,(null)
JhonRomero26,2,1,(null),2,(null)
Katulos,2,2,1,(null),(null)
alejandrotrey,2,(null),1,2,(null)
dependabot[bot],2,2,1,(null),(null)
ellbristow,2,2,1,(null),(null)
innovara,2,(null),(null),3,(null)
kbentaleb,2,3,(null),(null),(null)
lorenzoallegrucci,2,(null),(null),3,(null)
maurochip,2,2,1,(null),(null)
natuan9,2,3,(null),(null),(null)
niboo-ave,2,(null),(null),2,1
remytms,2,(null),(null),2,1
rf-ife,2,(null),(null),2,1
EdnilsonMonteiro,2,1,(null),1,(null)
Honeyxilia,2,1,1,(null),(null)
IriaAlonso,2,1,(null),1,(null)
Marco-ooops,2,(null),(null),(null),2
MarwanBHL,2,1,1,(null),(null)
PaoloYam,2,1,(null),1,(null)
Shivam-2512,2,1,(null),1,(null)
ThiagoMForgeFlow,2,(null),(null),1,1
ThomasBinsfeld,2,(null),1,1,(null)
adrian-dks,2,1,1,(null),(null)
almumu,2,1,(null),(null),1
alvaroGC-S73,2,1,1,(null),(null)
amosdisabatino,2,(null),(null),(null),2
astirpe,2,(null),2,(null),(null)
baguenth,2,(null),(null),(null),2
bofiltd,2,(null),(null),(null),2
denaux,2,1,1,(null),(null)
dg-sabine,2,(null),(null),1,1
dnplkndll,2,1,1,(null),(null)
emiliesoutiras,2,1,(null),1,(null)
fanchlegal,2,(null),(null),(null),2
gdgellatly,2,(null),1,1,(null)
hannes386,2,(null),(null),(null),2
hugosantosred,2,(null),(null),1,1
it-fact4lifetimesupport,2,(null),(null),(null),2
javiermatos,2,1,(null),1,(null)
jgrandguillaume,2,(null),(null),(null),2
miguel-S73,2,1,1,(null),(null)
namtnt,2,1,(null),1,(null)
nilshamerlinck,2,(null),(null),1,1
phschmidt,2,(null),(null),(null),2
robperezit,2,1,(null),1,(null)
rodmad85,2,1,(null),1,(null)
ryanc-me,2,(null),(null),1,1
satiowadahc,2,1,(null),1,(null)
yessser,2,1,1,(null),(null)
rpsjr,1,2,(null),(null),(null)
inluck,1,2,(null),(null),(null)
JonathanOsAlc,1,2,(null),(null),(null)
PicchiSeba,1,(null),1,(null),(null)
Thinh240900,1,2,(null),(null),(null)
fvkugit,1,2,(null),(null),(null)
isturiz,1,(null),(null),2,(null)
kobros-tech,1,(null),(null),1,(null)
lbarry-apsl,1,(null),(null),2,(null)
michelerusti,1,1,(null),(null),(null)
mourad-ehm,1,(null),(null),2,(null)
sybdeb,1,(null),(null),2,(null)
wouitmil,1,(null),(null),(null),1
Abranes,1,(null),(null),(null),1
ErwanbretonMangono,1,1,(null),(null),(null)
FLAlvaroGomez,1,(null),(null),2,(null)
FherStk,1,(null),(null),1,(null)
JochenDeBie,1,2,(null),(null),(null)
Lukwos,1,(null),(null),2,(null)
MrArancio,1,1,(null),(null),(null)
NachoAlesLopez,1,2,(null),(null),(null)
PieterPaulussen,1,(null),(null),1,(null)
Raul-S73,1,(null),(null),2,(null)
TheerayutEncoder,1,(null),(null),1,(null)
are-agilebg,1,1,(null),(null),(null)
augusto-weiss,1,1,(null),(null),(null)
danielkauffman,1,(null),(null),2,(null)
enriquemartin,1,1,(null),(null),(null)
georgiedekker,1,(null),(null),1,(null)
glitchov,1,(null),1,(null),(null)
hudson940,1,1,(null),(null),(null)
kluna1998,1,(null),1,(null),(null)
kwoychesko,1,(null),(null),1,(null)
norlinhenrik,1,1,(null),(null),(null)
oadiazp,1,1,(null),(null),(null)
ofonseca-pyming,1,(null),(null),(null),1
paula-fernandez-sanchez03,1,1,(null),(null),(null)
smaddlsoft,1,(null),(null),2,(null)
strarsis,1,(null),(null),1,(null)
thienvh332,1,2,(null),(null),(null)
visionsrlsolution,1,(null),(null),2,(null)
zingbizzteam,1,1,(null),(null),(null)
360groupes,1,1,(null),(null),(null)
ALopez-Adhoc,1,1,(null),(null),(null)
AlbertCabedo,1,(null),(null),1,(null)
AlbertoNieto44,1,1,(null),(null),(null)
AnizR,1,1,(null),(null),(null)
AntoniRomera,1,(null),(null),(null),1
ArantxaSudon,1,(null),(null),(null),1
BT-tpiric,1,(null),(null),(null),1
Bilbonet,1,(null),(null),(null),1
BurkhalterY,1,1,(null),(null),(null)
ByteMeAsap,1,(null),1,(null),(null)
CesarSant2000,1,1,(null),(null),(null)
ChrisOForgeFlow,1,(null),1,(null),(null)
CorentinVermeulen,1,(null),(null),1,(null)
Dranyel-Bosd,1,(null),(null),(null),1
DucTruongKomit,1,(null),(null),(null),1
EORIS-SUPPORT,1,(null),(null),(null),1
Easyway-IT,1,(null),(null),(null),1
FlJesusLorenzo,1,(null),(null),1,(null)
GSLabIt,1,(null),(null),(null),1
Hussam-Suleiman,1,(null),(null),1,(null)
IVA-BO,1,1,(null),(null),(null)
JOG-Netkia,1,(null),(null),(null),1
JohanEndare,1,1,(null),(null),(null)
Jord38,1,(null),(null),1,(null)
Jortolsa-S73,1,(null),(null),(null),1
LuisAlejandroS,1,(null),(null),1,(null)
MDgrap,1,(null),(null),(null),1
MVillaescusaM,1,(null),(null),1,(null)
Maxime-TC,1,(null),(null),1,(null)
MohamedOsman7,1,1,(null),(null),(null)
Montiwa11,1,(null),(null),1,(null)
Natthaphum1234,1,(null),(null),(null),1
NelsonV93,1,1,(null),(null),(null)
OSevangelist,1,(null),(null),(null),1
PaulaMForgeFlow,1,(null),(null),(null),1
Quan-nhm,1,(null),(null),(null),1
QuatschSalat,1,1,(null),(null),(null)
SBillion,1,1,(null),(null),(null)
TheSumitBasak,1,1,(null),(null),(null)
Tiago370,1,(null),1,(null),(null)
TumbaoJu,1,(null),(null),(null),1
UrzaBlock,1,(null),(null),1,(null)
Victor-Plagaro,1,(null),(null),1,(null)
VizMan0616,1,(null),(null),1,(null)
Wh1spr,1,(null),(null),1,(null)
acsonefho,1,(null),(null),(null),1
adgensee,1,(null),(null),1,(null)
adnankkapasi,1,(null),(null),1,(null)
aisopuro,1,(null),(null),(null),1
albaraamakt,1,(null),(null),1,(null)
anajuaristi,1,(null),(null),1,(null)
apami0111,1,(null),1,(null),(null)
atchuthan,1,(null),(null),(null),1
avuff,1,1,(null),(null),(null)
baf-adhoc,1,(null),(null),(null),1
benwillig,1,(null),(null),(null),1
bjouini-acsone,1,(null),1,(null),(null)
bo-eska,1,(null),(null),1,(null)
bouktaibMohssin,1,(null),(null),1,(null)
brian10048,1,(null),(null),(null),1
celm1990,1,(null),(null),1,(null)
chmuche,1,1,(null),(null),(null)
coco2299,1,(null),(null),1,(null)
codeagencybe,1,(null),(null),1,(null)
cormaza,1,(null),(null),(null),1
dantiller2,1,(null),(null),1,(null)
davidwul,1,1,(null),(null),(null)
dhx,1,1,(null),(null),(null)
diggy128,1,1,(null),(null),(null)
dochse,1,1,(null),(null),(null)
dzungtran89,1,(null),1,(null),(null)
ebauza,1,(null),(null),(null),1
enricostano,1,(null),(null),1,(null)
epieters,1,(null),(null),1,(null)
ferdymercury,1,(null),(null),1,(null)
flachicasidoo,1,(null),(null),(null),1
fsmw,1,1,(null),(null),(null)
geraldaistleitner,1,(null),(null),1,(null)
giacomog82,1,(null),(null),(null),1
gjotten,1,(null),(null),(null),1
glasl,1,(null),(null),1,(null)
gustavorangel121,1,1,(null),(null),(null)
gzoccarato,1,1,(null),(null),(null)
hitrosol,1,(null),(null),1,(null)
hugho-ad,1,(null),(null),(null),1
huynh-ch,1,(null),1,(null),(null)
iaranburu,1,1,(null),(null),(null)
jcadhoc,1,1,(null),(null),(null)
jcdrubay,1,(null),(null),1,(null)
jhemono,1,1,(null),(null),(null)
joergsteffens,1,1,(null),(null),(null)
joguenco,1,(null),(null),1,(null)
joshuajan,1,1,(null),(null),(null)
julienCozo,1,(null),(null),(null),1
khaihoan123,1,(null),(null),1,(null)
kimirondon,1,1,(null),(null),(null)
laiaespinosa,1,(null),(null),1,(null)
lammas,1,(null),(null),1,(null)
ljsalvatierra-factorlibre,1,(null),(null),(null),1
lmarion-source,1,(null),(null),(null),1
luandryperez,1,(null),(null),(null),1
luisg123v,1,(null),(null),1,(null)
marcelofrare,1,(null),(null),(null),1
maxhe2014,1,1,(null),(null),(null)
mdurepos,1,(null),(null),1,(null)
mitul-tsd,1,1,(null),(null),(null)
mlaitinen,1,(null),(null),(null),1
mmrondon,1,1,(null),(null),(null)
mostafabarmshory,1,(null),(null),1,(null)
mreisenhofer-web,1,1,(null),(null),(null)
much-filipe-colaco,1,(null),(null),1,(null)
nayatec,1,(null),(null),1,(null)
nicolasramos,1,(null),(null),(null),1
nithwith,1,1,(null),(null),(null)
odoowired,1,(null),(null),(null),1
omalbastin,1,(null),(null),1,(null)
osasix,1,1,(null),(null),(null)
paras-tsd,1,(null),(null),(null),1
paseka10jaroslav-coder,1,(null),(null),(null),1
pcastelovigo,1,(null),(null),1,(null)
primes2h,1,(null),(null),(null),1
ps-tubtim,1,(null),(null),1,(null)
ramiadavid,1,(null),1,(null),(null)
renda-dev,1,(null),1,(null),(null)
sergiobstoj,1,1,(null),(null),(null)
stamtos,1,1,(null),(null),(null)
stefsava,1,1,(null),(null),(null)
sudosystem-git,1,1,(null),(null),(null)
suker,1,(null),(null),1,(null)
sundar-prakash,1,1,(null),(null),(null)
tao-thewarat,1,(null),(null),(null),1
theangryangel,1,(null),(null),1,(null)
thomich,1,(null),(null),1,(null)
tli-asl,1,(null),(null),(null),1
tuffstuff9,1,(null),(null),1,(null)
vasi26ro,1,1,(null),(null),(null)
xAdrianCif,1,(null),(null),1,(null)
ygol,1,(null),1,(null),(null)
zolfariot,1,1,(null),(null),(null)
Chionne27,0,(null),(null),(null),(null)
zeroheure,0,(null),(null),(null),(null)
PolComas,0,(null),(null),(null),(null)
patrickrwilson,0,(null),(null),(null),(null)
Deriman-Alonso,0,(null),(null),(null),(null)
dcamacho20,0,(null),(null),(null),(null)
AlexPForgeFlow,0,(null),(null),(null),(null)
BetoRaja,0,(null),(null),(null),(null)
CaparrosC,0,(null),(null),(null),(null)
Cl0ut1eR,0,(null),(null),(null),(null)
DantePereyra,0,(null),(null),(null),(null)
EdgarRetes,0,(null),(null),(null),(null)
IbrahimAljuhani,0,(null),(null),(null),(null)
InformatiqueProg,0,(null),(null),(null),(null)
JrAdhoc,0,(null),(null),(null),(null)
Kosaaaaa,0,(null),(null),(null),(null)
MateuGForgeFlow,0,(null),(null),(null),(null)
OscarIndias,0,(null),(null),(null),(null)
Peluko,0,(null),(null),(null),(null)
PlantBasedStudio,0,(null),(null),(null),(null)
Puriboonsiri,0,(null),(null),(null),(null)
Shubham-records,0,(null),(null),(null),(null)
SirTakobi,0,(null),(null),(null),(null)
Thotsapol-A,0,(null),(null),(null),(null)
TomVermeerenDynapps,0,(null),(null),(null),(null)
Wodran14,0,(null),(null),(null),(null)
a-khalil-ecoservice,0,(null),(null),(null),(null)
absal-smile,0,(null),(null),(null),(null)
achulii,0,(null),(null),(null),(null)
aktiv-janvi-raval,0,(null),(null),(null),(null)
alan196,0,(null),(null),(null),(null)
alexey-pelykh,0,(null),(null),(null),(null)
amkarthik,0,(null),(null),(null),(null)
andevatikul,0,(null),(null),(null),(null)
cubells,0,(null),(null),(null),(null)
dcatarino,0,(null),(null),(null),(null)
dmitriypaulov,0,(null),(null),(null),(null)
fmdl,0,(null),(null),(null),(null)
fsuleWitdata,0,(null),(null),(null),(null)
gabe-grinspan,0,(null),(null),(null),(null)
gabriel-grinspan,0,(null),(null),(null),(null)
gbtechnology,0,(null),(null),(null),(null)
gulesanlar,0,(null),(null),(null),(null)
hhgabelgaard,0,(null),(null),(null),(null)
jheras-alquemy,0,(null),(null),(null),(null)
john-herholz-dt,0,(null),(null),(null),(null)
juppe,0,(null),(null),(null),(null)
kvdveer,0,(null),(null),(null),(null)
lembregtse,0,(null),(null),(null),(null)
lesdekock,0,(null),(null),(null),(null)
matiasperalta1,0,(null),(null),(null),(null)
mbcosta,0,(null),(null),(null),(null)
miguelvazquez1,0,(null),(null),(null),(null)
neeleythere,0,(null),(null),(null),(null)
odooaktiv,0,(null),(null),(null),(null)
pandeussilvae,0,(null),(null),(null),(null)
ppyczko,0,(null),(null),(null),(null)
qappsuy,0,(null),(null),(null),(null)
sudhir-erpharbor,0,(null),(null),(null),(null)
timloic,0,(null),(null),(null),(null)
yanchirino,0,(null),(null),(null),(null)
